feature_index,SPI-1,SPI-2,ks_statistic,n_VAR(1),n_Kuramoto
0,anm,bary-sq_euclidean_max,0.060813488631339174,64,64
1,anm,bary-sq_euclidean_mean,0.12188309771475447,64,64
2,anm,bary_euclidean_max,0.03562136959917739,64,64
3,anm,bary_euclidean_mean,0.15625,64,64
4,anm,cce_gaussian,0.78125,64,64
5,anm,cce_kernel_W-0.5,0.2525197189987891,64,64
6,anm,cce_kozachenko,0.7373923308671948,64,64
7,anm,cds,0.35676785886365825,64,64
8,anm,ce_gaussian,0.3462223496464908,64,64
9,anm,ce_kernel_W-0.5,0.2536649616955341,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.027450917618613957,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.08200027567999585,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.08071261896365267,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.0390172114002732,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.09417310707015064,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.08990644415923621,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.1057386617521345,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.08969232772551927,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.07415004306628015,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.02569573462040331,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.06398515234121271,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.05432522061263223,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.06443522926847861,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.019544016136797515,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.07794273625432147,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.030295286145906264,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.07327216707207018,64,64
27,anm,cov-sq_EmpiricalCovariance,0.2846074342525189,64,64
