feature_index,SPI-1,SPI-2,ks_statistic,n_CauchyNoise,n_CML
0,anm,bary-sq_euclidean_max,0.5656580763069422,64,64
1,anm,bary-sq_euclidean_mean,0.18853280549406937,64,64
2,anm,bary_euclidean_max,0.3067645348276419,64,64
3,anm,bary_euclidean_mean,0.109375,64,64
4,anm,cce_gaussian,0.6335016840838408,64,64
5,anm,cce_kernel_W-0.5,0.11372479638395,64,64
6,anm,cce_kozachenko,0.24555973944852405,64,64
7,anm,cds,0.6737547019751753,64,64
8,anm,ce_gaussian,0.5778878039892704,64,64
9,anm,ce_kernel_W-0.5,0.36903326185304797,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.36575498690077424,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2540295926974519,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.32409026205174263,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.498219802622672,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.328203871729187,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.45980598877067086,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.1431483107221183,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.13046963692012392,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.11203193329798988,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.44207535507463125,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.15031877952988984,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.43442339369080635,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.0955352208768486,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.2848389540276051,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.2579320475154908,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.31301163282567945,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.17882895335192642,64,64
