feature_index,SPI-1,SPI-2,ks_statistic,n_VAR(1),n_CML
0,anm,bary-sq_euclidean_max,0.24977448010267778,64,64
1,anm,bary-sq_euclidean_mean,0.12409567647956987,64,64
2,anm,bary_euclidean_max,0.26578001507076393,64,64
3,anm,bary_euclidean_mean,0.078125,64,64
4,anm,cce_gaussian,0.19676497718640695,64,64
5,anm,cce_kernel_W-0.5,0.22719533166213954,64,64
6,anm,cce_kozachenko,0.7689580978772542,64,64
7,anm,cds,0.5190592481063532,64,64
8,anm,ce_gaussian,0.48325035273207606,64,64
9,anm,ce_kernel_W-0.5,0.3643937403214067,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.27651809959850093,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.21436265370272245,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.26399511499153105,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.41903386501268247,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2621344775613308,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3963483353667949,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.011876987040788323,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.005388999613394674,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.024462043249131482,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.4334081975113384,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.039824387424859775,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.4218327735127151,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.016287647724985532,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.35384191334637244,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.06775127964534905,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.35055872891423334,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.054332676283686876,64,64
27,anm,cov-sq_EmpiricalCovariance,0.7199522195643745,64,64
28,anm,cov-sq_GraphicalLasso,0.7243822005590852,64,64
29,anm,cov-sq_LedoitWolf,0.669863173762197,64,64
30,anm,cov-sq_OAS,0.669863173762197,64,64
31,anm,cov-sq_ShrunkCovariance,0.7199522195643745,64,64
32,anm,cov_EmpiricalCovariance,0.07032238497738727,64,64
33,anm,cov_GraphicalLasso,0.07207077570115886,64,64
34,anm,cov_GraphicalLassoCV,0.050517772231422564,64,64
35,anm,cov_LedoitWolf,0.07183559578775184,64,64
36,anm,cov_OAS,0.07183559578775184,64,64
37,anm,cov_ShrunkCovariance,0.07032238497738727,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3186644588133874,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.141404231036724,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.3962150346942036,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.19181747025921864,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.12463046359709506,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.2518728043235913,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.22691524974125854,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.03552182365622991,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.30826230124035775,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.07734725097952827,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.01869911934125934,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.11538576530475647,64,64
50,anm,di_gaussian,0.4853642725316173,64,64
51,anm,di_kernel_W-0.5,0.6292243319906751,64,64
52,anm,di_kozachenko,0.5239285578674713,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.0029794003973161454,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.015166434631406878,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.005015941351874775,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.42568382260930604,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2956778493532528,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.46434743979879345,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.0030299550168537692,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.01691151780940159,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.00501593471138595,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.48440002021633966,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.34462686497820305,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.4741523909841028,64,64
65,anm,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.16015815125576477,64,64
66,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.11426134481140832,64,64
67,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.157426192981797,64,64
68,anm,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.11322330222981719,64,64
69,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.11825937168442657,64,64
70,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.12820382926267598,64,64
71,anm,gc_gaussian_k-1_kt-1_l-1_lt-1,0.38326572668280706,64,64
72,anm,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.140625,64,64
73,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.140625,64,64
74,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.28125,64,64
75,anm,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.2634255367671619,64,64
76,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.17224725620472497,64,64
77,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.23322110418091796,64,64
78,anm,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3279654080744951,64,64
79,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2730418074487636,64,64
80,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.35463126508898635,64,64
81,anm,gwtau,0.12691517991734347,64,64
82,anm,hsic,0.7465354529313153,64,64
83,anm,hsic_biased,0.8780535122589719,64,64
84,anm,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.19132645659161068,64,64
85,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.14470465751645778,64,64
86,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.19355611817609902,64,64
87,anm,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.2599683463733116,64,64
88,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.17673413427573836,64,64
89,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.25584972674202633,64,64
90,anm,igci,0.33675528496758234,64,64
91,anm,je_gaussian,0.4832835488673294,64,64
92,anm,je_kernel_W-0.5,0.3362639885350389,64,64
93,anm,je_kozachenko,0.5923506230773855,64,64
94,anm,kendalltau,0.051581906555792756,64,64
95,anm,kendalltau-sq,0.7097426976786405,64,64
96,anm,lmfit_BayesianRidge,0.48185260012971665,64,64
97,anm,lmfit_ElasticNet,0.1410110824226583,64,64
98,anm,lmfit_Lasso,0.05677492890111613,64,64
99,anm,lmfit_Ridge,0.4821604151455363,64,64
100,anm,lmfit_SGDRegressor,0.4803924153193453,64,64
101,anm,mi_gaussian,0.7199522195643745,64,64
102,anm,mi_kernel_W-0.25,0.8268391917655487,64,64
103,anm,mi_kraskov_NN-4,0.5738517269196244,64,64
104,anm,mi_kraskov_NN-4_DCE,0.4861319440628151,64,64
105,anm,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.16015815125576477,64,64
106,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.11426134481140832,64,64
107,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.157426192981797,64,64
108,anm,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.11322330222981719,64,64
109,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.11825937168442657,64,64
110,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.12820382926267598,64,64
111,anm,pdist_braycurtis,0.15302970235899382,64,64
112,anm,pdist_canberra,0.16687249053265912,64,64
113,anm,pdist_chebyshev,0.33164607612298835,64,64
114,anm,pdist_cityblock,0.17191203033294694,64,64
115,anm,pdist_cosine,0.15436366421047698,64,64
116,anm,pdist_euclidean,0.15436366421047698,64,64
117,anm,pec,0.19096441113663715,64,64
118,anm,pec_log,0.17158537930904327,64,64
119,anm,pec_orth,0.15180842004464418,64,64
120,anm,pec_orth_abs,0.4961975875294711,64,64
121,anm,pec_orth_log,0.18832902144743185,64,64
122,anm,pec_orth_log_abs,0.4380435371733874,64,64
123,anm,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.008082412269849404,64,64
124,anm,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.1899008969476807,64,64
125,anm,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.15973644981539628,64,64
126,anm,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.140625,64,64
127,anm,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.33669570543610794,64,64
128,anm,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3373003755686975,64,64
129,anm,pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.0055344283111922465,64,64
130,anm,pli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.02358316891607526,64,64
131,anm,pli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.015772484732074044,64,64
132,anm,pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.15625,64,64
133,anm,pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.140625,64,64
134,anm,pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.109375,64,64
135,anm,plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.219422415567177,64,64
136,anm,plv_multitaper_max_fs-1_fmin-0_fmax-0-25,0.1114134234619028,64,64
137,anm,plv_multitaper_max_fs-1_fmin-0_fmax-0-5,0.13249236427312594,64,64
138,anm,plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3409600636611062,64,64
139,anm,plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.26709851382388455,64,64
140,anm,plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3470623532902641,64,64
141,anm,ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.219422415567177,64,64
142,anm,ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,0.1114134234619028,64,64
143,anm,ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,0.13249236427312594,64,64
144,anm,ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.36154984727133116,64,64
145,anm,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1767297986289046,64,64
146,anm,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.22701267215956467,64,64
147,anm,prec-sq_EmpiricalCovariance,0.44141865642232425,64,64
148,anm,prec-sq_GraphicalLasso,0.45028401738576473,64,64
149,anm,prec-sq_LedoitWolf,0.43457229973564626,64,64
150,anm,prec-sq_OAS,0.43788317759437023,64,64
151,anm,prec-sq_ShrunkCovariance,0.4741576146757057,64,64
152,anm,prec_EmpiricalCovariance,0.06377249695085363,64,64
153,anm,prec_GraphicalLasso,0.055241196599111975,64,64
154,anm,prec_LedoitWolf,0.06238764465818458,64,64
155,anm,prec_OAS,0.06043497008285775,64,64
156,anm,prec_ShrunkCovariance,0.05706357743977264,64,64
157,anm,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.09144405123320831,64,64
158,anm,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.12346612024512998,64,64
159,anm,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.04846791949257351,64,64
160,anm,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.039166509980862685,64,64
161,anm,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.061969208549003896,64,64
162,anm,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.060083272524883435,64,64
163,anm,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.04970430908634005,64,64
164,anm,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.0760862576521506,64,64
165,anm,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.0949011409179975,64,64
166,anm,reci,0.26939156475511805,64,64
167,anm,sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,0.27149218347278864,64,64
168,anm,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,0.16817198602396422,64,64
169,anm,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,0.22812142793822543,64,64
170,anm,sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,0.31619649819940476,64,64
171,anm,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,0.24819441855591162,64,64
172,anm,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,0.33311136476629916,64,64
173,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,0.3959112304979272,64,64
174,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,0.3333909286901672,64,64
175,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,0.3999337914560977,64,64
176,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,0.37955488859035746,64,64
