feature_index,SPI-1,SPI-2,ks_statistic,n_CauchyNoise,n_GaussianNoise
0,anm,bary-sq_euclidean_max,0.14287443154723112,64,64
1,anm,bary-sq_euclidean_mean,0.02838721423218593,64,64
2,anm,bary_euclidean_max,0.04007798689556913,64,64
3,anm,bary_euclidean_mean,0.140625,64,64
4,anm,cce_gaussian,0.3029060854817944,64,64
5,anm,cce_kernel_W-0.5,0.39029696814104675,64,64
6,anm,cce_kozachenko,0.9189998109699351,64,64
7,anm,cds,0.044655825161600354,64,64
8,anm,ce_gaussian,0.049596407545239585,64,64
9,anm,ce_kernel_W-0.5,0.019099421430538333,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.036488175332587636,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.060070635365229275,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.05786434740739377,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.04767920818075977,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.017626925077208866,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.03926495512937911,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.01924039886169404,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.015829019446049863,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.022568849174049943,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.025970711773296073,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.014391649006088358,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.02293744502588474,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.019238893217910835,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.008305738227484039,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.016413534122828644,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.01109221598217136,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.013657778821183575,64,64
27,anm,cov-sq_EmpiricalCovariance,0.035432275137669667,64,64
28,anm,cov-sq_GraphicalLasso,0.24441314552664412,64,64
29,anm,cov-sq_LedoitWolf,0.265625,64,64
30,anm,cov-sq_OAS,0.05996965971947843,64,64
31,anm,cov-sq_ShrunkCovariance,0.035432275137669667,64,64
32,anm,cov_EmpiricalCovariance,0.17582232749693494,64,64
33,anm,cov_GraphicalLasso,0.1092048946255385,64,64
34,anm,cov_GraphicalLassoCV,0.1068550105676265,64,64
35,anm,cov_LedoitWolf,0.1875,64,64
36,anm,cov_OAS,0.12670875839559395,64,64
37,anm,cov_ShrunkCovariance,0.17582232749693494,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.06373156002695846,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.0664074235304013,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.07345031265022772,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.07068344899239626,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.03940458208798431,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.06451212670467626,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.0664530215015422,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.07209819078045132,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.0774807010285003,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.07290979581514606,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.04231939876678553,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.0675462793561385,64,64
50,anm,di_gaussian,0.17110955749011275,64,64
51,anm,di_kernel_W-0.5,0.3302066225917304,64,64
52,anm,di_kozachenko,0.4620682620136582,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.1052660528851897,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.11131625160496966,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1211585202774399,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.16788211915356066,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.12204597685371821,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.1568796535636432,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.11175703486277033,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.11851136699455328,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.12754100015526298,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.11180699068689048,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1454983550416633,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.15065273107250832,64,64
65,anm,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.036831702781744524,64,64
