feature_index,SPI-1,SPI-2,ks_statistic,n_CauchyNoise,n_CML
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.16242053291141345,64,64
50,anm,di_gaussian,0.6495288261844941,64,64
51,anm,di_kernel_W-0.5,0.75154174172202,64,64
52,anm,di_kozachenko,0.30626906125976305,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.11287297235415727,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.10561723896719671,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.11919425817139365,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.508759371079353,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.40941956675690155,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.4888472380744135,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.11986523219035111,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.11337585103350722,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.12538720025469308,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.5391365919517064,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.4802558233062647,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5451543551543909,64,64
65,anm,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.24158668234151742,64,64
66,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.18036351465686784,64,64
67,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.23260955932331795,64,64
68,anm,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.21396019264860494,64,64
69,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1631365849308284,64,64
70,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.20197012027695543,64,64
71,anm,gc_gaussian_k-1_kt-1_l-1_lt-1,0.3393745978263144,64,64
72,anm,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.125,64,64
73,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.125,64,64
74,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.09375,64,64
75,anm,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.29322201888125105,64,64
76,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2201238863361873,64,64
77,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.27654000766929754,64,64
78,anm,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.36666316581092967,64,64
79,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2545436209676191,64,64
80,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3562131645562047,64,64
81,anm,gwtau,0.14429713595710275,64,64
82,anm,hsic,0.9337452679917919,64,64
83,anm,hsic_biased,0.8611333636560752,64,64
84,anm,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.22020857143512923,64,64
85,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.18767538285832336,64,64
86,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2414140709023656,64,64
87,anm,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.28191869330313496,64,64
88,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.22022054648220196,64,64
89,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.29094098183605305,64,64
90,anm,igci,0.9629737423046241,64,64
91,anm,je_gaussian,0.5108654023659962,64,64
92,anm,je_kernel_W-0.5,0.26799753171211194,64,64
93,anm,je_kozachenko,0.15340682903378555,64,64
94,anm,kendalltau,0.3747787929318277,64,64
95,anm,kendalltau-sq,0.6925712869230616,64,64
96,anm,lmfit_BayesianRidge,0.5128060213434101,64,64
97,anm,lmfit_ElasticNet,0.05795691202086278,64,64
98,anm,lmfit_Lasso,0.017590251986060124,64,64
99,anm,lmfit_Ridge,0.5053519840053075,64,64
100,anm,lmfit_SGDRegressor,0.5201341938102645,64,64
101,anm,mi_gaussian,0.7251674090947591,64,64
102,anm,mi_kernel_W-0.25,0.876127078428279,64,64
103,anm,mi_kraskov_NN-4,0.889726727000776,64,64
104,anm,mi_kraskov_NN-4_DCE,0.809422041958143,64,64
105,anm,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.24158668234151742,64,64
106,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.18036351465686784,64,64
107,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.23260955932331795,64,64
108,anm,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.21396019264860494,64,64
109,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1631365849308284,64,64
110,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.20197012027695543,64,64
111,anm,pdist_braycurtis,0.13260302427516235,64,64
112,anm,pdist_canberra,0.12030364549835343,64,64
113,anm,pdist_chebyshev,0.4958992083728515,64,64
114,anm,pdist_cityblock,0.05005994714988393,64,64
115,anm,pdist_cosine,0.14386859939278437,64,64
116,anm,pdist_euclidean,0.14386859939278437,64,64
117,anm,pec,0.5739249843826322,64,64
118,anm,pec_log,0.4981086376581429,64,64
119,anm,pec_orth,0.07713801270525097,64,64
120,anm,pec_orth_abs,0.493288636484617,64,64
121,anm,pec_orth_log,0.10783267896901294,64,64
122,anm,pec_orth_log_abs,0.3502882072410048,64,64
123,anm,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.020480635293747995,64,64
124,anm,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.18912049632836747,64,64
125,anm,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.18457604151144494,64,64
126,anm,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.125,64,64
127,anm,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.37996828903358354,64,64
128,anm,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3785373105882325,64,64
129,anm,pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.1007849490715243,64,64
130,anm,pli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.093349754010631,64,64
131,anm,pli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.10499042581830315,64,64
132,anm,pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.21875,64,64
133,anm,pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.09375,64,64
134,anm,pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.15625,64,64
135,anm,plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.25125926669993254,64,64
136,anm,plv_multitaper_max_fs-1_fmin-0_fmax-0-25,0.15481071789171513,64,64
137,anm,plv_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1884451566211025,64,64
138,anm,plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3537670165248415,64,64
139,anm,plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.25434108644579656,64,64
140,anm,plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.32436747901994556,64,64
141,anm,ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.2670102996704479,64,64
142,anm,ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,0.1663333266430898,64,64
143,anm,ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,0.20015517125070464,64,64
144,anm,ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.6270107316502861,64,64
145,anm,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.5196142267061741,64,64
146,anm,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.6760037889859551,64,64
147,anm,prec-sq_EmpiricalCovariance,0.4479958246857778,64,64
148,anm,prec-sq_GraphicalLasso,0.7144336195573258,64,64
149,anm,prec-sq_LedoitWolf,0.984375,64,64
150,anm,prec-sq_OAS,0.8170606169611075,64,64
151,anm,prec-sq_ShrunkCovariance,0.4633718549567761,64,64
152,anm,prec_EmpiricalCovariance,0.43872508824985146,64,64
153,anm,prec_GraphicalLasso,0.4157894631967508,64,64
154,anm,prec_LedoitWolf,0.796875,64,64
155,anm,prec_OAS,0.5730591800287943,64,64
156,anm,prec_ShrunkCovariance,0.4492074765703006,64,64
157,anm,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.1785101079279301,64,64
158,anm,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.24281793042087996,64,64
159,anm,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.18485826827677618,64,64
160,anm,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.07704633368782816,64,64
161,anm,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.04753138965100112,64,64
162,anm,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.048599729457633606,64,64
163,anm,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.08460427414764438,64,64
164,anm,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.07996415962872261,64,64
165,anm,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.07066186398956853,64,64
166,anm,reci,0.055918221661998446,64,64
167,anm,sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,0.2610958065264326,64,64
168,anm,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,0.19864505970293828,64,64
169,anm,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,0.2513360143038366,64,64
170,anm,sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,0.32914438210623176,64,64
171,anm,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,0.23597080252957997,64,64
172,anm,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,0.32086783997371376,64,64
173,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,0.3719825832995888,64,64
174,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,0.3693837786630878,64,64
175,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,0.9170797482965167,64,64
176,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,0.37617171412887673,64,64
177,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20,0.19323794914807801,64,64
178,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,0.8370695868504848,64,64
179,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1,0.37427794607363807,64,64
180,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20,0.3462053663431066,64,64
181,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,0.9132216166247762,64,64
182,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,0.37209353861900807,64,64
183,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,0.325081723031295,64,64
184,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,0.9130018369103066,64,64
185,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,0.37411544827947424,64,64
186,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20,0.201282560902578,64,64
187,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,0.8323978784095902,64,64
188,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,0.9045016139117762,64,64
189,anm,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,0.37233597090570436,64,64
190,anm,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20,0.31499911814863196,64,64
191,anm,si_gaussian_k-1,0.8897964327174217,64,64
192,anm,si_kernel_W-0.5_k-1,0.6509802832684788,64,64
193,anm,si_kozachenko_k-1,0.2677111349204191,64,64
194,anm,spearmanr,0.3952811789110955,64,64
195,anm,spearmanr-sq,0.6878684368508516,64,64
196,anm,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.4070807102940665,64,64
197,anm,tlmi_gaussian,0.7193314333694352,64,64
198,anm,tlmi_kernel_W-0.25,0.8671089078189537,64,64
199,anm,tlmi_kraskov_NN-4,0.9502041349347836,64,64
200,anm,tlmi_kraskov_NN-4_DCE,0.8400243311048288,64,64
201,anm,wpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.09769303455415113,64,64
202,anm,wpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.10220411150724085,64,64
203,anm,wpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1094262926682148,64,64
204,anm,wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.078125,64,64
205,anm,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.25,64,64
206,anm,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.109375,64,64
207,anm,xcorr-sq_max_sig-True,0.559744149537479,64,64
208,anm,xcorr-sq_mean_sig-False,0.6118777086223606,64,64
209,anm,xcorr-sq_mean_sig-True,0.5978701015737748,64,64
210,anm,xcorr_max_sig-True,0.5595895349598956,64,64
211,anm,xcorr_mean_sig-False,0.482883404576877,64,64
212,anm,xcorr_mean_sig-True,0.5286365316590144,64,64
213,anm,xme_gaussian_k1,0.5912532984305893,64,64
214,anm,xme_gaussian_k10,0.6215388010745967,64,64
215,anm,xme_kernel_W-0.5_k1,0.016983845638764816,64,64
216,anm,xme_kernel_W-0.5_k10,0.09993108367385528,64,64
217,anm,xme_kozachenko_k1,0.6037800610867832,64,64
218,anm,xme_kozachenko_k10,0.7411916457911333,64,64
219,bary-sq_euclidean_max,bary-sq_euclidean_mean,0.23219620695837048,64,64
220,bary-sq_euclidean_max,bary_euclidean_max,0.5275925124952936,64,64
221,bary-sq_euclidean_max,bary_euclidean_mean,0.15625,64,64
222,bary-sq_euclidean_max,cce_gaussian,0.6342438424289403,64,64
223,bary-sq_euclidean_max,cce_kernel_W-0.5,0.768624852018893,64,64
224,bary-sq_euclidean_max,cce_kozachenko,0.5917591094816146,64,64
225,bary-sq_euclidean_max,cds,0.20753922779868356,64,64
226,bary-sq_euclidean_max,ce_gaussian,0.20621201186090188,64,64
227,bary-sq_euclidean_max,ce_kernel_W-0.5,0.9314423217109089,64,64
228,bary-sq_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.09405192377502503,64,64
229,bary-sq_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.0867511215681519,64,64
230,bary-sq_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.14589341179704451,64,64
231,bary-sq_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.14770718083891107,64,64
232,bary-sq_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.12479689724551313,64,64
233,bary-sq_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.1565987440853034,64,64
234,bary-sq_euclidean_max,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.19987165918852706,64,64
235,bary-sq_euclidean_max,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.16818241726282457,64,64
236,bary-sq_euclidean_max,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.22695427944527063,64,64
237,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-0_ardiff-1,0.7469940461951917,64,64
238,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-0_ardiff-10,0.5137973644317562,64,64
239,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-1_ardiff-1,0.7348746668928803,64,64
240,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-1_ardiff-10,0.4091651521572551,64,64
241,bary-sq_euclidean_max,coint_johansen_trace_stat_order-0_ardiff-1,0.8708205219575754,64,64
242,bary-sq_euclidean_max,coint_johansen_trace_stat_order-0_ardiff-10,0.47970450412256377,64,64
243,bary-sq_euclidean_max,coint_johansen_trace_stat_order-1_ardiff-1,0.9030255730868021,64,64
244,bary-sq_euclidean_max,coint_johansen_trace_stat_order-1_ardiff-10,0.3347305730362825,64,64
245,bary-sq_euclidean_max,cov-sq_EmpiricalCovariance,0.20621201186090138,64,64
246,bary-sq_euclidean_max,cov-sq_GraphicalLasso,0.16807563766228956,64,64
247,bary-sq_euclidean_max,cov-sq_LedoitWolf,0.890625,64,64
248,bary-sq_euclidean_max,cov-sq_OAS,0.5108620276806738,64,64
249,bary-sq_euclidean_max,cov-sq_ShrunkCovariance,0.20621201186090138,64,64
250,bary-sq_euclidean_max,cov_EmpiricalCovariance,0.23219620695837048,64,64
251,bary-sq_euclidean_max,cov_GraphicalLasso,0.1659409580305834,64,64
252,bary-sq_euclidean_max,cov_GraphicalLassoCV,0.27641768516401,64,64
253,bary-sq_euclidean_max,cov_LedoitWolf,0.5,64,64
254,bary-sq_euclidean_max,cov_OAS,0.32134417165854234,64,64
255,bary-sq_euclidean_max,cov_ShrunkCovariance,0.23219620695837048,64,64
256,bary-sq_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.05309937044242602,64,64
257,bary-sq_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.05306357043791332,64,64
258,bary-sq_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.046911341859911415,64,64
259,bary-sq_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.011448087714771238,64,64
260,bary-sq_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.045226872309064414,64,64
261,bary-sq_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.0007421717349637147,64,64
262,bary-sq_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.019241487502148602,64,64
263,bary-sq_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.17875771061283266,64,64
264,bary-sq_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.026045516089013676,64,64
265,bary-sq_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.07612503581130181,64,64
266,bary-sq_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.18557179806224625,64,64
267,bary-sq_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.09564243444914311,64,64
268,bary-sq_euclidean_max,di_gaussian,0.1887636503020078,64,64
269,bary-sq_euclidean_max,di_kernel_W-0.5,0.11336876446205985,64,64
270,bary-sq_euclidean_max,di_kozachenko,0.31506179204725115,64,64
271,bary-sq_euclidean_max,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.39005123927381796,64,64
272,bary-sq_euclidean_max,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.46818845463837766,64,64
273,bary-sq_euclidean_max,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.6341480658840792,64,64
274,bary-sq_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.11062272453987132,64,64
275,bary-sq_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.08601039963652202,64,64
276,bary-sq_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.1026736578452955,64,64
277,bary-sq_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3939886628493964,64,64
278,bary-sq_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.47325160959328855,64,64
279,bary-sq_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.6361447236180807,64,64
280,bary-sq_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.06511068917176238,64,64
281,bary-sq_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.12483228212772093,64,64
282,bary-sq_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.14097717954568606,64,64
283,bary-sq_euclidean_max,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.06411609146823255,64,64
284,bary-sq_euclidean_max,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.07304746569763942,64,64
285,bary-sq_euclidean_max,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.0660996123203546,64,64
286,bary-sq_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.03427882454992892,64,64
287,bary-sq_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.04760729670024405,64,64
288,bary-sq_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.0425609133270351,64,64
289,bary-sq_euclidean_max,gc_gaussian_k-1_kt-1_l-1_lt-1,0.04031914248380741,64,64
290,bary-sq_euclidean_max,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.15625,64,64
291,bary-sq_euclidean_max,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.125,64,64
292,bary-sq_euclidean_max,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.15625,64,64
293,bary-sq_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.05739411948478268,64,64
294,bary-sq_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06211596009699061,64,64
295,bary-sq_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.05069634461766842,64,64
296,bary-sq_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.018064442500371536,64,64
297,bary-sq_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.032023169480196456,64,64
298,bary-sq_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.01835319896570442,64,64
299,bary-sq_euclidean_max,gwtau,0.10679297066719268,64,64
300,bary-sq_euclidean_max,hsic,0.5006560932384316,64,64
301,bary-sq_euclidean_max,hsic_biased,0.5560672523937523,64,64
302,bary-sq_euclidean_max,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.082571226780491,64,64
303,bary-sq_euclidean_max,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.11015885737436792,64,64
304,bary-sq_euclidean_max,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.07858241271471034,64,64
305,bary-sq_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.055976447802723595,64,64
306,bary-sq_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.11542177948854418,64,64
307,bary-sq_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.11271008512736619,64,64
308,bary-sq_euclidean_max,igci,0.15625,64,64
309,bary-sq_euclidean_max,je_gaussian,0.20621201186090188,64,64
310,bary-sq_euclidean_max,je_kernel_W-0.5,0.9437189878733385,64,64
311,bary-sq_euclidean_max,je_kozachenko,0.9534069945257478,64,64
312,bary-sq_euclidean_max,kendalltau,0.12410632044513695,64,64
313,bary-sq_euclidean_max,kendalltau-sq,0.4073008315025576,64,64
