feature_index,SPI-1,SPI-2,ks_statistic,n_VAR(1),n_Kuramoto
72,anm,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.125,64,64
73,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.11643415426986004,64,64
74,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.2473857096933525,64,64
75,anm,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.07036081974470776,64,64
76,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.024749385238740262,64,64
77,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.02919065986942926,64,64
78,anm,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.05736013480885993,64,64
79,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.06934676456446554,64,64
80,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.07409648886911335,64,64
81,anm,gwtau,0.16745589902279842,64,64
82,anm,hsic,0.30518385447128915,64,64
83,anm,hsic_biased,0.30339864138605094,64,64
84,anm,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.040087066806825056,64,64
85,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.02900997914355838,64,64
86,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.014163707497163391,64,64
87,anm,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.02620981014845536,64,64
88,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.04340685760855556,64,64
89,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.04137412924850531,64,64
90,anm,igci,0.08999488705270667,64,64
91,anm,je_gaussian,0.23894786190782766,64,64
92,anm,je_kernel_W-0.5,0.21027151692207754,64,64
93,anm,je_kozachenko,0.4613946951562059,64,64
94,anm,kendalltau,0.4286909029588265,64,64
95,anm,kendalltau-sq,0.2423887346188745,64,64
96,anm,lmfit_BayesianRidge,0.22504885858096027,64,64
97,anm,lmfit_ElasticNet,0.09429212212796845,64,64
98,anm,lmfit_Lasso,0.0348376329778024,64,64
99,anm,lmfit_Ridge,0.22527095542994377,64,64
100,anm,lmfit_SGDRegressor,0.2231169081377652,64,64
101,anm,mi_gaussian,0.23437418167828195,64,64
102,anm,mi_kernel_W-0.25,0.3234959031294514,64,64
103,anm,mi_kraskov_NN-4,0.3028215110106557,64,64
104,anm,mi_kraskov_NN-4_DCE,0.2431555225788255,64,64
105,anm,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.04006365788853894,64,64
106,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.01833172354960033,64,64
107,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.02092593636175702,64,64
108,anm,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.02598796780863019,64,64
109,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.032793821714828475,64,64
110,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.021245757428930534,64,64
111,anm,pdist_braycurtis,0.094802571530061,64,64
112,anm,pdist_canberra,0.08838991667693896,64,64
113,anm,pdist_chebyshev,0.021495784416395547,64,64
114,anm,pdist_cityblock,0.08441120977582506,64,64
115,anm,pdist_cosine,0.0875082471555797,64,64
116,anm,pdist_euclidean,0.0875082471555797,64,64
117,anm,pec,0.06810129752602645,64,64
118,anm,pec_log,0.12400542821733118,64,64
119,anm,pec_orth,0.09015587790890434,64,64
120,anm,pec_orth_abs,0.07212220504363115,64,64
121,anm,pec_orth_log,0.09860064574374583,64,64
122,anm,pec_orth_log_abs,0.10425005828882733,64,64
123,anm,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.049797076889266934,64,64
124,anm,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.04565496966282634,64,64
125,anm,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.03608513652301537,64,64
126,anm,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.078125,64,64
127,anm,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.5331497354763373,64,64
128,anm,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5304934790779223,64,64
129,anm,pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.8103119805451441,64,64
130,anm,pli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.1087239133761157,64,64
131,anm,pli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.16952251118649803,64,64
132,anm,pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.171875,64,64
133,anm,pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.09375,64,64
134,anm,pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.109375,64,64
135,anm,plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.014019224273002173,64,64
136,anm,plv_multitaper_max_fs-1_fmin-0_fmax-0-25,0.05670374751940466,64,64
137,anm,plv_multitaper_max_fs-1_fmin-0_fmax-0-5,0.06450196078410986,64,64
138,anm,plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.022982122781010528,64,64
139,anm,plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.04364299284056333,64,64
140,anm,plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.022889105485360273,64,64
141,anm,ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.31208681102723285,64,64
142,anm,ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,0.05670374751940466,64,64
143,anm,ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,0.06450196078410986,64,64
144,anm,ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.08165090669534658,64,64
145,anm,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.10841998566352351,64,64
146,anm,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.13137288227450894,64,64
147,anm,prec-sq_EmpiricalCovariance,0.16519443609281143,64,64
148,anm,prec-sq_GraphicalLasso,0.09098918514763255,64,64
149,anm,prec-sq_LedoitWolf,0.11580219890394383,64,64
150,anm,prec-sq_OAS,0.11992458121509258,64,64
151,anm,prec-sq_ShrunkCovariance,0.15072871110121178,64,64
152,anm,prec_EmpiricalCovariance,0.26430313303385916,64,64
153,anm,prec_GraphicalLasso,0.2633494706490813,64,64
154,anm,prec_LedoitWolf,0.2761923933293062,64,64
155,anm,prec_OAS,0.27270951689432205,64,64
156,anm,prec_ShrunkCovariance,0.2855254388950405,64,64
157,anm,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.08824212113308738,64,64
158,anm,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.12926368794224186,64,64
159,anm,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.16227661054001496,64,64
160,anm,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.3096572205355752,64,64
161,anm,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.04659350211300359,64,64
162,anm,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.31876566400120315,64,64
163,anm,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.03184483097513513,64,64
164,anm,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.037054776826492275,64,64
165,anm,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.0682721566262684,64,64
166,anm,reci,0.27005202849174403,64,64
167,anm,sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,0.07633249982928703,64,64
168,anm,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,0.008028188655495372,64,64
169,anm,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,0.010736739818975494,64,64
170,anm,sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,0.05453285530190066,64,64
171,anm,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,0.022151223876804016,64,64
172,anm,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,0.03590614242490908,64,64
173,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,0.2696013161328837,64,64
174,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,0.33283372032079034,64,64
175,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,0.45850616159938873,64,64
176,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,0.3393331609332869,64,64
177,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20,0.3267184898470044,64,64
178,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,0.5425564781808816,64,64
179,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1,0.33665658285530076,64,64
180,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20,0.32450391694102326,64,64
181,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,0.5433606175445813,64,64
182,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,0.26912468306680914,64,64
183,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,0.326741203674996,64,64
184,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,0.45509649489670606,64,64
185,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,0.3060137225158158,64,64
186,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20,0.2844537420445284,64,64
187,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,0.5187865094213088,64,64
188,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,0.5253783698823706,64,64
189,anm,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,0.3013345193737855,64,64
190,anm,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20,0.2856773738625785,64,64
191,anm,si_gaussian_k-1,0.1802808058716726,64,64
192,anm,si_kernel_W-0.5_k-1,0.10090753008435205,64,64
193,anm,si_kozachenko_k-1,0.1195519108502997,64,64
194,anm,spearmanr,0.4317191118150195,64,64
195,anm,spearmanr-sq,0.2288464839216019,64,64
196,anm,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.4404674885413906,64,64
197,anm,tlmi_gaussian,0.2355123829247791,64,64
198,anm,tlmi_kernel_W-0.25,0.3470608123693038,64,64
199,anm,tlmi_kraskov_NN-4,0.3258252656737251,64,64
200,anm,tlmi_kraskov_NN-4_DCE,0.22616715965634088,64,64
201,anm,wpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.16528370353586597,64,64
202,anm,wpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.08894835676919632,64,64
203,anm,wpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1491528629319006,64,64
204,anm,wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.09375,64,64
205,anm,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.15625,64,64
206,anm,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.15625,64,64
207,anm,xcorr-sq_max_sig-True,0.19878980792486772,64,64
208,anm,xcorr-sq_mean_sig-False,0.16250087977222893,64,64
209,anm,xcorr-sq_mean_sig-True,0.1890040749084123,64,64
210,anm,xcorr_max_sig-True,0.035637290344092964,64,64
211,anm,xcorr_mean_sig-False,0.39286908433448353,64,64
212,anm,xcorr_mean_sig-True,0.5075967167619566,64,64
213,anm,xme_gaussian_k1,0.2930441336720438,64,64
214,anm,xme_gaussian_k10,0.984375,64,64
215,anm,xme_kernel_W-0.5_k1,0.21538872385635985,64,64
216,anm,xme_kernel_W-0.5_k10,0.3015541856880589,64,64
217,anm,xme_kozachenko_k1,0.5840795136264118,64,64
218,anm,xme_kozachenko_k10,0.3900819829334507,64,64
219,bary-sq_euclidean_max,bary-sq_euclidean_mean,0.2363374676479918,64,64
220,bary-sq_euclidean_max,bary_euclidean_max,0.18596266909645104,64,64
221,bary-sq_euclidean_max,bary_euclidean_mean,0.171875,64,64
222,bary-sq_euclidean_max,cce_gaussian,0.71875,64,64
223,bary-sq_euclidean_max,cce_kernel_W-0.5,0.2378311633531578,64,64
224,bary-sq_euclidean_max,cce_kozachenko,0.4314719861445012,64,64
225,bary-sq_euclidean_max,cds,0.0663844621953279,64,64
226,bary-sq_euclidean_max,ce_gaussian,0.6421163663447668,64,64
227,bary-sq_euclidean_max,ce_kernel_W-0.5,0.5171945720947206,64,64
228,bary-sq_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.14889738250860712,64,64
229,bary-sq_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.41743693584153296,64,64
230,bary-sq_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.4066947175000698,64,64
231,bary-sq_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.25015304551558604,64,64
232,bary-sq_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.32469665550090965,64,64
233,bary-sq_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3356763927507076,64,64
234,bary-sq_euclidean_max,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.22969335832333504,64,64
235,bary-sq_euclidean_max,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.2793583649859023,64,64
236,bary-sq_euclidean_max,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.2717710438105171,64,64
237,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-0_ardiff-1,0.40817739972247,64,64
238,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-0_ardiff-10,0.27261826193249794,64,64
239,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-1_ardiff-1,0.24536065032380294,64,64
240,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-1_ardiff-10,0.1958221113947095,64,64
241,bary-sq_euclidean_max,coint_johansen_trace_stat_order-0_ardiff-1,0.3043960968439248,64,64
242,bary-sq_euclidean_max,coint_johansen_trace_stat_order-0_ardiff-10,0.2712308637824476,64,64
243,bary-sq_euclidean_max,coint_johansen_trace_stat_order-1_ardiff-1,0.20134829952781824,64,64
244,bary-sq_euclidean_max,coint_johansen_trace_stat_order-1_ardiff-10,0.1998050244228881,64,64
245,bary-sq_euclidean_max,cov-sq_EmpiricalCovariance,0.6421163663447664,64,64
246,bary-sq_euclidean_max,cov-sq_GraphicalLasso,0.48446506903246705,64,64
247,bary-sq_euclidean_max,cov-sq_LedoitWolf,0.6421163663447664,64,64
248,bary-sq_euclidean_max,cov-sq_OAS,0.6421163663447664,64,64
249,bary-sq_euclidean_max,cov-sq_ShrunkCovariance,0.6421163663447664,64,64
250,bary-sq_euclidean_max,cov_EmpiricalCovariance,0.2363374676479918,64,64
251,bary-sq_euclidean_max,cov_GraphicalLasso,0.08651260013498102,64,64
252,bary-sq_euclidean_max,cov_GraphicalLassoCV,0.18430454930645218,64,64
253,bary-sq_euclidean_max,cov_LedoitWolf,0.2363374676479918,64,64
254,bary-sq_euclidean_max,cov_OAS,0.2363374676479918,64,64
255,bary-sq_euclidean_max,cov_ShrunkCovariance,0.2363374676479918,64,64
256,bary-sq_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.22516958469181564,64,64
257,bary-sq_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.399988397424733,64,64
258,bary-sq_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.4027425754358587,64,64
259,bary-sq_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.2431795847653226,64,64
260,bary-sq_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.4093285537497452,64,64
261,bary-sq_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.39874202669627345,64,64
262,bary-sq_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.17676289338615098,64,64
263,bary-sq_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2656621301631114,64,64
264,bary-sq_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2649943548955399,64,64
265,bary-sq_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.18005567005390877,64,64
266,bary-sq_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.3075901148309145,64,64
267,bary-sq_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.2880366230070289,64,64
268,bary-sq_euclidean_max,di_gaussian,1.0,64,64
269,bary-sq_euclidean_max,di_kernel_W-0.5,0.3819083889352373,64,64
270,bary-sq_euclidean_max,di_kozachenko,0.43978729426940344,64,64
271,bary-sq_euclidean_max,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.2684522845283136,64,64
272,bary-sq_euclidean_max,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2702453725961142,64,64
273,bary-sq_euclidean_max,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.4793372145961458,64,64
274,bary-sq_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.06324944072832817,64,64
275,bary-sq_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.03334829518080906,64,64
276,bary-sq_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.06613868871183143,64,64
277,bary-sq_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.29290986745672143,64,64
278,bary-sq_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.27903947102532434,64,64
279,bary-sq_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.4781863808643368,64,64
280,bary-sq_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.109632018181967,64,64
281,bary-sq_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.0679278104870028,64,64
282,bary-sq_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.08752709055741897,64,64
283,bary-sq_euclidean_max,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.18789019490479825,64,64
284,bary-sq_euclidean_max,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.14819006623404707,64,64
285,bary-sq_euclidean_max,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.16339013790903922,64,64
286,bary-sq_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.2084374931691912,64,64
287,bary-sq_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.31341068043713893,64,64
288,bary-sq_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.2921454240470185,64,64
289,bary-sq_euclidean_max,gc_gaussian_k-1_kt-1_l-1_lt-1,0.39795003341609747,64,64
290,bary-sq_euclidean_max,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.140625,64,64
291,bary-sq_euclidean_max,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.234375,64,64
292,bary-sq_euclidean_max,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.171875,64,64
293,bary-sq_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.18657648809277905,64,64
294,bary-sq_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.18766049425540038,64,64
295,bary-sq_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1819031027331719,64,64
296,bary-sq_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.23317044720689462,64,64
297,bary-sq_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.3689431164000711,64,64
298,bary-sq_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.36920922827123237,64,64
299,bary-sq_euclidean_max,gwtau,0.4188427745454132,64,64
300,bary-sq_euclidean_max,hsic,0.5208441432540901,64,64
301,bary-sq_euclidean_max,hsic_biased,0.5211651133124651,64,64
302,bary-sq_euclidean_max,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.10984871491563264,64,64
303,bary-sq_euclidean_max,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.11585863212115155,64,64
304,bary-sq_euclidean_max,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.10930228020292443,64,64
305,bary-sq_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.12686412212126885,64,64
306,bary-sq_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.17159238004953054,64,64
307,bary-sq_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.13583256330594062,64,64
308,bary-sq_euclidean_max,igci,0.125,64,64
309,bary-sq_euclidean_max,je_gaussian,0.6421163663447668,64,64
310,bary-sq_euclidean_max,je_kernel_W-0.5,0.5034241939016262,64,64
311,bary-sq_euclidean_max,je_kozachenko,0.3718492405402376,64,64
312,bary-sq_euclidean_max,kendalltau,0.2785978224069893,64,64
