feature_index,SPI-1,SPI-2,ks_statistic,n_VAR(1),n_CML
0,anm,bary-sq_euclidean_max,0.46650892120101184,64,64
1,anm,bary-sq_euclidean_mean,0.1459442867389058,64,64
2,anm,bary_euclidean_max,0.4319797746263461,64,64
3,anm,bary_euclidean_mean,0.28125,64,64
4,anm,cce_gaussian,0.3358830804945947,64,64
5,anm,cce_kernel_W-0.5,0.4385820494695305,64,64
6,anm,cce_kozachenko,0.9365237782487128,64,64
7,anm,cds,0.6645436648513237,64,64
8,anm,ce_gaussian,0.6718755465478101,64,64
9,anm,ce_kernel_W-0.5,0.565868705816996,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.46875078212472915,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.35925500302986224,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.41843368625688837,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.5987819550550939,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.42449603466143737,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5766594181950399,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.05860508670034703,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.04864044840333348,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.05842400222214697,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.5924431200365747,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.15070717893801838,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.5889189455085982,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.08145006410745811,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.5122367902854783,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.18538695457122906,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.5134140611922885,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.12443396044170713,64,64
27,anm,cov-sq_EmpiricalCovariance,0.7991524947205353,64,64
28,anm,cov-sq_GraphicalLasso,0.8022828030401475,64,64
29,anm,cov-sq_LedoitWolf,0.7841821735391596,64,64
30,anm,cov-sq_OAS,0.7841821735391596,64,64
31,anm,cov-sq_ShrunkCovariance,0.7991524947205353,64,64
32,anm,cov_EmpiricalCovariance,0.19011368245114776,64,64
33,anm,cov_GraphicalLasso,0.2002287009705508,64,64
34,anm,cov_GraphicalLassoCV,0.18018887098570824,64,64
35,anm,cov_LedoitWolf,0.19674732840590364,64,64
36,anm,cov_OAS,0.19674732840590364,64,64
37,anm,cov_ShrunkCovariance,0.19011368245114776,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.4739609997259406,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2758567479119032,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.5493571770010119,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3300984138505847,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2287438330054431,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.385447707356815,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3722953191810202,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.09031140223406475,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.459626260866437,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.15734690589694753,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.049082902494225644,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.1992000936094779,64,64
50,anm,di_gaussian,0.6378858522340084,64,64
51,anm,di_kernel_W-0.5,0.7722424214632052,64,64
52,anm,di_kozachenko,0.7572782061721717,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.01614352766939181,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.033520095568317365,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.017374720409961353,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.6313868066977536,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.47027820316612057,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.628728955401412,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.01633998604835829,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.03476776642424251,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.017377404114248263,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.643662131541552,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.5466223926781364,64,64
