feature_index,SPI-1,SPI-2,ks_statistic,n_CauchyNoise,n_CML
0,anm,bary-sq_euclidean_max,0.6598874533012518,64,64
1,anm,bary-sq_euclidean_mean,0.22780640869534263,64,64
2,anm,bary_euclidean_max,0.34665363354695716,64,64
3,anm,bary_euclidean_mean,0.09375,64,64
4,anm,cce_gaussian,0.7108679495231198,64,64
5,anm,cce_kernel_W-0.5,0.1955260233222771,64,64
6,anm,cce_kozachenko,0.341069603500598,64,64
7,anm,cds,0.7271253239441344,64,64
8,anm,ce_gaussian,0.6850268848907812,64,64
9,anm,ce_kernel_W-0.5,0.5469378911005732,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.47503688142130385,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.33189579464619895,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.3948612280915105,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.6011144535913969,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.3952695767968741,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5621364972865242,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.29837917176970863,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.28905935700208574,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.2570045214290919,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.5447109829177768,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.3252673575376895,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.5457533674244593,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.23298296493800352,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.4100695122397351,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.4035191004764024,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.42247988475386733,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.33731680875396364,64,64
27,anm,cov-sq_EmpiricalCovariance,0.8375685987221738,64,64
28,anm,cov-sq_GraphicalLasso,0.9331332941853857,64,64
29,anm,cov-sq_LedoitWolf,0.984375,64,64
30,anm,cov-sq_OAS,0.9839935236250312,64,64
31,anm,cov-sq_ShrunkCovariance,0.8375685987221738,64,64
32,anm,cov_EmpiricalCovariance,0.4758351911773039,64,64
33,anm,cov_GraphicalLasso,0.3423502829901988,64,64
34,anm,cov_GraphicalLassoCV,0.5570259343099775,64,64
35,anm,cov_LedoitWolf,0.625,64,64
36,anm,cov_OAS,0.543939805381289,64,64
37,anm,cov_ShrunkCovariance,0.4758351911773039,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.5889656175578858,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.3679802832983021,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.597663808078248,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.4524836099648132,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.30653939190751445,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.43994239498850374,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.49246219139888253,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.23769403444679973,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.5061326307831736,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3179000034694509,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.134334573532042,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.2922494507475871,64,64
50,anm,di_gaussian,0.7846321310168697,64,64
51,anm,di_kernel_W-0.5,0.8862334494527954,64,64
52,anm,di_kozachenko,0.5065020087930352,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.23585040281900455,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.24222697991025666,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2621732456369887,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.7730377503294589,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.6238354040834103,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.7180420438542826,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.24595696113287993,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2515387109096664,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2695985311782225,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.7552859220415462,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.696338845126057,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.7459365076779076,64,64
65,anm,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3696549023610328,64,64
66,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2978312328772087,64,64
67,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.35312959185659737,64,64
68,anm,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.363720610908872,64,64
69,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.3017346238774608,64,64
