feature_index,SPI-1,SPI-2,ks_statistic,n_CauchyNoise,n_GaussianNoise
0,anm,bary-sq_euclidean_max,0.3635486479649884,64,64
1,anm,bary-sq_euclidean_mean,0.06925659583181298,64,64
2,anm,bary_euclidean_max,0.1888530382598683,64,64
3,anm,bary_euclidean_mean,0.109375,64,64
4,anm,cce_gaussian,0.5315132244523109,64,64
5,anm,cce_kernel_W-0.5,0.6393620604486687,64,64
6,anm,cce_kozachenko,0.9812838507750397,64,64
7,anm,cds,0.15041091024982456,64,64
8,anm,ce_gaussian,0.16373723729104764,64,64
9,anm,ce_kernel_W-0.5,0.12335871155164374,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.15640961503286185,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.11510518786589843,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1406559991623915,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.09146811496489049,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.06392232431779443,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.08224998966572639,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.053134142341256685,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.04041710230175746,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.06690841658999724,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.10415972042107718,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.06744538661640773,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.10235942336900997,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.06281994418103592,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.03619167043172866,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.03101442188242942,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.03407360133366444,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.0344630609228489,64,64
27,anm,cov-sq_EmpiricalCovariance,0.04856125873928385,64,64
28,anm,cov-sq_GraphicalLasso,0.30616416888430953,64,64
29,anm,cov-sq_LedoitWolf,0.140625,64,64
30,anm,cov-sq_OAS,0.06713855201288665,64,64
31,anm,cov-sq_ShrunkCovariance,0.04856125873928385,64,64
32,anm,cov_EmpiricalCovariance,0.20192841467627365,64,64
33,anm,cov_GraphicalLasso,0.15572255997422146,64,64
34,anm,cov_GraphicalLassoCV,0.12363896680360717,64,64
35,anm,cov_LedoitWolf,0.109375,64,64
36,anm,cov_OAS,0.12260607322915337,64,64
37,anm,cov_ShrunkCovariance,0.20192841467627365,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.19216622289175306,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.21492619344106625,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2072367301974094,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.18355965479938302,64,64
