feature_index,SPI-1,SPI-2,ks_statistic,n_GaussianNoise,n_CML
0,anm,bary-sq_euclidean_max,0.5450722350207279,64,64
1,anm,bary-sq_euclidean_mean,0.15949609319040758,64,64
2,anm,bary_euclidean_max,0.4016146280105728,64,64
3,anm,bary_euclidean_mean,0.234375,64,64
4,anm,cce_gaussian,0.5566667660793523,64,64
5,anm,cce_kernel_W-0.5,0.5034617977032223,64,64
6,anm,cce_kozachenko,0.9875077422885262,64,64
7,anm,cds,0.745154557455204,64,64
8,anm,ce_gaussian,0.6721902315463473,64,64
9,anm,ce_kernel_W-0.5,0.5626560939620453,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.45623762969136006,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2992155010369622,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.3483377005389757,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.5633810664036587,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.417988207793103,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5087984872482803,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.2639889808989734,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.2616737217871701,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.23363586781190893,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.5510211412626935,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.35754087716117305,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.5497469949782743,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.27635396680237295,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.44538386614626974,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.39986387516381466,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.45119511347760194,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.3405479899172995,64,64
27,anm,cov-sq_EmpiricalCovariance,0.8103509135059597,64,64
28,anm,cov-sq_GraphicalLasso,0.8162006910327569,64,64
29,anm,cov-sq_LedoitWolf,0.9901228224715118,64,64
30,anm,cov-sq_OAS,0.9897974878955585,64,64
31,anm,cov-sq_ShrunkCovariance,0.8103509135059597,64,64
32,anm,cov_EmpiricalCovariance,0.27838709652977167,64,64
33,anm,cov_GraphicalLasso,0.2638559624416291,64,64
34,anm,cov_GraphicalLassoCV,0.44958587745863066,64,64
35,anm,cov_LedoitWolf,0.5469066529015877,64,64
36,anm,cov_OAS,0.5465531304110887,64,64
37,anm,cov_ShrunkCovariance,0.27838709652977167,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.48306124028284164,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.23853325492327945,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.4899593453231812,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.33940132517630683,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.22693814942379245,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3393669120082204,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.38734805626908275,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.05572560192677245,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.3914041491997595,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.16226881972304252,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.05581320345246632,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.15841730411960708,64,64
50,anm,di_gaussian,0.610539772405853,64,64
51,anm,di_kernel_W-0.5,0.691968048846118,64,64
52,anm,di_kozachenko,0.20340337638511138,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.017928055340800497,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.01561153917524194,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.014613779678246064,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.5989856941051526,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.4677350836207343,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5535336438372961,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.018858100571180703,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.016026540395177147,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.014610107130874905,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.6570115960312256,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.5215372079410179,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.6145316525487025,64,64
65,anm,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3189356032244389,64,64
66,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2625454540248686,64,64
67,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.30865598063542055,64,64
68,anm,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.22493577839473541,64,64
69,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.22305751036252386,64,64
70,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.24226332527216649,64,64
71,anm,gc_gaussian_k-1_kt-1_l-1_lt-1,0.4549654551826933,64,64
72,anm,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.1875,64,64
73,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.125,64,64
74,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.15625,64,64
75,anm,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.42184694220704844,64,64
76,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.34694357681497073,64,64
77,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.41831335590784685,64,64
78,anm,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.4387846818173451,64,64
79,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.3701167161829271,64,64
80,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.44190993454814786,64,64
81,anm,gwtau,0.298177709630247,64,64
82,anm,hsic,0.9597224042429573,64,64
83,anm,hsic_biased,0.8609959359897807,64,64
84,anm,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3230579780923066,64,64
85,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.33987250530247076,64,64
86,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.31193300534891943,64,64
87,anm,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.40494789522215147,64,64
88,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.30158916898734905,64,64
89,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.44283562228860474,64,64
90,anm,igci,0.36948935609312716,64,64
91,anm,je_gaussian,0.6722185551108336,64,64
92,anm,je_kernel_W-0.5,0.5512155091264229,64,64
93,anm,je_kozachenko,0.8095847016272132,64,64
94,anm,kendalltau,0.255290548594468,64,64
95,anm,kendalltau-sq,0.7948553508585996,64,64
96,anm,lmfit_BayesianRidge,0.6727468675899356,64,64
97,anm,lmfit_ElasticNet,0.21494189323134963,64,64
98,anm,lmfit_Lasso,0.06989326727804113,64,64
99,anm,lmfit_Ridge,0.672321172480294,64,64
100,anm,lmfit_SGDRegressor,0.6708493151493036,64,64
101,anm,mi_gaussian,0.8103509135059597,64,64
102,anm,mi_kernel_W-0.25,0.8479832536151148,64,64
103,anm,mi_kraskov_NN-4,0.8710057281174646,64,64
104,anm,mi_kraskov_NN-4_DCE,0.807482116305948,64,64
105,anm,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3189356032244389,64,64
106,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2625454540248686,64,64
107,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.30865598063542055,64,64
108,anm,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.22493577839473541,64,64
109,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.22305751036252386,64,64
110,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.24226332527216649,64,64
111,anm,pdist_braycurtis,0.1775859882308954,64,64
112,anm,pdist_canberra,0.2267434549701327,64,64
