feature_index,SPI-1,SPI-2,ks_statistic,n_VAR(1),n_Kuramoto
0,anm,bary-sq_euclidean_max,0.029308242870162093,64,64
1,anm,bary-sq_euclidean_mean,0.07537313057921724,64,64
2,anm,bary_euclidean_max,0.02563232841169938,64,64
3,anm,bary_euclidean_mean,0.109375,64,64
4,anm,cce_gaussian,0.78125,64,64
5,anm,cce_kernel_W-0.5,0.12621906582666492,64,64
6,anm,cce_kozachenko,0.4983324489908441,64,64
7,anm,cds,0.19987704125174632,64,64
8,anm,ce_gaussian,0.20638371559041324,64,64
9,anm,ce_kernel_W-0.5,0.14764960976463026,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.0082096465382957,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.03397572422438716,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.032746404229102244,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.01245281591108971,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.03868800589663407,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.03702716579571558,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.05207759193293515,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.05022065949798887,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.04149995135912127,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.022504293865037606,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.02475312125432294,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.031259333054514005,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.026756102041709806,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.009103660389118473,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.035081558987872796,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.01617161468899897,64,64
