feature_index,SPI-1,SPI-2,ks_statistic,n_GaussianNoise,n_CML
0,anm,bary-sq_euclidean_max,0.2297581767188152,64,64
1,anm,bary-sq_euclidean_mean,0.10139638011586649,64,64
2,anm,bary_euclidean_max,0.1635555512741242,64,64
3,anm,bary_euclidean_mean,0.171875,64,64
4,anm,cce_gaussian,0.208316327031941,64,64
5,anm,cce_kernel_W-0.5,0.17786303082313987,64,64
6,anm,cce_kozachenko,0.7297381808893475,64,64
7,anm,cds,0.47424632320166404,64,64
8,anm,ce_gaussian,0.32498769101827407,64,64
9,anm,ce_kernel_W-0.5,0.21635817360096238,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.1776685775783986,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.09798376110602636,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.12829524440730622,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.2541709821919419,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1822820418249788,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.22669067661039355,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.05061095671812332,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.043194204928820534,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.029450484549716438,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.2262764940934836,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.09372634795535634,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.21896764555965514,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.057763341383312405,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.1518024208285388,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.1322011479385517,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.17082482692403428,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.09588045167807224,64,64
27,anm,cov-sq_EmpiricalCovariance,0.562255133616637,64,64
28,anm,cov-sq_GraphicalLasso,0.5770688305128784,64,64
29,anm,cov-sq_LedoitWolf,0.8802055160491297,64,64
30,anm,cov-sq_OAS,0.8596936865758436,64,64
31,anm,cov-sq_ShrunkCovariance,0.562255133616637,64,64
32,anm,cov_EmpiricalCovariance,0.2677334105737784,64,64
33,anm,cov_GraphicalLasso,0.23448568164699357,64,64
34,anm,cov_GraphicalLassoCV,0.41256768674413413,64,64
35,anm,cov_LedoitWolf,0.5271182423277276,64,64
36,anm,cov_OAS,0.5263180181370728,64,64
37,anm,cov_ShrunkCovariance,0.2677334105737784,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.21329184230182469,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.0586655674958203,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.21029262722534142,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.11786242804526209,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.07217045639293956,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.1171454858158783,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.14046679034488485,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.009657320609635145,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.13902544077171602,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.04481233737102902,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.032216735888093484,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.04521577255082154,64,64
50,anm,di_gaussian,0.3364764745201439,64,64
51,anm,di_kernel_W-0.5,0.4220325894685407,64,64
52,anm,di_kozachenko,0.08135476801801284,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.005500784075641585,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.0020508438184274613,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.0004567621928004417,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.25803913463532563,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.23179321747652726,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.2849304662211886,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.005615422382322488,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.002769135380663479,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.0004566455019625604,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3139065918053583,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.24360319786064433,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.32818272287499956,64,64
65,anm,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.10276314157041971,64,64
66,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.10184158392667425,64,64
67,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1258584233896573,64,64
68,anm,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.06390426498537194,64,64
69,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.06922522353112753,64,64
70,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.0661329217448644,64,64
71,anm,gc_gaussian_k-1_kt-1_l-1_lt-1,0.19664783895320126,64,64
72,anm,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.1875,64,64
73,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.078125,64,64
74,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.109375,64,64
75,anm,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.1668811134618895,64,64
76,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.14659059572575361,64,64
77,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.18668334771782252,64,64
78,anm,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.1963060661003676,64,64
79,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.15798658202821925,64,64
80,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.2040890221406888,64,64
81,anm,gwtau,0.07734192860086697,64,64
82,anm,hsic,0.7568148133085671,64,64
83,anm,hsic_biased,0.7276949008801613,64,64
84,anm,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.12314923647244386,64,64
85,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.12265002626552723,64,64
86,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.12640355231595007,64,64
87,anm,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.1574688613619194,64,64
88,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.15277055511641907,64,64
89,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.19540916155779675,64,64
90,anm,igci,0.13482434906609891,64,64
91,anm,je_gaussian,0.3250020017358608,64,64
92,anm,je_kernel_W-0.5,0.20549629231174538,64,64
93,anm,je_kozachenko,0.4485615607733153,64,64
94,anm,kendalltau,0.2551214528942368,64,64
95,anm,kendalltau-sq,0.529506921865759,64,64
96,anm,lmfit_BayesianRidge,0.3243673474901896,64,64
97,anm,lmfit_ElasticNet,0.05230965925696596,64,64
98,anm,lmfit_Lasso,0.03602829728242052,64,64
99,anm,lmfit_Ridge,0.3254149642559081,64,64
100,anm,lmfit_SGDRegressor,0.3182014085766389,64,64
101,anm,mi_gaussian,0.562255133616637,64,64
102,anm,mi_kernel_W-0.25,0.6961458533676401,64,64
103,anm,mi_kraskov_NN-4,0.6522344806554573,64,64
104,anm,mi_kraskov_NN-4_DCE,0.5165229953503575,64,64
105,anm,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.10276314157041971,64,64
106,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.10184158392667425,64,64
107,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1258584233896573,64,64
