feature_index,SPI-1,SPI-2,ks_statistic,n_CauchyNoise,n_Kuramoto
0,anm,bary-sq_euclidean_max,0.13704243200222077,64,64
1,anm,bary-sq_euclidean_mean,0.07385237031679992,64,64
2,anm,bary_euclidean_max,0.11666055551729043,64,64
3,anm,bary_euclidean_mean,0.1875,64,64
4,anm,cce_gaussian,1.0,64,64
5,anm,cce_kernel_W-0.5,0.10072292900696789,64,64
6,anm,cce_kozachenko,0.26989977407922805,64,64
7,anm,cds,0.24434919719927206,64,64
8,anm,ce_gaussian,0.22061211864608427,64,64
9,anm,ce_kernel_W-0.5,0.09767462751313744,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.03560895296783151,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.03521802111483052,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.037205891416435155,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.01803532070565861,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.03507945297168713,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.02574002393234276,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.1169405890620423,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.12882998073994978,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.12819262678863852,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.05145224829682091,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.02199855800769035,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.0484390997999411,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.02501773960063891,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.09265343492471001,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.02199360031822095,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.08584003004259216,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.020685457166604748,64,64
