feature_index,SPI-1,SPI-2,ks_statistic,n_GaussianNoise,n_Kuramoto
0,anm,bary-sq_euclidean_max,0.017294134911714,64,64
1,anm,bary-sq_euclidean_mean,0.0883734836091099,64,64
2,anm,bary_euclidean_max,0.04928879946436587,64,64
3,anm,bary_euclidean_mean,0.1875,64,64
4,anm,cce_gaussian,1.0,64,64
5,anm,cce_kernel_W-0.5,0.15281214621785918,64,64
6,anm,cce_kozachenko,0.5994463821123044,64,64
7,anm,cds,0.23547250874387698,64,64
8,anm,ce_gaussian,0.16501620656890115,64,64
9,anm,ce_kernel_W-0.5,0.10651053651979803,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.015620376985723189,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.011563167813080755,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.012264554848628983,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.02099469640655882,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.019483818194315994,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.008705862287122779,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.10214635336186673,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.10759274264592844,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.10866414557717374,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.06876922450028633,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.021446904671994838,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.06337006228780442,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.03631847410974798,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.08270667064689222,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.013451279006489514,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.07473384679119421,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.016221246593348115,64,64
27,anm,cov-sq_EmpiricalCovariance,0.13868081148953904,64,64
28,anm,cov-sq_GraphicalLasso,0.10805851941029687,64,64
29,anm,cov-sq_LedoitWolf,0.596231131393469,64,64
30,anm,cov-sq_OAS,0.5676530314398477,64,64
31,anm,cov-sq_ShrunkCovariance,0.13868081148953904,64,64
32,anm,cov_EmpiricalCovariance,0.2836622739775831,64,64
33,anm,cov_GraphicalLasso,0.2136946571511343,64,64
34,anm,cov_GraphicalLassoCV,0.3832182840422753,64,64
35,anm,cov_LedoitWolf,0.5486191814662809,64,64
36,anm,cov_OAS,0.5459128572235039,64,64
37,anm,cov_ShrunkCovariance,0.2836622739775831,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.02449730058494992,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.040346104130509486,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.035718519701926826,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.015061973837699305,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.05249451575292735,64,64
