feature_index,SPI-1,SPI-2,ks_statistic,n_CML,n_Kuramoto
0,cov_EmpiricalCovariance,cov_GraphicalLasso,0.9090911712094902,241,241
1,cov_EmpiricalCovariance,cov_GraphicalLassoCV,0.03146672110971632,241,241
2,cov_EmpiricalCovariance,cov_LedoitWolf,0.04564315352697095,241,241
3,cov_EmpiricalCovariance,cov_OAS,0.08713692946058091,241,241
4,cov_EmpiricalCovariance,cov_ShrunkCovariance,0.12033195020746888,241,241
5,cov_EmpiricalCovariance,cov-sq_EmpiricalCovariance,0.639301071654323,241,241
6,cov_EmpiricalCovariance,cov-sq_GraphicalLasso,0.570893189408088,241,241
7,cov_EmpiricalCovariance,cov-sq_LedoitWolf,0.639301071654323,241,241
8,cov_EmpiricalCovariance,cov-sq_OAS,0.639301071654323,241,241
9,cov_EmpiricalCovariance,cov-sq_ShrunkCovariance,0.639301071654323,241,241
10,cov_EmpiricalCovariance,prec_EmpiricalCovariance,0.6821124674450851,241,241
11,cov_EmpiricalCovariance,prec_GraphicalLasso,0.4097064450179706,241,241
12,cov_EmpiricalCovariance,prec_LedoitWolf,0.35385343108085376,241,241
13,cov_EmpiricalCovariance,prec_OAS,0.31886468267759016,241,241
14,cov_EmpiricalCovariance,prec_ShrunkCovariance,0.14463654197041526,241,241
15,cov_EmpiricalCovariance,prec-sq_EmpiricalCovariance,0.5493705196163265,241,241
16,cov_EmpiricalCovariance,prec-sq_GraphicalLasso,0.5834410720431171,241,241
17,cov_EmpiricalCovariance,prec-sq_LedoitWolf,0.6488674300463472,241,241
18,cov_EmpiricalCovariance,prec-sq_OAS,0.6510696609859572,241,241
19,cov_EmpiricalCovariance,prec-sq_ShrunkCovariance,0.6648078767551897,241,241
20,cov_EmpiricalCovariance,spearmanr-sq,0.6480324195835434,241,241
21,cov_EmpiricalCovariance,spearmanr,0.30511394137197373,241,241
22,cov_EmpiricalCovariance,kendalltau-sq,0.6660302645385048,241,241
23,cov_EmpiricalCovariance,kendalltau,0.15652928875889155,241,241
24,cov_EmpiricalCovariance,xcorr_max_sig-True,0.168324262370655,241,241
25,cov_EmpiricalCovariance,xcorr-sq_max_sig-True,0.4984819419038264,241,241
26,cov_EmpiricalCovariance,xcorr_mean_sig-True,0.4490242886213637,241,241
27,cov_EmpiricalCovariance,xcorr-sq_mean_sig-True,0.4995508264353416,241,241
28,cov_EmpiricalCovariance,xcorr_mean_sig-False,0.06759383244558262,241,241
29,cov_EmpiricalCovariance,xcorr-sq_mean_sig-False,0.4890382676032643,241,241
30,cov_EmpiricalCovariance,pdist_euclidean,0.06224066390041494,241,241
31,cov_EmpiricalCovariance,pdist_cityblock,0.6586923819600878,241,241
32,cov_EmpiricalCovariance,pdist_cosine,0.07468879668049792,241,241
33,cov_EmpiricalCovariance,pdist_chebyshev,0.12866541787398877,241,241
34,cov_EmpiricalCovariance,pdist_canberra,0.6064987522144252,241,241
35,cov_EmpiricalCovariance,pdist_braycurtis,0.5266775113586626,241,241
36,cov_EmpiricalCovariance,dcorr,0.5535291156288316,241,241
37,cov_EmpiricalCovariance,dcorr_biased,0.55443082237848,241,241
38,cov_EmpiricalCovariance,dcorrx_maxlag-1,0.5334142461085717,241,241
39,cov_EmpiricalCovariance,dcorrx_maxlag-10,0.5278495650060968,241,241
40,cov_EmpiricalCovariance,hsic,0.539921252600025,241,241
41,cov_EmpiricalCovariance,hsic_biased,0.5407473565556076,241,241
42,cov_EmpiricalCovariance,bary_euclidean_mean,0.0995850622406639,241,241
43,cov_EmpiricalCovariance,bary_euclidean_max,0.06637649385302175,241,241
44,cov_EmpiricalCovariance,bary-sq_euclidean_mean,0.07468879668049792,241,241
45,cov_EmpiricalCovariance,bary-sq_euclidean_max,0.46841640303124926,241,241
46,cov_EmpiricalCovariance,gwtau,0.35213998321990153,241,241
47,cov_EmpiricalCovariance,anm,0.48547015903296414,241,241
48,cov_EmpiricalCovariance,cds,0.39366632338125274,241,241
49,cov_EmpiricalCovariance,reci,0.3965598435448414,241,241
50,cov_EmpiricalCovariance,igci,0.08713692946058091,241,241
51,cov_EmpiricalCovariance,je_gaussian,0.6393010716543235,241,241
52,cov_EmpiricalCovariance,je_kozachenko,0.39969499282916743,241,241
53,cov_EmpiricalCovariance,je_kernel_W-0.5,0.46135524782848547,241,241
54,cov_EmpiricalCovariance,ce_gaussian,0.6393010716543235,241,241
55,cov_EmpiricalCovariance,ce_kernel_W-0.5,0.47161365993253174,241,241
56,cov_EmpiricalCovariance,cce_gaussian,0.6680497925311203,241,241
57,cov_EmpiricalCovariance,cce_kozachenko,0.44451155018730176,241,241
58,cov_EmpiricalCovariance,cce_kernel_W-0.5,0.20037894656249816,241,241
59,cov_EmpiricalCovariance,xme_gaussian_k1,0.3472385457427954,241,241
60,cov_EmpiricalCovariance,xme_kozachenko_k1,0.3641408826527416,241,241
61,cov_EmpiricalCovariance,xme_kernel_W-0.5_k1,0.31458580893109855,241,241
62,cov_EmpiricalCovariance,xme_gaussian_k10,0.6556016597510373,241,241
63,cov_EmpiricalCovariance,xme_kozachenko_k10,0.13103691825727581,241,241
64,cov_EmpiricalCovariance,xme_kernel_W-0.5_k10,0.2785475100513314,241,241
65,cov_EmpiricalCovariance,di_gaussian,0.8298755186721992,241,241
66,cov_EmpiricalCovariance,di_kozachenko,0.26345462601103553,241,241
67,cov_EmpiricalCovariance,di_kernel_W-0.5,0.498702840821761,241,241
68,cov_EmpiricalCovariance,si_gaussian_k-1,0.4049226392769383,241,241
69,cov_EmpiricalCovariance,si_kozachenko_k-1,0.36612492982752637,241,241
70,cov_EmpiricalCovariance,si_kernel_W-0.5_k-1,0.3047700161697663,241,241
71,cov_EmpiricalCovariance,mi_gaussian,0.639301071654323,241,241
72,cov_EmpiricalCovariance,mi_kraskov_NN-4,0.4178822177163529,241,241
73,cov_EmpiricalCovariance,mi_kraskov_NN-4_DCE,0.4970661995725334,241,241
74,cov_EmpiricalCovariance,mi_kernel_W-0.25,0.44703537006968197,241,241
75,cov_EmpiricalCovariance,tlmi_gaussian,0.5404067087337037,241,241
76,cov_EmpiricalCovariance,tlmi_kraskov_NN-4,0.46429950760774374,241,241
77,cov_EmpiricalCovariance,tlmi_kraskov_NN-4_DCE,0.46639440544286004,241,241
78,cov_EmpiricalCovariance,tlmi_kernel_W-0.25,0.47350274124816216,241,241
79,cov_EmpiricalCovariance,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.08918744901654865,241,241
80,cov_EmpiricalCovariance,gc_gaussian_k-1_kt-1_l-1_lt-1,0.12602268228571456,241,241
81,cov_EmpiricalCovariance,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.13525473808780156,241,241
82,cov_EmpiricalCovariance,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1477971480114443,241,241
83,cov_EmpiricalCovariance,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.058091286307053944,241,241
84,cov_EmpiricalCovariance,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.16796427184601065,241,241
85,cov_EmpiricalCovariance,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.1730961744849599,241,241
86,cov_EmpiricalCovariance,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.1824393751950798,241,241
87,cov_EmpiricalCovariance,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.32757704147265887,241,241
88,cov_EmpiricalCovariance,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2993267281060621,241,241
89,cov_EmpiricalCovariance,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3131397959408601,241,241
90,cov_EmpiricalCovariance,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2791142010144749,241,241
91,cov_EmpiricalCovariance,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.25913200900019867,241,241
92,cov_EmpiricalCovariance,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.27273971604718134,241,241
93,cov_EmpiricalCovariance,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.1345555347373978,241,241
94,cov_EmpiricalCovariance,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1423605881568546,241,241
95,cov_EmpiricalCovariance,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.09374230425220087,241,241
96,cov_EmpiricalCovariance,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.11379758316056432,241,241
97,cov_EmpiricalCovariance,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.12517716477519036,241,241
98,cov_EmpiricalCovariance,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.060224164635970134,241,241
99,cov_EmpiricalCovariance,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.07053941908713693,241,241
100,cov_EmpiricalCovariance,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.08298755186721991,241,241
101,cov_EmpiricalCovariance,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.07468879668049792,241,241
102,cov_EmpiricalCovariance,plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3037992189647577,241,241
103,cov_EmpiricalCovariance,plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2712694185707538,241,241
104,cov_EmpiricalCovariance,plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.30688763991244217,241,241
105,cov_EmpiricalCovariance,plv_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2521053044871244,241,241
106,cov_EmpiricalCovariance,plv_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2079117852126458,241,241
107,cov_EmpiricalCovariance,plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.26808847018654175,241,241
108,cov_EmpiricalCovariance,pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.07883817427385892,241,241
109,cov_EmpiricalCovariance,pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.0995850622406639,241,241
110,cov_EmpiricalCovariance,pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.04149377593360996,241,241
111,cov_EmpiricalCovariance,pli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.25490622286869546,241,241
112,cov_EmpiricalCovariance,pli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.1936121832282603,241,241
113,cov_EmpiricalCovariance,pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3306652896518667,241,241
114,cov_EmpiricalCovariance,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.06224066390041494,241,241
115,cov_EmpiricalCovariance,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.08298755186721991,241,241
116,cov_EmpiricalCovariance,wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.11618257261410789,241,241
117,cov_EmpiricalCovariance,wpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.23897566350362498,241,241
118,cov_EmpiricalCovariance,wpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.17695360276005684,241,241
119,cov_EmpiricalCovariance,wpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.1680302305741717,241,241
120,cov_EmpiricalCovariance,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.20285510025594983,241,241
121,cov_EmpiricalCovariance,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1860684144099527,241,241
122,cov_EmpiricalCovariance,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.2079731226895014,241,241
123,cov_EmpiricalCovariance,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.3762998992690013,241,241
124,cov_EmpiricalCovariance,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2577164151161292,241,241
125,cov_EmpiricalCovariance,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.30245980803087064,241,241
126,cov_EmpiricalCovariance,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.21600750596706442,241,241
127,cov_EmpiricalCovariance,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.21605391650255568,241,241
128,cov_EmpiricalCovariance,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.19339208858729473,241,241
129,cov_EmpiricalCovariance,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.36165882605281907,241,241
130,cov_EmpiricalCovariance,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.23793549811307352,241,241
131,cov_EmpiricalCovariance,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.31584614100234615,241,241
132,cov_EmpiricalCovariance,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3107236779064555,241,241
133,cov_EmpiricalCovariance,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.27443028341050124,241,241
134,cov_EmpiricalCovariance,ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3080304289371504,241,241
135,cov_EmpiricalCovariance,ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2521053044871244,241,241
136,cov_EmpiricalCovariance,ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2079117852126458,241,241
137,cov_EmpiricalCovariance,ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.26808847018654175,241,241
138,cov_EmpiricalCovariance,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.41286285120543864,241,241
139,cov_EmpiricalCovariance,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.4026100629985745,241,241
140,cov_EmpiricalCovariance,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.4187695066785095,241,241
141,cov_EmpiricalCovariance,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.4300807547388714,241,241
142,cov_EmpiricalCovariance,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.4193867111367048,241,241
143,cov_EmpiricalCovariance,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.43456910617983696,241,241
144,cov_EmpiricalCovariance,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.4309712375918444,241,241
145,cov_EmpiricalCovariance,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.4116957773334615,241,241
146,cov_EmpiricalCovariance,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.4400141522365301,241,241
147,cov_EmpiricalCovariance,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.44707053301153954,241,241
148,cov_EmpiricalCovariance,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.4166171942761122,241,241
149,cov_EmpiricalCovariance,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.45310490049310453,241,241
150,cov_EmpiricalCovariance,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.41286285120543864,241,241
151,cov_EmpiricalCovariance,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.4026100629985745,241,241
152,cov_EmpiricalCovariance,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.4187695066785095,241,241
153,cov_EmpiricalCovariance,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.4300807547388714,241,241
154,cov_EmpiricalCovariance,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.4193867111367048,241,241
155,cov_EmpiricalCovariance,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.43456910617983696,241,241
156,cov_EmpiricalCovariance,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.4623647520814037,241,241
157,cov_EmpiricalCovariance,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.4333341815188656,241,241
158,cov_EmpiricalCovariance,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.46457219943334394,241,241
159,cov_EmpiricalCovariance,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.4281368921373282,241,241
160,cov_EmpiricalCovariance,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.40925597655535534,241,241
161,cov_EmpiricalCovariance,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.4428698584527767,241,241
162,cov_EmpiricalCovariance,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.4204512251819928,241,241
163,cov_EmpiricalCovariance,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.38363695688550525,241,241
164,cov_EmpiricalCovariance,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.4136980068530916,241,241
165,cov_EmpiricalCovariance,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.4701022050830267,241,241
166,cov_EmpiricalCovariance,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.40206789384176506,241,241
167,cov_EmpiricalCovariance,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.4552989921853998,241,241
168,cov_EmpiricalCovariance,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.07468879668049792,241,241
169,cov_EmpiricalCovariance,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.058091286307053944,241,241
170,cov_EmpiricalCovariance,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.07468879668049792,241,241
171,cov_EmpiricalCovariance,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,0.4109988543397031,241,241
172,cov_EmpiricalCovariance,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,0.3776472530701094,241,241
173,cov_EmpiricalCovariance,sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,0.4211591066212482,241,241
174,cov_EmpiricalCovariance,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,0.39205930481697765,241,241
175,cov_EmpiricalCovariance,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,0.3661423016956908,241,241
176,cov_EmpiricalCovariance,sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,0.39611200915304184,241,241
177,cov_EmpiricalCovariance,sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,0.6275794088763744,241,241
178,cov_EmpiricalCovariance,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,0.6137699696865693,241,241
179,cov_EmpiricalCovariance,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,0.6189560500726794,241,241
180,cov_EmpiricalCovariance,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,0.20878486832277132,241,241
181,cov_EmpiricalCovariance,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,0.20917785116127602,241,241
182,cov_EmpiricalCovariance,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,0.2099515213375019,241,241
183,cov_EmpiricalCovariance,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20,0.32877714709400874,241,241
184,cov_EmpiricalCovariance,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20,0.31166529625051775,241,241
185,cov_EmpiricalCovariance,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,0.3206849557251822,241,241
186,cov_EmpiricalCovariance,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,0.6089224203382452,241,241
187,cov_EmpiricalCovariance,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,0.6036579824252268,241,241
188,cov_EmpiricalCovariance,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,0.6100820421926023,241,241
189,cov_EmpiricalCovariance,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1,0.21054640704538177,241,241
190,cov_EmpiricalCovariance,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,0.2085301567452832,241,241
191,cov_EmpiricalCovariance,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,0.210754710128447,241,241
192,cov_EmpiricalCovariance,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20,0.31677978328254064,241,241
193,cov_EmpiricalCovariance,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20,0.29394605258091633,241,241
194,cov_EmpiricalCovariance,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,0.3318323317202261,241,241
195,cov_EmpiricalCovariance,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.04023340129695974,241,241
196,cov_EmpiricalCovariance,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.03874990030467129,241,241
197,cov_EmpiricalCovariance,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.04570286904773091,241,241
198,cov_EmpiricalCovariance,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.045979378170019625,241,241
199,cov_EmpiricalCovariance,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.043896304731913305,241,241
200,cov_EmpiricalCovariance,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.03994089435460213,241,241
201,cov_EmpiricalCovariance,lmfit_Ridge,0.5432659145287273,241,241
202,cov_EmpiricalCovariance,lmfit_Lasso,0.3416489091920359,241,241
203,cov_EmpiricalCovariance,lmfit_SGDRegressor,0.5432413353315739,241,241
204,cov_EmpiricalCovariance,lmfit_ElasticNet,0.1044607739338844,241,241
205,cov_EmpiricalCovariance,lmfit_BayesianRidge,0.5432387095153586,241,241
206,cov_EmpiricalCovariance,coint_johansen_max_eig_stat_order-0_ardiff-10,0.10537944049345566,241,241
207,cov_EmpiricalCovariance,coint_johansen_trace_stat_order-0_ardiff-10,0.15365845517840823,241,241
208,cov_EmpiricalCovariance,coint_johansen_max_eig_stat_order-0_ardiff-1,0.43623868649156805,241,241
209,cov_EmpiricalCovariance,coint_johansen_trace_stat_order-0_ardiff-1,0.17024823718015014,241,241
210,cov_EmpiricalCovariance,coint_johansen_max_eig_stat_order-1_ardiff-10,0.10513212590944768,241,241
211,cov_EmpiricalCovariance,coint_johansen_trace_stat_order-1_ardiff-10,0.1431080704858137,241,241
212,cov_EmpiricalCovariance,coint_johansen_max_eig_stat_order-1_ardiff-1,0.37806136100976806,241,241
213,cov_EmpiricalCovariance,coint_johansen_trace_stat_order-1_ardiff-1,0.14751847627417297,241,241
214,cov_EmpiricalCovariance,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.11179133297463156,241,241
215,cov_EmpiricalCovariance,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.11645103774807819,241,241
216,cov_EmpiricalCovariance,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.1254726484063447,241,241
217,cov_EmpiricalCovariance,pec,0.4370421213528976,241,241
218,cov_EmpiricalCovariance,pec_orth,0.9362858941800352,241,241
219,cov_EmpiricalCovariance,pec_log,0.3779085711513195,241,241
220,cov_EmpiricalCovariance,pec_orth_log,0.9227167134770877,241,241
221,cov_EmpiricalCovariance,pec_orth_abs,0.35248193315558973,241,241
222,cov_EmpiricalCovariance,pec_orth_log_abs,0.6295261590443946,241,241
223,cov_GraphicalLasso,cov_GraphicalLassoCV,0.15403517089322494,241,241
224,cov_GraphicalLasso,cov_LedoitWolf,0.9090911712094902,241,241
225,cov_GraphicalLasso,cov_OAS,0.9090911712094902,241,241
226,cov_GraphicalLasso,cov_ShrunkCovariance,0.9090911712094902,241,241
227,cov_GraphicalLasso,cov-sq_EmpiricalCovariance,0.5768970792584281,241,241
228,cov_GraphicalLasso,cov-sq_GraphicalLasso,0.5711344548736734,241,241
229,cov_GraphicalLasso,cov-sq_LedoitWolf,0.5768970792584281,241,241
230,cov_GraphicalLasso,cov-sq_OAS,0.5768970792584281,241,241
231,cov_GraphicalLasso,cov-sq_ShrunkCovariance,0.5768970792584281,241,241
232,cov_GraphicalLasso,prec_EmpiricalCovariance,0.6494936225620611,241,241
233,cov_GraphicalLasso,prec_GraphicalLasso,0.3782586789340934,241,241
234,cov_GraphicalLasso,prec_LedoitWolf,0.3981556090247237,241,241
235,cov_GraphicalLasso,prec_OAS,0.37373929642681836,241,241
236,cov_GraphicalLasso,prec_ShrunkCovariance,0.3571445141130253,241,241
237,cov_GraphicalLasso,prec-sq_EmpiricalCovariance,0.5485534437374482,241,241
238,cov_GraphicalLasso,prec-sq_GraphicalLasso,0.5834900852184182,241,241
239,cov_GraphicalLasso,prec-sq_LedoitWolf,0.6098398817754032,241,241
240,cov_GraphicalLasso,prec-sq_OAS,0.6096150559441986,241,241
241,cov_GraphicalLasso,prec-sq_ShrunkCovariance,0.6112091761538017,241,241
242,cov_GraphicalLasso,spearmanr-sq,0.5924404255851417,241,241
243,cov_GraphicalLasso,spearmanr,0.7814243110820691,241,241
244,cov_GraphicalLasso,kendalltau-sq,0.6092226808064866,241,241
245,cov_GraphicalLasso,kendalltau,0.7231467688222784,241,241
246,cov_GraphicalLasso,xcorr_max_sig-True,0.23629825807075733,241,241
247,cov_GraphicalLasso,xcorr-sq_max_sig-True,0.45840359562610894,241,241
248,cov_GraphicalLasso,xcorr_mean_sig-True,0.23564978669203412,241,241
249,cov_GraphicalLasso,xcorr-sq_mean_sig-True,0.4609806108027,241,241
250,cov_GraphicalLasso,xcorr_mean_sig-False,0.0890850354520053,241,241
251,cov_GraphicalLasso,xcorr-sq_mean_sig-False,0.4513718037435776,241,241
252,cov_GraphicalLasso,pdist_euclidean,0.9090911712094905,241,241
253,cov_GraphicalLasso,pdist_cityblock,0.8720564838708428,241,241
254,cov_GraphicalLasso,pdist_cosine,0.9090911712094905,241,241
255,cov_GraphicalLasso,pdist_chebyshev,0.03672731247047714,241,241
256,cov_GraphicalLasso,pdist_canberra,0.810938188480937,241,241
257,cov_GraphicalLasso,pdist_braycurtis,0.8727800759614787,241,241
258,cov_GraphicalLasso,dcorr,0.5040939689148636,241,241
259,cov_GraphicalLasso,dcorr_biased,0.5049785132594464,241,241
260,cov_GraphicalLasso,dcorrx_maxlag-1,0.48496283438574384,241,241
261,cov_GraphicalLasso,dcorrx_maxlag-10,0.480658449796383,241,241
262,cov_GraphicalLasso,hsic,0.4940300114981658,241,241
263,cov_GraphicalLasso,hsic_biased,0.49451046640599167,241,241
264,cov_GraphicalLasso,bary_euclidean_mean,0.05394190871369295,241,241
265,cov_GraphicalLasso,bary_euclidean_max,0.05660310417789144,241,241
266,cov_GraphicalLasso,bary-sq_euclidean_mean,0.9090911712094902,241,241
267,cov_GraphicalLasso,bary-sq_euclidean_max,0.3327403659609593,241,241
268,cov_GraphicalLasso,gwtau,0.3264607632168577,241,241
269,cov_GraphicalLasso,anm,0.4647500229190713,241,241
270,cov_GraphicalLasso,cds,0.3785782416237543,241,241
271,cov_GraphicalLasso,reci,0.3757310179327956,241,241
272,cov_GraphicalLasso,igci,0.07468879668049792,241,241
273,cov_GraphicalLasso,je_gaussian,0.5768970792584269,241,241
274,cov_GraphicalLasso,je_kozachenko,0.3909064101506783,241,241
275,cov_GraphicalLasso,je_kernel_W-0.5,0.4311841999439021,241,241
276,cov_GraphicalLasso,ce_gaussian,0.5768970792584269,241,241
277,cov_GraphicalLasso,ce_kernel_W-0.5,0.44128001979601617,241,241
278,cov_GraphicalLasso,cce_gaussian,0.6556016597510373,241,241
279,cov_GraphicalLasso,cce_kozachenko,0.42882583235536886,241,241
280,cov_GraphicalLasso,cce_kernel_W-0.5,0.19142599116040065,241,241
281,cov_GraphicalLasso,xme_gaussian_k1,0.3053401151724231,241,241
282,cov_GraphicalLasso,xme_kozachenko_k1,0.35581927639968086,241,241
283,cov_GraphicalLasso,xme_kernel_W-0.5_k1,0.28684615655741197,241,241
