feature_index,SPI-1,SPI-2,ks_statistic,n_GaussianNoise,n_CauchyNoise
828,cov-sq_GraphicalLasso,mi_kernel_W-0.25,0.34182856959404107,96,96
829,cov-sq_GraphicalLasso,tlmi_gaussian,0.293309027547835,96,96
830,cov-sq_GraphicalLasso,tlmi_kraskov_NN-4,0.06496326658102053,96,96
831,cov-sq_GraphicalLasso,tlmi_kraskov_NN-4_DCE,0.09013922708367517,96,96
832,cov-sq_GraphicalLasso,tlmi_kernel_W-0.25,0.5261263189546123,96,96
833,cov-sq_GraphicalLasso,te_kraskov_NN-4_k-max-10_tau-max-4,0.07621479782969659,96,96
834,cov-sq_GraphicalLasso,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.07306200488380765,96,96
835,cov-sq_GraphicalLasso,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.03990325168755193,96,96
836,cov-sq_GraphicalLasso,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.038912021038154,96,96
837,cov-sq_GraphicalLasso,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.03895491051759681,96,96
838,cov-sq_GraphicalLasso,te_kernel_W-0.25_k-1,0.5649975462152311,96,96
839,cov-sq_GraphicalLasso,gc_gaussian_k-max-10_tau-max-2,0.2864234149070165,96,96
840,cov-sq_GraphicalLasso,gc_gaussian_k-1_kt-1_l-1_lt-1,0.2876812271763555,96,96
841,cov-sq_GraphicalLasso,te_symbolic_k-1_kt-1_l-1_lt-1,0.2876812271763555,96,96
842,cov-sq_GraphicalLasso,te_symbolic_k-10_kt-1_l-1_lt-1,0.2889482020884102,96,96
843,cov-sq_GraphicalLasso,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.014897075111807712,96,96
844,cov-sq_GraphicalLasso,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.019284375888970917,96,96
845,cov-sq_GraphicalLasso,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.053896053167125535,96,96
846,cov-sq_GraphicalLasso,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.046198460687758236,96,96
847,cov-sq_GraphicalLasso,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.021771089866065574,96,96
848,cov-sq_GraphicalLasso,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.014835234313052281,96,96
849,cov-sq_GraphicalLasso,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.2743024654265509,96,96
850,cov-sq_GraphicalLasso,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1965790145010623,96,96
851,cov-sq_GraphicalLasso,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.2808153250218569,96,96
852,cov-sq_GraphicalLasso,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.28835082358880526,96,96
853,cov-sq_GraphicalLasso,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2778579289496066,96,96
854,cov-sq_GraphicalLasso,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3225459816769337,96,96
855,cov-sq_GraphicalLasso,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.125,96,96
856,cov-sq_GraphicalLasso,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.10416666666666667,96,96
857,cov-sq_GraphicalLasso,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.09375,96,96
858,cov-sq_GraphicalLassoCV,cov-sq_LedoitWolf,0.39584965432591895,96,96
859,cov-sq_GraphicalLassoCV,cov-sq_MinCovDet,0.24344235521731383,96,96
860,cov-sq_GraphicalLassoCV,cov-sq_OAS,0.215241727905083,96,96
861,cov-sq_GraphicalLassoCV,cov-sq_ShrunkCovariance,0.03020646500876578,96,96
862,cov-sq_GraphicalLassoCV,prec_EmpiricalCovariance,0.07298336742958655,96,96
863,cov-sq_GraphicalLassoCV,prec_EllipticEnvelope,0.0175347765879644,96,96
864,cov-sq_GraphicalLassoCV,prec_GraphicalLasso,0.07609826494994953,96,96
865,cov-sq_GraphicalLassoCV,prec_GraphicalLassoCV,0.08478944357519497,96,96
866,cov-sq_GraphicalLassoCV,prec_LedoitWolf,0.061576183484209346,96,96
867,cov-sq_GraphicalLassoCV,prec_MinCovDet,0.01818009390576275,96,96
868,cov-sq_GraphicalLassoCV,prec_OAS,0.12483606163181506,96,96
869,cov-sq_GraphicalLassoCV,prec_ShrunkCovariance,0.029978734275887653,96,96
870,cov-sq_GraphicalLassoCV,prec-sq_EmpiricalCovariance,0.16079629752218894,96,96
871,cov-sq_GraphicalLassoCV,prec-sq_EllipticEnvelope,0.2255833541810376,96,96
872,cov-sq_GraphicalLassoCV,prec-sq_GraphicalLasso,0.16297181930966842,96,96
873,cov-sq_GraphicalLassoCV,prec-sq_GraphicalLassoCV,0.16592158731651685,96,96
874,cov-sq_GraphicalLassoCV,prec-sq_LedoitWolf,0.7715247181938932,96,96
875,cov-sq_GraphicalLassoCV,prec-sq_MinCovDet,0.22488648561760927,96,96
876,cov-sq_GraphicalLassoCV,prec-sq_OAS,0.0470228009652921,96,96
877,cov-sq_GraphicalLassoCV,prec-sq_ShrunkCovariance,0.2194788856267429,96,96
878,cov-sq_GraphicalLassoCV,spearmanr-sq,0.23342399419281024,96,96
879,cov-sq_GraphicalLassoCV,spearmanr,0.06042382190678419,96,96
880,cov-sq_GraphicalLassoCV,kendalltau-sq,0.22868949043819642,96,96
881,cov-sq_GraphicalLassoCV,kendalltau,0.0625023679676927,96,96
882,cov-sq_GraphicalLassoCV,xcorr_max_sig-True,0.10528943217817638,96,96
883,cov-sq_GraphicalLassoCV,xcorr-sq_max_sig-True,0.10870490275008987,96,96
884,cov-sq_GraphicalLassoCV,xcorr_mean_sig-True,0.07066401988085719,96,96
885,cov-sq_GraphicalLassoCV,xcorr-sq_mean_sig-True,0.14512164543286726,96,96
886,cov-sq_GraphicalLassoCV,xcorr_mean_sig-False,0.06274866081644367,96,96
887,cov-sq_GraphicalLassoCV,xcorr-sq_mean_sig-False,0.15328378371366091,96,96
888,cov-sq_GraphicalLassoCV,pdist_euclidean,0.14135651371219293,96,96
889,cov-sq_GraphicalLassoCV,pdist_cityblock,0.14949084918507982,96,96
890,cov-sq_GraphicalLassoCV,pdist_cosine,0.007315720153324309,96,96
891,cov-sq_GraphicalLassoCV,pdist_chebyshev,0.1994462638948542,96,96
892,cov-sq_GraphicalLassoCV,pdist_canberra,0.017012846981063368,96,96
893,cov-sq_GraphicalLassoCV,pdist_braycurtis,0.06494106021264245,96,96
894,cov-sq_GraphicalLassoCV,di_gaussian,0.2379025911146896,96,96
895,cov-sq_GraphicalLassoCV,di_kozachenko,0.15242765614390355,96,96
896,cov-sq_GraphicalLassoCV,di_kernel_W-0.5,0.09609006158679295,96,96
897,cov-sq_GraphicalLassoCV,mi_gaussian,0.177932357698815,96,96
898,cov-sq_GraphicalLassoCV,mi_kraskov_NN-4,0.06389591186694099,96,96
899,cov-sq_GraphicalLassoCV,mi_kraskov_NN-4_DCE,0.06468221283096154,96,96
900,cov-sq_GraphicalLassoCV,mi_kernel_W-0.25,0.18126148300290984,96,96
901,cov-sq_GraphicalLassoCV,tlmi_gaussian,0.15479417402469453,96,96
902,cov-sq_GraphicalLassoCV,tlmi_kraskov_NN-4,0.015353399996796968,96,96
903,cov-sq_GraphicalLassoCV,tlmi_kraskov_NN-4_DCE,0.033201698674550584,96,96
904,cov-sq_GraphicalLassoCV,tlmi_kernel_W-0.25,0.2303694197434499,96,96
905,cov-sq_GraphicalLassoCV,te_kraskov_NN-4_k-max-10_tau-max-4,0.09790927662622757,96,96
906,cov-sq_GraphicalLassoCV,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.09250031938549728,96,96
907,cov-sq_GraphicalLassoCV,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.13091616793696886,96,96
908,cov-sq_GraphicalLassoCV,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.11461302208583286,96,96
909,cov-sq_GraphicalLassoCV,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.11170075509832322,96,96
910,cov-sq_GraphicalLassoCV,te_kernel_W-0.25_k-1,0.19932800829667083,96,96
911,cov-sq_GraphicalLassoCV,gc_gaussian_k-max-10_tau-max-2,0.10062913313643729,96,96
912,cov-sq_GraphicalLassoCV,gc_gaussian_k-1_kt-1_l-1_lt-1,0.14499505903482324,96,96
913,cov-sq_GraphicalLassoCV,te_symbolic_k-1_kt-1_l-1_lt-1,0.14499505903482324,96,96
914,cov-sq_GraphicalLassoCV,te_symbolic_k-10_kt-1_l-1_lt-1,0.12403352124369538,96,96
915,cov-sq_GraphicalLassoCV,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.07959954384843937,96,96
916,cov-sq_GraphicalLassoCV,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.05887395450421806,96,96
917,cov-sq_GraphicalLassoCV,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.06989572632943686,96,96
918,cov-sq_GraphicalLassoCV,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.11343885165860668,96,96
919,cov-sq_GraphicalLassoCV,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.0812218778494169,96,96
920,cov-sq_GraphicalLassoCV,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.12381915273090927,96,96
921,cov-sq_GraphicalLassoCV,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.07524512113968335,96,96
922,cov-sq_GraphicalLassoCV,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.04323359220787151,96,96
923,cov-sq_GraphicalLassoCV,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.09037637701064274,96,96
924,cov-sq_GraphicalLassoCV,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.06543494221930449,96,96
925,cov-sq_GraphicalLassoCV,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.055591815189257404,96,96
926,cov-sq_GraphicalLassoCV,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.06589981110769205,96,96
927,cov-sq_GraphicalLassoCV,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.11458333333333333,96,96
928,cov-sq_GraphicalLassoCV,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.07291666666666667,96,96
929,cov-sq_GraphicalLassoCV,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.1875,96,96
930,cov-sq_LedoitWolf,cov-sq_MinCovDet,0.4518380063938193,96,96
931,cov-sq_LedoitWolf,cov-sq_OAS,0.019556312205534554,96,96
932,cov-sq_LedoitWolf,cov-sq_ShrunkCovariance,0.019556312205534554,96,96
933,cov-sq_LedoitWolf,prec_EmpiricalCovariance,0.09037453721064881,96,96
934,cov-sq_LedoitWolf,prec_EllipticEnvelope,0.07102011973176303,96,96
935,cov-sq_LedoitWolf,prec_GraphicalLasso,0.09618618220899344,96,96
936,cov-sq_LedoitWolf,prec_GraphicalLassoCV,0.05105344830142755,96,96
937,cov-sq_LedoitWolf,prec_LedoitWolf,0.01723030649617019,96,96
938,cov-sq_LedoitWolf,prec_MinCovDet,0.08488172385364046,96,96
939,cov-sq_LedoitWolf,prec_OAS,0.09361075166113775,96,96
940,cov-sq_LedoitWolf,prec_ShrunkCovariance,0.05365821405230731,96,96
941,cov-sq_LedoitWolf,prec-sq_EmpiricalCovariance,0.2618784208719592,96,96
942,cov-sq_LedoitWolf,prec-sq_EllipticEnvelope,0.40885428736509255,96,96
943,cov-sq_LedoitWolf,prec-sq_GraphicalLasso,0.2631386956065136,96,96
944,cov-sq_LedoitWolf,prec-sq_GraphicalLassoCV,0.6011704809202305,96,96
945,cov-sq_LedoitWolf,prec-sq_LedoitWolf,0.4293861376731052,96,96
946,cov-sq_LedoitWolf,prec-sq_MinCovDet,0.3615119708537844,96,96
947,cov-sq_LedoitWolf,prec-sq_OAS,0.2675495155623804,96,96
948,cov-sq_LedoitWolf,prec-sq_ShrunkCovariance,0.23575556759082733,96,96
949,cov-sq_LedoitWolf,spearmanr-sq,0.4179979795523231,96,96
950,cov-sq_LedoitWolf,spearmanr,0.18727082331592299,96,96
951,cov-sq_LedoitWolf,kendalltau-sq,0.42405734142336143,96,96
952,cov-sq_LedoitWolf,kendalltau,0.19227260784701783,96,96
953,cov-sq_LedoitWolf,xcorr_max_sig-True,0.055143749224805694,96,96
954,cov-sq_LedoitWolf,xcorr-sq_max_sig-True,0.0731088167670797,96,96
955,cov-sq_LedoitWolf,xcorr_mean_sig-True,0.0905463848262813,96,96
956,cov-sq_LedoitWolf,xcorr-sq_mean_sig-True,0.13953398310660137,96,96
957,cov-sq_LedoitWolf,xcorr_mean_sig-False,0.12487559870494214,96,96
958,cov-sq_LedoitWolf,xcorr-sq_mean_sig-False,0.023012947113748017,96,96
959,cov-sq_LedoitWolf,pdist_euclidean,0.1545754990629281,96,96
960,cov-sq_LedoitWolf,pdist_cityblock,0.1895722166612489,96,96
961,cov-sq_LedoitWolf,pdist_cosine,0.03490373640335884,96,96
962,cov-sq_LedoitWolf,pdist_chebyshev,0.23541714758728538,96,96
963,cov-sq_LedoitWolf,pdist_canberra,0.03001116546153909,96,96
964,cov-sq_LedoitWolf,pdist_braycurtis,0.13430032608852138,96,96
965,cov-sq_LedoitWolf,di_gaussian,0.2835096792245215,96,96
966,cov-sq_LedoitWolf,di_kozachenko,0.3277025332814982,96,96
967,cov-sq_LedoitWolf,di_kernel_W-0.5,0.12418492643797441,96,96
968,cov-sq_LedoitWolf,mi_gaussian,0.11144890466663354,96,96
969,cov-sq_LedoitWolf,mi_kraskov_NN-4,0.040248043503320535,96,96
970,cov-sq_LedoitWolf,mi_kraskov_NN-4_DCE,0.031641551642306864,96,96
971,cov-sq_LedoitWolf,mi_kernel_W-0.25,0.2640866356049772,96,96
972,cov-sq_LedoitWolf,tlmi_gaussian,0.12957392404237966,96,96
973,cov-sq_LedoitWolf,tlmi_kraskov_NN-4,0.020069970260557457,96,96
974,cov-sq_LedoitWolf,tlmi_kraskov_NN-4_DCE,0.029564845623372138,96,96
975,cov-sq_LedoitWolf,tlmi_kernel_W-0.25,0.13475663921196857,96,96
976,cov-sq_LedoitWolf,te_kraskov_NN-4_k-max-10_tau-max-4,0.044175528670049174,96,96
977,cov-sq_LedoitWolf,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.027787914014056003,96,96
978,cov-sq_LedoitWolf,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.09847373430801987,96,96
979,cov-sq_LedoitWolf,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.0871104536678349,96,96
980,cov-sq_LedoitWolf,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.08513838424903761,96,96
981,cov-sq_LedoitWolf,te_kernel_W-0.25_k-1,0.10493919162610621,96,96
982,cov-sq_LedoitWolf,gc_gaussian_k-max-10_tau-max-2,0.09429413821354438,96,96
983,cov-sq_LedoitWolf,gc_gaussian_k-1_kt-1_l-1_lt-1,0.1333770859153075,96,96
984,cov-sq_LedoitWolf,te_symbolic_k-1_kt-1_l-1_lt-1,0.1333770859153075,96,96
985,cov-sq_LedoitWolf,te_symbolic_k-10_kt-1_l-1_lt-1,0.13531595141621944,96,96
986,cov-sq_LedoitWolf,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.07917002122820285,96,96
987,cov-sq_LedoitWolf,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.016213995076165277,96,96
988,cov-sq_LedoitWolf,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.09138126493486404,96,96
989,cov-sq_LedoitWolf,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.13028854179908744,96,96
990,cov-sq_LedoitWolf,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.0366534483116549,96,96
991,cov-sq_LedoitWolf,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.08112608475875438,96,96
992,cov-sq_LedoitWolf,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.10042049966629618,96,96
993,cov-sq_LedoitWolf,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.061634641797970624,96,96
994,cov-sq_LedoitWolf,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.13753877840036344,96,96
995,cov-sq_LedoitWolf,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.07723684534858832,96,96
996,cov-sq_LedoitWolf,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06147496211750339,96,96
997,cov-sq_LedoitWolf,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.12310048927913168,96,96
998,cov-sq_LedoitWolf,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.13541666666666666,96,96
999,cov-sq_LedoitWolf,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.08333333333333333,96,96
1000,cov-sq_LedoitWolf,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.16666666666666666,96,96
1001,cov-sq_MinCovDet,cov-sq_OAS,0.10506758381843317,96,96
1002,cov-sq_MinCovDet,cov-sq_ShrunkCovariance,0.9441573097089773,96,96
1003,cov-sq_MinCovDet,prec_EmpiricalCovariance,0.07871901686676264,96,96
1004,cov-sq_MinCovDet,prec_EllipticEnvelope,0.08084270410077876,96,96
1005,cov-sq_MinCovDet,prec_GraphicalLasso,0.07860845578629438,96,96
1006,cov-sq_MinCovDet,prec_GraphicalLassoCV,0.04797733908990581,96,96
1007,cov-sq_MinCovDet,prec_LedoitWolf,0.03760000710465872,96,96
1008,cov-sq_MinCovDet,prec_MinCovDet,0.09371276919261662,96,96
1009,cov-sq_MinCovDet,prec_OAS,0.22872605246424654,96,96
1010,cov-sq_MinCovDet,prec_ShrunkCovariance,0.0928910186828027,96,96
1011,cov-sq_MinCovDet,prec-sq_EmpiricalCovariance,0.9629575705008443,96,96
1012,cov-sq_MinCovDet,prec-sq_EllipticEnvelope,0.5194362681041499,96,96
1013,cov-sq_MinCovDet,prec-sq_GraphicalLasso,0.9605976157237621,96,96
1014,cov-sq_MinCovDet,prec-sq_GraphicalLassoCV,0.40853712953234356,96,96
1015,cov-sq_MinCovDet,prec-sq_LedoitWolf,0.6154300767104484,96,96
1016,cov-sq_MinCovDet,prec-sq_MinCovDet,0.5809481443621657,96,96
1017,cov-sq_MinCovDet,prec-sq_OAS,0.13809533297790333,96,96
1018,cov-sq_MinCovDet,prec-sq_ShrunkCovariance,0.9752152501006716,96,96
1019,cov-sq_MinCovDet,spearmanr-sq,0.9443703302680471,96,96
1020,cov-sq_MinCovDet,spearmanr,0.0772077042410631,96,96
1021,cov-sq_MinCovDet,kendalltau-sq,0.9443863170012693,96,96
1022,cov-sq_MinCovDet,kendalltau,0.07810447874854695,96,96
1023,cov-sq_MinCovDet,xcorr_max_sig-True,0.09526219811390252,96,96
1024,cov-sq_MinCovDet,xcorr-sq_max_sig-True,0.03797668350848374,96,96
1025,cov-sq_MinCovDet,xcorr_mean_sig-True,0.06723754667800386,96,96
1026,cov-sq_MinCovDet,xcorr-sq_mean_sig-True,0.14131174553600112,96,96
1027,cov-sq_MinCovDet,xcorr_mean_sig-False,0.03131707271637629,96,96
1028,cov-sq_MinCovDet,xcorr-sq_mean_sig-False,0.09020232827840696,96,96
1029,cov-sq_MinCovDet,pdist_euclidean,0.08005990168034971,96,96
1030,cov-sq_MinCovDet,pdist_cityblock,0.0747081469729976,96,96
1031,cov-sq_MinCovDet,pdist_cosine,0.09795692719945115,96,96
1032,cov-sq_MinCovDet,pdist_chebyshev,0.013437544651143468,96,96
1033,cov-sq_MinCovDet,pdist_canberra,0.013901215545741197,96,96
1034,cov-sq_MinCovDet,pdist_braycurtis,0.1066830286902074,96,96
1035,cov-sq_MinCovDet,di_gaussian,0.6959004637436585,96,96
1036,cov-sq_MinCovDet,di_kozachenko,0.41020467573320213,96,96
1037,cov-sq_MinCovDet,di_kernel_W-0.5,0.061131478584497856,96,96
1038,cov-sq_MinCovDet,mi_gaussian,0.9594288594951481,96,96
1039,cov-sq_MinCovDet,mi_kraskov_NN-4,0.034266341974737546,96,96
1040,cov-sq_MinCovDet,mi_kraskov_NN-4_DCE,0.03445055996955293,96,96
1041,cov-sq_MinCovDet,mi_kernel_W-0.25,0.03165687701575476,96,96
1042,cov-sq_MinCovDet,tlmi_gaussian,0.009658259255645785,96,96
1043,cov-sq_MinCovDet,tlmi_kraskov_NN-4,0.0395610442989206,96,96
1044,cov-sq_MinCovDet,tlmi_kraskov_NN-4_DCE,0.030154690097708325,96,96
1045,cov-sq_MinCovDet,tlmi_kernel_W-0.25,0.02005003196459415,96,96
1046,cov-sq_MinCovDet,te_kraskov_NN-4_k-max-10_tau-max-4,0.06549542576334824,96,96
1047,cov-sq_MinCovDet,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.05437661156566265,96,96
1048,cov-sq_MinCovDet,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.021272554014882566,96,96
1049,cov-sq_MinCovDet,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.028463035719088703,96,96
1050,cov-sq_MinCovDet,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.03958722237867229,96,96
1051,cov-sq_MinCovDet,te_kernel_W-0.25_k-1,0.015663584929687002,96,96
1052,cov-sq_MinCovDet,gc_gaussian_k-max-10_tau-max-2,0.030427465027810352,96,96
1053,cov-sq_MinCovDet,gc_gaussian_k-1_kt-1_l-1_lt-1,0.01156901287392087,96,96
1054,cov-sq_MinCovDet,te_symbolic_k-1_kt-1_l-1_lt-1,0.01156901287392087,96,96
1055,cov-sq_MinCovDet,te_symbolic_k-10_kt-1_l-1_lt-1,0.009854392355173436,96,96
1056,cov-sq_MinCovDet,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.05980140209520368,96,96
1057,cov-sq_MinCovDet,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.03578619845909836,96,96
1058,cov-sq_MinCovDet,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.026616598735348274,96,96
1059,cov-sq_MinCovDet,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.01437095241523978,96,96
1060,cov-sq_MinCovDet,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.07330905138535526,96,96
1061,cov-sq_MinCovDet,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.038234175930592085,96,96
1062,cov-sq_MinCovDet,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.10447093748684633,96,96
1063,cov-sq_MinCovDet,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.060544136106823854,96,96
1064,cov-sq_MinCovDet,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.11092195392890802,96,96
1065,cov-sq_MinCovDet,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.045303810738470784,96,96
1066,cov-sq_MinCovDet,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.033030421091365225,96,96
1067,cov-sq_MinCovDet,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.032101426682325185,96,96
1068,cov-sq_MinCovDet,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.08333333333333333,96,96
1069,cov-sq_MinCovDet,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.15625,96,96
1070,cov-sq_MinCovDet,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.08333333333333333,96,96
1071,cov-sq_OAS,cov-sq_ShrunkCovariance,0.875,96,96
1072,cov-sq_OAS,prec_EmpiricalCovariance,0.20062646247457697,96,96
1073,cov-sq_OAS,prec_EllipticEnvelope,0.23260282403339383,96,96
1074,cov-sq_OAS,prec_GraphicalLasso,0.19447000946349177,96,96
1075,cov-sq_OAS,prec_GraphicalLassoCV,0.19462804261796723,96,96
1076,cov-sq_OAS,prec_LedoitWolf,0.01723030649617019,96,96
1077,cov-sq_OAS,prec_MinCovDet,0.2517618300943897,96,96
1078,cov-sq_OAS,prec_OAS,0.19692476271410925,96,96
1079,cov-sq_OAS,prec_ShrunkCovariance,0.2260625217097384,96,96
1080,cov-sq_OAS,prec-sq_EmpiricalCovariance,0.0612422458242583,96,96
1081,cov-sq_OAS,prec-sq_EllipticEnvelope,0.10842264320830164,96,96
1082,cov-sq_OAS,prec-sq_GraphicalLasso,0.062225342967949016,96,96
1083,cov-sq_OAS,prec-sq_GraphicalLassoCV,0.10279186935918394,96,96
1084,cov-sq_OAS,prec-sq_LedoitWolf,0.4293861376731052,96,96
1085,cov-sq_OAS,prec-sq_MinCovDet,0.10930602672261247,96,96
1086,cov-sq_OAS,prec-sq_OAS,0.08567497670762647,96,96
1087,cov-sq_OAS,prec-sq_ShrunkCovariance,0.1877076543111577,96,96
1088,cov-sq_OAS,spearmanr-sq,0.1287705000555487,96,96
1089,cov-sq_OAS,spearmanr,0.14280363960247675,96,96
1090,cov-sq_OAS,kendalltau-sq,0.13262849892652984,96,96
1091,cov-sq_OAS,kendalltau,0.14268522978602963,96,96
1092,cov-sq_OAS,xcorr_max_sig-True,0.53356862924373,96,96
1093,cov-sq_OAS,xcorr-sq_max_sig-True,0.32950467283939133,96,96
1094,cov-sq_OAS,xcorr_mean_sig-True,0.27779828818630664,96,96
1095,cov-sq_OAS,xcorr-sq_mean_sig-True,0.4420892355053643,96,96
1096,cov-sq_OAS,xcorr_mean_sig-False,0.31612084124106465,96,96
1097,cov-sq_OAS,xcorr-sq_mean_sig-False,0.28532623219662473,96,96
1098,cov-sq_OAS,pdist_euclidean,0.7532818337592178,96,96
1099,cov-sq_OAS,pdist_cityblock,0.788145921350349,96,96
1100,cov-sq_OAS,pdist_cosine,0.2414530000632682,96,96
1101,cov-sq_OAS,pdist_chebyshev,0.7838711906283191,96,96
1102,cov-sq_OAS,pdist_canberra,0.24663930797336164,96,96
1103,cov-sq_OAS,pdist_braycurtis,0.20946412440290382,96,96
1104,cov-sq_OAS,di_gaussian,0.22705145756668876,96,96
1105,cov-sq_OAS,di_kozachenko,0.882492446029267,96,96
1106,cov-sq_OAS,di_kernel_W-0.5,0.16313626845862872,96,96
1107,cov-sq_OAS,mi_gaussian,0.4533764432880558,96,96
1108,cov-sq_OAS,mi_kraskov_NN-4,0.29910844826401184,96,96
1109,cov-sq_OAS,mi_kraskov_NN-4_DCE,0.3018671698213432,96,96
1110,cov-sq_OAS,mi_kernel_W-0.25,0.6053123916586755,96,96
1111,cov-sq_OAS,tlmi_gaussian,0.32082692008550023,96,96
1112,cov-sq_OAS,tlmi_kraskov_NN-4,0.26004073419453533,96,96
1113,cov-sq_OAS,tlmi_kraskov_NN-4_DCE,0.3550475820458937,96,96
1114,cov-sq_OAS,tlmi_kernel_W-0.25,0.2755229663906497,96,96
1115,cov-sq_OAS,te_kraskov_NN-4_k-max-10_tau-max-4,0.25967027268708875,96,96
1116,cov-sq_OAS,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.23686936067541153,96,96
1117,cov-sq_OAS,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.19694374232854683,96,96
1118,cov-sq_OAS,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.3003016111703015,96,96
1119,cov-sq_OAS,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.29792801666235097,96,96
1120,cov-sq_OAS,te_kernel_W-0.25_k-1,0.3209291610935793,96,96
