feature_index,SPI-1,SPI-2,ks_statistic,n_CML,n_VAR(1)
8763,bary_euclidean_mean,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.09754495159059474,241,240
8764,bary_euclidean_mean,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.09420816044260027,241,240
8765,bary_euclidean_mean,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.07840594744121715,241,240
8766,bary_euclidean_mean,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.04386237897648686,241,240
8767,bary_euclidean_mean,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.1311030428769018,241,240
8768,bary_euclidean_mean,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.09766597510373444,241,240
8769,bary_euclidean_mean,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.05772821576763486,241,240
8770,bary_euclidean_mean,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.06547372060857538,241,240
8771,bary_euclidean_mean,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.06967496542185339,241,240
8772,bary_euclidean_mean,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.08091286307053942,241,240
8773,bary_euclidean_mean,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.07633125864453666,241,240
8774,bary_euclidean_mean,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.12785269709543567,241,240
8775,bary_euclidean_mean,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.09298063623789765,241,240
8776,bary_euclidean_mean,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.08386929460580912,241,240
8777,bary_euclidean_mean,ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.06576763485477179,241,240
8778,bary_euclidean_mean,ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,0.113917704011065,241,240
8779,bary_euclidean_mean,ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,0.184716459197787,241,240
8780,bary_euclidean_mean,ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.043118948824343015,241,240
8781,bary_euclidean_mean,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.04261756569847856,241,240
8782,bary_euclidean_mean,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.04877247579529737,241,240
8783,bary_euclidean_mean,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.08174273858921162,241,240
8784,bary_euclidean_mean,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.05115836791147994,241,240
8785,bary_euclidean_mean,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.10102005532503458,241,240
8786,bary_euclidean_mean,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.08647994467496542,241,240
8787,bary_euclidean_mean,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.05682918395573997,241,240
8788,bary_euclidean_mean,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.0687240663900415,241,240
8789,bary_euclidean_mean,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.1468706777316736,241,240
8790,bary_euclidean_mean,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.0672372060857538,241,240
8791,bary_euclidean_mean,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06338174273858921,241,240
8792,bary_euclidean_mean,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.0906984785615491,241,240
8793,bary_euclidean_mean,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.08205394190871369,241,240
8794,bary_euclidean_mean,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.047372060857538034,241,240
8795,bary_euclidean_mean,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.06986514522821577,241,240
8796,bary_euclidean_mean,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.04614453665283541,241,240
8797,bary_euclidean_mean,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.07297717842323652,241,240
8798,bary_euclidean_mean,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.06690871369294606,241,240
8799,bary_euclidean_mean,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.050743430152143845,241,240
8800,bary_euclidean_mean,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.07214730290456431,241,240
8801,bary_euclidean_mean,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.08813969571230983,241,240
8802,bary_euclidean_mean,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.08160442600276625,241,240
8803,bary_euclidean_mean,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.08262448132780083,241,240
8804,bary_euclidean_mean,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.09458852005532503,241,240
8805,bary_euclidean_mean,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.057589903181189485,241,240
8806,bary_euclidean_mean,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.05179806362378977,241,240
8807,bary_euclidean_mean,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.06039073305670816,241,240
8808,bary_euclidean_mean,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.07792185338865837,241,240
8809,bary_euclidean_mean,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.04607538035961273,241,240
8810,bary_euclidean_mean,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.09505532503457814,241,240
8811,bary_euclidean_mean,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.11436721991701244,241,240
8812,bary_euclidean_mean,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.1358402489626556,241,240
8813,bary_euclidean_mean,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.036704702627939144,241,240
8814,bary_euclidean_mean,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,0.04495159059474412,241,240
8815,bary_euclidean_mean,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,0.057382434301521436,241,240
8816,bary_euclidean_mean,sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,0.050535961272475796,241,240
8817,bary_euclidean_mean,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,0.057140387275242045,241,240
8818,bary_euclidean_mean,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,0.07795643153526971,241,240
8819,bary_euclidean_mean,sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,0.06182572614107884,241,240
8820,bary_euclidean_mean,sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,0.12233748271092669,241,240
8821,bary_euclidean_mean,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,0.09495159059474412,241,240
8822,bary_euclidean_mean,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,0.09002420470262794,241,240
8823,bary_euclidean_mean,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,0.0556881051175657,241,240
8824,bary_euclidean_mean,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,0.07709197786998617,241,240
8825,bary_euclidean_mean,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,0.0720954356846473,241,240
8826,bary_euclidean_mean,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20,0.09346473029045643,241,240
8827,bary_euclidean_mean,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20,0.07674619640387276,241,240
8828,bary_euclidean_mean,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,0.07565698478561549,241,240
8829,bary_euclidean_mean,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,0.09441562932226832,241,240
8830,bary_euclidean_mean,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,0.0693118948824343,241,240
8831,bary_euclidean_mean,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,0.09664591977869987,241,240
8832,bary_euclidean_mean,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1,0.05603388658367912,241,240
8833,bary_euclidean_mean,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,0.0741701244813278,241,240
8834,bary_euclidean_mean,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,0.10546334716459198,241,240
8835,bary_euclidean_mean,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20,0.08203665283540802,241,240
8836,bary_euclidean_mean,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20,0.05506569847856155,241,240
8837,bary_euclidean_mean,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,0.10048409405255879,241,240
8838,bary_euclidean_mean,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.09398340248962656,241,240
8839,bary_euclidean_mean,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.06450553250345782,241,240
8840,bary_euclidean_mean,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.111134163208852,241,240
8841,bary_euclidean_mean,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.08134508990318119,241,240
8842,bary_euclidean_mean,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.06388312586445366,241,240
8843,bary_euclidean_mean,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.10169432918395574,241,240
8844,bary_euclidean_mean,lmfit_Ridge,0.06839557399723376,241,240
8845,bary_euclidean_mean,lmfit_Lasso,0.08606500691562932,241,240
8846,bary_euclidean_mean,lmfit_SGDRegressor,0.07270055325034579,241,240
8847,bary_euclidean_mean,lmfit_ElasticNet,0.04372406639004149,241,240
8848,bary_euclidean_mean,lmfit_BayesianRidge,0.055739972337482714,241,240
8849,bary_euclidean_mean,coint_johansen_max_eig_stat_order-0_ardiff-10,0.09315352697095436,241,240
8850,bary_euclidean_mean,coint_johansen_trace_stat_order-0_ardiff-10,0.0715594744121715,241,240
8851,bary_euclidean_mean,coint_johansen_max_eig_stat_order-0_ardiff-1,0.05655255878284924,241,240
8852,bary_euclidean_mean,coint_johansen_trace_stat_order-0_ardiff-1,0.044104426002766255,241,240
8853,bary_euclidean_mean,coint_johansen_max_eig_stat_order-1_ardiff-10,0.14408713692946057,241,240
8854,bary_euclidean_mean,coint_johansen_trace_stat_order-1_ardiff-10,0.07384163208852006,241,240
8855,bary_euclidean_mean,coint_johansen_max_eig_stat_order-1_ardiff-1,0.06953665283540802,241,240
8856,bary_euclidean_mean,coint_johansen_trace_stat_order-1_ardiff-1,0.09837482710926694,241,240
8857,bary_euclidean_mean,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.09455394190871369,241,240
8858,bary_euclidean_mean,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.057347856154910094,241,240
8859,bary_euclidean_mean,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.05281811894882434,241,240
8860,bary_euclidean_mean,pec,0.06007952973720609,241,240
8861,bary_euclidean_mean,pec_orth,0.07783540802213001,241,240
8862,bary_euclidean_mean,pec_log,0.08053250345781467,241,240
8863,bary_euclidean_mean,pec_orth_log,0.0891597510373444,241,240
8864,bary_euclidean_mean,pec_orth_abs,0.07128284923928077,241,240
8865,bary_euclidean_mean,pec_orth_log_abs,0.07660788381742739,241,240
8866,bary_euclidean_max,bary-sq_euclidean_mean,0.020383457084315812,241,240
8867,bary_euclidean_max,bary-sq_euclidean_max,0.7848068583194049,241,240
8868,bary_euclidean_max,gwtau,0.010227137008670395,241,240
8869,bary_euclidean_max,anm,0.4480011862474317,241,240
8870,bary_euclidean_max,cds,0.6124063704607519,241,240
8871,bary_euclidean_max,reci,0.3105300243811884,241,240
8872,bary_euclidean_max,igci,0.088865836791148,241,240
8873,bary_euclidean_max,je_gaussian,0.0635679183060398,241,240
8874,bary_euclidean_max,je_kozachenko,0.5441121816574648,241,240
8875,bary_euclidean_max,je_kernel_W-0.5,0.3779595867189852,241,240
8876,bary_euclidean_max,ce_gaussian,0.0635679183060398,241,240
8877,bary_euclidean_max,ce_kernel_W-0.5,0.3163888660165391,241,240
8878,bary_euclidean_max,cce_gaussian,0.23013610103303112,241,240
8879,bary_euclidean_max,cce_kozachenko,0.9174392103790998,241,240
8880,bary_euclidean_max,cce_kernel_W-0.5,0.22090496561215364,241,240
8881,bary_euclidean_max,xme_gaussian_k1,0.034481140664207266,241,240
8882,bary_euclidean_max,xme_kozachenko_k1,0.4634637247289807,241,240
8883,bary_euclidean_max,xme_kernel_W-0.5_k1,0.10399112581578179,241,240
8884,bary_euclidean_max,xme_gaussian_k10,0.05417020586078258,241,240
8885,bary_euclidean_max,xme_kozachenko_k10,0.0705779276432505,241,240
8886,bary_euclidean_max,xme_kernel_W-0.5_k10,0.11234660701283572,241,240
8887,bary_euclidean_max,di_gaussian,0.48835869883702093,241,240
8888,bary_euclidean_max,di_kozachenko,0.8154763331127461,241,240
8889,bary_euclidean_max,di_kernel_W-0.5,0.2307784950668218,241,240
8890,bary_euclidean_max,si_gaussian_k-1,0.12117749596486138,241,240
8891,bary_euclidean_max,si_kozachenko_k-1,0.060655145079128225,241,240
8892,bary_euclidean_max,si_kernel_W-0.5_k-1,0.06916925434442778,241,240
8893,bary_euclidean_max,mi_gaussian,0.06356791830603925,241,240
8894,bary_euclidean_max,mi_kraskov_NN-4,0.22091385874916486,241,240
8895,bary_euclidean_max,mi_kraskov_NN-4_DCE,0.06709527188772513,241,240
8896,bary_euclidean_max,mi_kernel_W-0.25,0.10614176002356956,241,240
8897,bary_euclidean_max,tlmi_gaussian,0.04405583427983484,241,240
8898,bary_euclidean_max,tlmi_kraskov_NN-4,0.2211059310262316,241,240
8899,bary_euclidean_max,tlmi_kraskov_NN-4_DCE,0.1318409180384466,241,240
8900,bary_euclidean_max,tlmi_kernel_W-0.25,0.12329096297071729,241,240
8901,bary_euclidean_max,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.7367641905205691,241,240
8902,bary_euclidean_max,gc_gaussian_k-1_kt-1_l-1_lt-1,0.36706740059544035,241,240
8903,bary_euclidean_max,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.17257597322151236,241,240
8904,bary_euclidean_max,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.16460441790431984,241,240
8905,bary_euclidean_max,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.055446058091286304,241,240
8906,bary_euclidean_max,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1256281081733136,241,240
8907,bary_euclidean_max,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.07329067904743547,241,240
8908,bary_euclidean_max,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.09448957781182687,241,240
8909,bary_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.06537589443955849,241,240
8910,bary_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.08292693818475455,241,240
8911,bary_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.16833363678758917,241,240
8912,bary_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.027170888518962988,241,240
8913,bary_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06468430191307778,241,240
8914,bary_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.21170217310693817,241,240
8915,bary_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3039923816904298,241,240
8916,bary_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2896896895387597,241,240
8917,bary_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.22128601842504564,241,240
8918,bary_euclidean_max,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.237703098771047,241,240
8919,bary_euclidean_max,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2263726067765297,241,240
8920,bary_euclidean_max,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.21335061545045814,241,240
8921,bary_euclidean_max,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.056414246196403874,241,240
8922,bary_euclidean_max,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.09628284923928078,241,240
8923,bary_euclidean_max,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.05961272475795298,241,240
8924,bary_euclidean_max,plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.04313491698450386,241,240
8925,bary_euclidean_max,plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.12366447705258463,241,240
8926,bary_euclidean_max,plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.11583579162957724,241,240
8927,bary_euclidean_max,plv_multitaper_max_fs-1_fmin-0_fmax-0-5,0.08687636838079571,241,240
8928,bary_euclidean_max,plv_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06892480097415529,241,240
8929,bary_euclidean_max,plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.1353121134578148,241,240
8930,bary_euclidean_max,pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.07166320885200553,241,240
8931,bary_euclidean_max,pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.11440179806362379,241,240
8932,bary_euclidean_max,pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.06383125864453665,241,240
8933,bary_euclidean_max,pli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.20010843102484482,241,240
8934,bary_euclidean_max,pli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.062435938378022526,241,240
8935,bary_euclidean_max,pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.06715463775715863,241,240
8936,bary_euclidean_max,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.07344398340248963,241,240
8937,bary_euclidean_max,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.05235131396957123,241,240
8938,bary_euclidean_max,wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.049515905947441215,241,240
8939,bary_euclidean_max,wpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1995663168099827,241,240
8940,bary_euclidean_max,wpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06408126672361025,241,240
8941,bary_euclidean_max,wpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.06344827625851945,241,240
8942,bary_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.21580022610498573,241,240
8943,bary_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.19138188845981285,241,240
8944,bary_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.18498529306932365,241,240
8945,bary_euclidean_max,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.08563278008298755,241,240
8946,bary_euclidean_max,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.4534639588503537,241,240
8947,bary_euclidean_max,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.38420414211494347,241,240
8948,bary_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.22503863181603656,241,240
8949,bary_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.218855922158874,241,240
8950,bary_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.21603687362817736,241,240
8951,bary_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.062154218533886585,241,240
8952,bary_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.45303581328897813,241,240
8953,bary_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.38434279550493633,241,240
8954,bary_euclidean_max,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.05130593719409082,241,240
8955,bary_euclidean_max,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.12339351496033782,241,240
8956,bary_euclidean_max,ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.12987621493474844,241,240
8957,bary_euclidean_max,ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,0.08687636838079571,241,240
8958,bary_euclidean_max,ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06892480097415529,241,240
8959,bary_euclidean_max,ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.1353121134578148,241,240
8960,bary_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.06083972178798819,241,240
8961,bary_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.10015119759658747,241,240
8962,bary_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.03361602437824107,241,240
8963,bary_euclidean_max,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.08446248827594349,241,240
8964,bary_euclidean_max,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.05343415985667277,241,240
8965,bary_euclidean_max,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.11163886300364839,241,240
8966,bary_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.08830185886458727,241,240
8967,bary_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1559856652177543,241,240
8968,bary_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.07647715794520576,241,240
8969,bary_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.201279606393087,241,240
8970,bary_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.04289828120197081,241,240
8971,bary_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.26651270420194323,241,240
8972,bary_euclidean_max,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.06083972178798819,241,240
8973,bary_euclidean_max,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.10015119759658747,241,240
8974,bary_euclidean_max,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.03361602437824107,241,240
8975,bary_euclidean_max,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.08446248827594349,241,240
8976,bary_euclidean_max,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.05343415985667277,241,240
8977,bary_euclidean_max,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.11163886300364839,241,240
8978,bary_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.08344848258268256,241,240
8979,bary_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.07447643725507486,241,240
8980,bary_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.1395244417877468,241,240
8981,bary_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.16172523617826995,241,240
8982,bary_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.11077748166581514,241,240
8983,bary_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.19425633894582822,241,240
8984,bary_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.2047317736702602,241,240
8985,bary_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2986460364362883,241,240
8986,bary_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.032340897403088376,241,240
8987,bary_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.07761162493932383,241,240
8988,bary_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.14891786750520775,241,240
8989,bary_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.12908146049858737,241,240
8990,bary_euclidean_max,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.0675311203319502,241,240
8991,bary_euclidean_max,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.0887448132780083,241,240
8992,bary_euclidean_max,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.10503112033195021,241,240
8993,bary_euclidean_max,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,0.08765423433618291,241,240
8994,bary_euclidean_max,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,0.0702729890373256,241,240
8995,bary_euclidean_max,sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,0.15009072537156898,241,240
8996,bary_euclidean_max,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,0.14242112316001398,241,240
8997,bary_euclidean_max,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,0.08943506606424168,241,240
8998,bary_euclidean_max,sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,0.1944278828591589,241,240
8999,bary_euclidean_max,sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,0.14801149156475024,241,240
9000,bary_euclidean_max,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,0.22402994777055116,241,240
9001,bary_euclidean_max,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,0.11154220021814898,241,240
9002,bary_euclidean_max,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,0.36867647998605824,241,240
9003,bary_euclidean_max,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,0.36467134561107073,241,240
9004,bary_euclidean_max,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,0.3769023096198537,241,240
9005,bary_euclidean_max,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20,0.09907024175114829,241,240
9006,bary_euclidean_max,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20,0.15304163845938182,241,240
9007,bary_euclidean_max,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,0.10049440432590806,241,240
9008,bary_euclidean_max,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,0.16577526748166815,241,240
9009,bary_euclidean_max,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,0.17620023155067113,241,240
9010,bary_euclidean_max,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,0.18623968272262587,241,240
9011,bary_euclidean_max,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1,0.3532779695705524,241,240
9012,bary_euclidean_max,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,0.34096664940369725,241,240
9013,bary_euclidean_max,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,0.3817242271305398,241,240
9014,bary_euclidean_max,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20,0.20146439034060826,241,240
9015,bary_euclidean_max,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20,0.07936942995716578,241,240
9016,bary_euclidean_max,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,0.2238648337391151,241,240
9017,bary_euclidean_max,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.04195935748875576,241,240
9018,bary_euclidean_max,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.017191024776912922,241,240
