feature_index,SPI-1,SPI-2,ks_statistic,n_MackeyGlass,n_VAR(1)-Unidirectional
656,cov-sq_EmpiricalCovariance,prec-sq_MinCovDet,0.7847790647268634,96,96
657,cov-sq_EmpiricalCovariance,prec-sq_OAS,0.5069192177746491,96,96
658,cov-sq_EmpiricalCovariance,prec-sq_ShrunkCovariance,0.3856846612968961,96,96
659,cov-sq_EmpiricalCovariance,spearmanr-sq,0.4312100363069481,96,96
660,cov-sq_EmpiricalCovariance,spearmanr,0.175514293097497,96,96
661,cov-sq_EmpiricalCovariance,kendalltau-sq,0.39496955217373025,96,96
662,cov-sq_EmpiricalCovariance,kendalltau,0.17583477078527665,96,96
663,cov-sq_EmpiricalCovariance,xcorr_max_sig-True,0.22633809202127214,96,96
664,cov-sq_EmpiricalCovariance,xcorr-sq_max_sig-True,0.2641992758763154,96,96
665,cov-sq_EmpiricalCovariance,xcorr_mean_sig-True,0.19236398571270552,96,96
666,cov-sq_EmpiricalCovariance,xcorr-sq_mean_sig-True,0.26026407520338013,96,96
667,cov-sq_EmpiricalCovariance,xcorr_mean_sig-False,0.08630121343535924,96,96
668,cov-sq_EmpiricalCovariance,xcorr-sq_mean_sig-False,0.3586012977987232,96,96
669,cov-sq_EmpiricalCovariance,pdist_euclidean,0.171019420220695,96,96
670,cov-sq_EmpiricalCovariance,pdist_cityblock,0.178471402203923,96,96
671,cov-sq_EmpiricalCovariance,pdist_cosine,0.171019420220695,96,96
672,cov-sq_EmpiricalCovariance,pdist_chebyshev,0.5855583276239178,96,96
673,cov-sq_EmpiricalCovariance,pdist_canberra,0.20543259088954452,96,96
674,cov-sq_EmpiricalCovariance,pdist_braycurtis,0.17722694408374917,96,96
675,cov-sq_EmpiricalCovariance,di_gaussian,1.0,96,96
676,cov-sq_EmpiricalCovariance,di_kozachenko,0.6355124060757267,96,96
677,cov-sq_EmpiricalCovariance,di_kernel_W-0.5,0.9739162832974706,96,96
678,cov-sq_EmpiricalCovariance,mi_gaussian,0.15625,96,96
679,cov-sq_EmpiricalCovariance,mi_kraskov_NN-4,0.7408761020736553,96,96
680,cov-sq_EmpiricalCovariance,mi_kraskov_NN-4_DCE,0.8236922647959412,96,96
681,cov-sq_EmpiricalCovariance,mi_kernel_W-0.25,0.6980237764916728,96,96
682,cov-sq_EmpiricalCovariance,tlmi_gaussian,0.5850952026637096,96,96
683,cov-sq_EmpiricalCovariance,tlmi_kraskov_NN-4,0.8204513132384368,96,96
684,cov-sq_EmpiricalCovariance,tlmi_kraskov_NN-4_DCE,0.7434449296313896,96,96
685,cov-sq_EmpiricalCovariance,tlmi_kernel_W-0.25,0.6464633211035489,96,96
686,cov-sq_EmpiricalCovariance,te_kraskov_NN-4_k-max-10_tau-max-4,0.2597561451480046,96,96
687,cov-sq_EmpiricalCovariance,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.35592263651426115,96,96
688,cov-sq_EmpiricalCovariance,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.3589671730695101,96,96
689,cov-sq_EmpiricalCovariance,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.37637275583307556,96,96
690,cov-sq_EmpiricalCovariance,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.4178424309934528,96,96
691,cov-sq_EmpiricalCovariance,te_kernel_W-0.25_k-1,0.46131363460600094,96,96
692,cov-sq_EmpiricalCovariance,gc_gaussian_k-max-10_tau-max-2,1.0,96,96
693,cov-sq_EmpiricalCovariance,gc_gaussian_k-1_kt-1_l-1_lt-1,0.539001542881886,96,96
694,cov-sq_EmpiricalCovariance,te_symbolic_k-1_kt-1_l-1_lt-1,0.539001542881886,96,96
695,cov-sq_EmpiricalCovariance,te_symbolic_k-10_kt-1_l-1_lt-1,1.0,96,96
696,cov-sq_EmpiricalCovariance,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.07291666666666667,96,96
697,cov-sq_EmpiricalCovariance,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.11458333333333333,96,96
698,cov-sq_EmpiricalCovariance,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.07291666666666667,96,96
699,cov-sq_EmpiricalCovariance,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.12388966426456816,96,96
700,cov-sq_EmpiricalCovariance,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.12812839819107513,96,96
701,cov-sq_EmpiricalCovariance,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.13296963352414515,96,96
702,cov-sq_EmpiricalCovariance,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.14170664815920087,96,96
703,cov-sq_EmpiricalCovariance,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.1291010921675435,96,96
704,cov-sq_EmpiricalCovariance,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.14784708061898932,96,96
705,cov-sq_EmpiricalCovariance,pec,0.49595902483072846,96,96
706,cov-sq_EmpiricalCovariance,pec_orth,0.4429720090477848,96,96
707,cov-sq_EmpiricalCovariance,pec_log,0.5803804274365099,96,96
708,cov-sq_EmpiricalCovariance,pec_orth_log,0.39580729932199343,96,96
709,cov-sq_EmpiricalCovariance,pec_orth_abs,0.34363680522134166,96,96
710,cov-sq_EmpiricalCovariance,pec_orth_log_abs,0.31026423540423653,96,96
711,cov-sq_EllipticEnvelope,cov-sq_GraphicalLasso,0.8565200605970024,96,96
712,cov-sq_EllipticEnvelope,cov-sq_GraphicalLassoCV,0.5290641501375086,96,96
713,cov-sq_EllipticEnvelope,cov-sq_LedoitWolf,0.8018736533758084,96,96
714,cov-sq_EllipticEnvelope,cov-sq_MinCovDet,0.7307398157483254,96,96
715,cov-sq_EllipticEnvelope,cov-sq_OAS,0.8018736533758084,96,96
716,cov-sq_EllipticEnvelope,cov-sq_ShrunkCovariance,0.8018736533758084,96,96
717,cov-sq_EllipticEnvelope,prec_EmpiricalCovariance,0.7775255651455186,96,96
718,cov-sq_EllipticEnvelope,prec_EllipticEnvelope,0.7772990547038845,96,96
719,cov-sq_EllipticEnvelope,prec_GraphicalLasso,0.6028040222885584,96,96
720,cov-sq_EllipticEnvelope,prec_GraphicalLassoCV,0.3609848262079078,96,96
721,cov-sq_EllipticEnvelope,prec_LedoitWolf,0.71150108561793,96,96
722,cov-sq_EllipticEnvelope,prec_MinCovDet,0.7793419998075881,96,96
723,cov-sq_EllipticEnvelope,prec_OAS,0.6393851750619804,96,96
724,cov-sq_EllipticEnvelope,prec_ShrunkCovariance,0.26849205007174837,96,96
725,cov-sq_EllipticEnvelope,prec-sq_EmpiricalCovariance,0.748805408877309,96,96
726,cov-sq_EllipticEnvelope,prec-sq_EllipticEnvelope,0.8245727832003041,96,96
727,cov-sq_EllipticEnvelope,prec-sq_GraphicalLasso,0.9751032358126537,96,96
728,cov-sq_EllipticEnvelope,prec-sq_GraphicalLassoCV,0.7620063690783909,96,96
729,cov-sq_EllipticEnvelope,prec-sq_LedoitWolf,0.8311184834020229,96,96
730,cov-sq_EllipticEnvelope,prec-sq_MinCovDet,0.8163876878976987,96,96
731,cov-sq_EllipticEnvelope,prec-sq_OAS,0.844245895584033,96,96
732,cov-sq_EllipticEnvelope,prec-sq_ShrunkCovariance,0.8041860741355783,96,96
733,cov-sq_EllipticEnvelope,spearmanr-sq,0.8533513522357004,96,96
734,cov-sq_EllipticEnvelope,spearmanr,0.2953939198122956,96,96
735,cov-sq_EllipticEnvelope,kendalltau-sq,0.8476939619515235,96,96
736,cov-sq_EllipticEnvelope,kendalltau,0.3042069150836385,96,96
737,cov-sq_EllipticEnvelope,xcorr_max_sig-True,0.4077805752065191,96,96
738,cov-sq_EllipticEnvelope,xcorr-sq_max_sig-True,0.3898780075911459,96,96
739,cov-sq_EllipticEnvelope,xcorr_mean_sig-True,0.1902220664435317,96,96
740,cov-sq_EllipticEnvelope,xcorr-sq_mean_sig-True,0.3100817919367602,96,96
741,cov-sq_EllipticEnvelope,xcorr_mean_sig-False,0.2486533186849939,96,96
742,cov-sq_EllipticEnvelope,xcorr-sq_mean_sig-False,0.3774738327700079,96,96
743,cov-sq_EllipticEnvelope,pdist_euclidean,0.3021259933954231,96,96
744,cov-sq_EllipticEnvelope,pdist_cityblock,0.29103144118746727,96,96
745,cov-sq_EllipticEnvelope,pdist_cosine,0.3021259933954231,96,96
746,cov-sq_EllipticEnvelope,pdist_chebyshev,0.1393449197201848,96,96
747,cov-sq_EllipticEnvelope,pdist_canberra,0.2876222257784222,96,96
748,cov-sq_EllipticEnvelope,pdist_braycurtis,0.2876871370198885,96,96
749,cov-sq_EllipticEnvelope,di_gaussian,1.0,96,96
750,cov-sq_EllipticEnvelope,di_kozachenko,0.1924483566120403,96,96
751,cov-sq_EllipticEnvelope,di_kernel_W-0.5,0.5029661278385827,96,96
752,cov-sq_EllipticEnvelope,mi_gaussian,0.8018736533758084,96,96
753,cov-sq_EllipticEnvelope,mi_kraskov_NN-4,0.16101252656333997,96,96
754,cov-sq_EllipticEnvelope,mi_kraskov_NN-4_DCE,0.14502968228458446,96,96
755,cov-sq_EllipticEnvelope,mi_kernel_W-0.25,0.19099486827827755,96,96
756,cov-sq_EllipticEnvelope,tlmi_gaussian,0.6210505300899557,96,96
757,cov-sq_EllipticEnvelope,tlmi_kraskov_NN-4,0.4122854610779895,96,96
758,cov-sq_EllipticEnvelope,tlmi_kraskov_NN-4_DCE,0.2729277139010512,96,96
759,cov-sq_EllipticEnvelope,tlmi_kernel_W-0.25,0.042579090651817586,96,96
760,cov-sq_EllipticEnvelope,te_kraskov_NN-4_k-max-10_tau-max-4,0.08757787841914211,96,96
761,cov-sq_EllipticEnvelope,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.5437962955300306,96,96
762,cov-sq_EllipticEnvelope,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.5496827588184559,96,96
763,cov-sq_EllipticEnvelope,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.5516224091399973,96,96
764,cov-sq_EllipticEnvelope,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.349040812584218,96,96
765,cov-sq_EllipticEnvelope,te_kernel_W-0.25_k-1,0.37508559903234895,96,96
766,cov-sq_EllipticEnvelope,gc_gaussian_k-max-10_tau-max-2,1.0,96,96
767,cov-sq_EllipticEnvelope,gc_gaussian_k-1_kt-1_l-1_lt-1,0.5174837478623235,96,96
768,cov-sq_EllipticEnvelope,te_symbolic_k-1_kt-1_l-1_lt-1,0.5174837478623235,96,96
769,cov-sq_EllipticEnvelope,te_symbolic_k-10_kt-1_l-1_lt-1,1.0,96,96
770,cov-sq_EllipticEnvelope,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.10416666666666667,96,96
771,cov-sq_EllipticEnvelope,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.09375,96,96
772,cov-sq_EllipticEnvelope,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.125,96,96
773,cov-sq_EllipticEnvelope,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.1500027018587543,96,96
774,cov-sq_EllipticEnvelope,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.16242915800161606,96,96
775,cov-sq_EllipticEnvelope,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.150281525185038,96,96
776,cov-sq_EllipticEnvelope,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.15349374636321234,96,96
777,cov-sq_EllipticEnvelope,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.16274027276675085,96,96
778,cov-sq_EllipticEnvelope,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.16345349122611774,96,96
779,cov-sq_EllipticEnvelope,pec,0.18534200933684436,96,96
780,cov-sq_EllipticEnvelope,pec_orth,0.46349678080020684,96,96
781,cov-sq_EllipticEnvelope,pec_log,0.17503969570497452,96,96
782,cov-sq_EllipticEnvelope,pec_orth_log,0.39274759744430854,96,96
783,cov-sq_EllipticEnvelope,pec_orth_abs,0.3714754395551365,96,96
784,cov-sq_EllipticEnvelope,pec_orth_log_abs,0.22415091291628889,96,96
785,cov-sq_GraphicalLasso,cov-sq_GraphicalLassoCV,0.5921072001693642,96,96
786,cov-sq_GraphicalLasso,cov-sq_LedoitWolf,0.9095998831925327,96,96
787,cov-sq_GraphicalLasso,cov-sq_MinCovDet,0.8632761131660024,96,96
788,cov-sq_GraphicalLasso,cov-sq_OAS,0.9095998831925327,96,96
789,cov-sq_GraphicalLasso,cov-sq_ShrunkCovariance,0.9095998831925327,96,96
790,cov-sq_GraphicalLasso,prec_EmpiricalCovariance,0.6583651142887125,96,96
791,cov-sq_GraphicalLasso,prec_EllipticEnvelope,0.6804758856276762,96,96
792,cov-sq_GraphicalLasso,prec_GraphicalLasso,0.29590594382331836,96,96
793,cov-sq_GraphicalLasso,prec_GraphicalLassoCV,0.2992399657133284,96,96
794,cov-sq_GraphicalLasso,prec_LedoitWolf,0.37310637568965394,96,96
795,cov-sq_GraphicalLasso,prec_MinCovDet,0.6881311456538292,96,96
796,cov-sq_GraphicalLasso,prec_OAS,0.3424908154582077,96,96
797,cov-sq_GraphicalLasso,prec_ShrunkCovariance,0.22716778485575062,96,96
798,cov-sq_GraphicalLasso,prec-sq_EmpiricalCovariance,0.7986509170932076,96,96
799,cov-sq_GraphicalLasso,prec-sq_EllipticEnvelope,0.8459254392900888,96,96
800,cov-sq_GraphicalLasso,prec-sq_GraphicalLasso,0.8163858638540072,96,96
801,cov-sq_GraphicalLasso,prec-sq_GraphicalLassoCV,0.7204847845928826,96,96
802,cov-sq_GraphicalLasso,prec-sq_LedoitWolf,0.7185844557003217,96,96
803,cov-sq_GraphicalLasso,prec-sq_MinCovDet,0.8716045000600224,96,96
804,cov-sq_GraphicalLasso,prec-sq_OAS,0.7073722834523476,96,96
805,cov-sq_GraphicalLasso,prec-sq_ShrunkCovariance,0.6705250764696337,96,96
806,cov-sq_GraphicalLasso,spearmanr-sq,0.8319162332848269,96,96
807,cov-sq_GraphicalLasso,spearmanr,0.2788602858034752,96,96
808,cov-sq_GraphicalLasso,kendalltau-sq,0.832848383838998,96,96
809,cov-sq_GraphicalLasso,kendalltau,0.2790944474910363,96,96
810,cov-sq_GraphicalLasso,xcorr_max_sig-True,0.2549293677197123,96,96
811,cov-sq_GraphicalLasso,xcorr-sq_max_sig-True,0.24791182369909864,96,96
812,cov-sq_GraphicalLasso,xcorr_mean_sig-True,0.17943573902634552,96,96
813,cov-sq_GraphicalLasso,xcorr-sq_mean_sig-True,0.470835483117218,96,96
814,cov-sq_GraphicalLasso,xcorr_mean_sig-False,0.1717286075681702,96,96
815,cov-sq_GraphicalLasso,xcorr-sq_mean_sig-False,0.5401666091186781,96,96
816,cov-sq_GraphicalLasso,pdist_euclidean,0.2770996057706921,96,96
817,cov-sq_GraphicalLasso,pdist_cityblock,0.2777213540919187,96,96
818,cov-sq_GraphicalLasso,pdist_cosine,0.2770996057706921,96,96
819,cov-sq_GraphicalLasso,pdist_chebyshev,0.1867639553557129,96,96
820,cov-sq_GraphicalLasso,pdist_canberra,0.26904585771872547,96,96
821,cov-sq_GraphicalLasso,pdist_braycurtis,0.27661533983031217,96,96
822,cov-sq_GraphicalLasso,di_gaussian,1.0,96,96
823,cov-sq_GraphicalLasso,di_kozachenko,0.207225006435101,96,96
824,cov-sq_GraphicalLasso,di_kernel_W-0.5,0.3950826257787907,96,96
825,cov-sq_GraphicalLasso,mi_gaussian,0.9095998831925327,96,96
826,cov-sq_GraphicalLasso,mi_kraskov_NN-4,0.21909377905972782,96,96
827,cov-sq_GraphicalLasso,mi_kraskov_NN-4_DCE,0.23531268827672813,96,96
828,cov-sq_GraphicalLasso,mi_kernel_W-0.25,0.13256702016343827,96,96
829,cov-sq_GraphicalLasso,tlmi_gaussian,0.7395072561741656,96,96
830,cov-sq_GraphicalLasso,tlmi_kraskov_NN-4,0.30587433318776225,96,96
831,cov-sq_GraphicalLasso,tlmi_kraskov_NN-4_DCE,0.26599555868979663,96,96
832,cov-sq_GraphicalLasso,tlmi_kernel_W-0.25,0.2644341080095483,96,96
833,cov-sq_GraphicalLasso,te_kraskov_NN-4_k-max-10_tau-max-4,0.37758147967770467,96,96
834,cov-sq_GraphicalLasso,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.46554492753307763,96,96
835,cov-sq_GraphicalLasso,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.47882884105977774,96,96
836,cov-sq_GraphicalLasso,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.48214933360769596,96,96
837,cov-sq_GraphicalLasso,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.2797883954850201,96,96
838,cov-sq_GraphicalLasso,te_kernel_W-0.25_k-1,0.6480298411971561,96,96
839,cov-sq_GraphicalLasso,gc_gaussian_k-max-10_tau-max-2,1.0,96,96
840,cov-sq_GraphicalLasso,gc_gaussian_k-1_kt-1_l-1_lt-1,0.6266243614202305,96,96
841,cov-sq_GraphicalLasso,te_symbolic_k-1_kt-1_l-1_lt-1,0.6266243614202305,96,96
842,cov-sq_GraphicalLasso,te_symbolic_k-10_kt-1_l-1_lt-1,1.0,96,96
843,cov-sq_GraphicalLasso,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.14583333333333334,96,96
844,cov-sq_GraphicalLasso,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.09375,96,96
845,cov-sq_GraphicalLasso,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.1875,96,96
846,cov-sq_GraphicalLasso,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.04775165387024072,96,96
847,cov-sq_GraphicalLasso,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.05224387528414842,96,96
848,cov-sq_GraphicalLasso,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.03454798104974666,96,96
849,cov-sq_GraphicalLasso,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.05333215715675807,96,96
850,cov-sq_GraphicalLasso,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.05262216924778007,96,96
851,cov-sq_GraphicalLasso,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.04690481958455517,96,96
852,cov-sq_GraphicalLasso,pec,0.12456125753190439,96,96
853,cov-sq_GraphicalLasso,pec_orth,0.469759065855017,96,96
854,cov-sq_GraphicalLasso,pec_log,0.18054475430803352,96,96
855,cov-sq_GraphicalLasso,pec_orth_log,0.4079272468659085,96,96
856,cov-sq_GraphicalLasso,pec_orth_abs,0.31393268670204344,96,96
857,cov-sq_GraphicalLasso,pec_orth_log_abs,0.23989888817894278,96,96
858,cov-sq_GraphicalLassoCV,cov-sq_LedoitWolf,0.7430212229423708,96,96
859,cov-sq_GraphicalLassoCV,cov-sq_MinCovDet,0.5365214050235981,96,96
860,cov-sq_GraphicalLassoCV,cov-sq_OAS,0.7430212229423708,96,96
861,cov-sq_GraphicalLassoCV,cov-sq_ShrunkCovariance,0.7430212229423708,96,96
862,cov-sq_GraphicalLassoCV,prec_EmpiricalCovariance,0.6459816074071425,96,96
863,cov-sq_GraphicalLassoCV,prec_EllipticEnvelope,0.6377109249656947,96,96
864,cov-sq_GraphicalLassoCV,prec_GraphicalLasso,0.27847649714299466,96,96
865,cov-sq_GraphicalLassoCV,prec_GraphicalLassoCV,0.1725244160483947,96,96
866,cov-sq_GraphicalLassoCV,prec_LedoitWolf,0.0981017799841214,96,96
867,cov-sq_GraphicalLassoCV,prec_MinCovDet,0.653162429483832,96,96
868,cov-sq_GraphicalLassoCV,prec_OAS,0.08162461638653362,96,96
869,cov-sq_GraphicalLassoCV,prec_ShrunkCovariance,0.2533771750261078,96,96
870,cov-sq_GraphicalLassoCV,prec-sq_EmpiricalCovariance,0.48810150384984397,96,96
871,cov-sq_GraphicalLassoCV,prec-sq_EllipticEnvelope,0.5912990698478982,96,96
872,cov-sq_GraphicalLassoCV,prec-sq_GraphicalLasso,0.611460544645811,96,96
873,cov-sq_GraphicalLassoCV,prec-sq_GraphicalLassoCV,0.21352036160325816,96,96
874,cov-sq_GraphicalLassoCV,prec-sq_LedoitWolf,0.1291381863054476,96,96
875,cov-sq_GraphicalLassoCV,prec-sq_MinCovDet,0.5962811814452679,96,96
876,cov-sq_GraphicalLassoCV,prec-sq_OAS,0.11635016255279562,96,96
877,cov-sq_GraphicalLassoCV,prec-sq_ShrunkCovariance,0.1422261833985975,96,96
878,cov-sq_GraphicalLassoCV,spearmanr-sq,0.7278206586001134,96,96
879,cov-sq_GraphicalLassoCV,spearmanr,0.19085704854832125,96,96
880,cov-sq_GraphicalLassoCV,kendalltau-sq,0.7069434850023437,96,96
881,cov-sq_GraphicalLassoCV,kendalltau,0.18959110667003898,96,96
882,cov-sq_GraphicalLassoCV,xcorr_max_sig-True,0.23289481940371903,96,96
883,cov-sq_GraphicalLassoCV,xcorr-sq_max_sig-True,0.272411383946865,96,96
884,cov-sq_GraphicalLassoCV,xcorr_mean_sig-True,0.16692446437678943,96,96
885,cov-sq_GraphicalLassoCV,xcorr-sq_mean_sig-True,0.24311183246932683,96,96
886,cov-sq_GraphicalLassoCV,xcorr_mean_sig-False,0.05420274738290798,96,96
887,cov-sq_GraphicalLassoCV,xcorr-sq_mean_sig-False,0.380842603953803,96,96
888,cov-sq_GraphicalLassoCV,pdist_euclidean,0.1846622351853625,96,96
889,cov-sq_GraphicalLassoCV,pdist_cityblock,0.19985738455416324,96,96
890,cov-sq_GraphicalLassoCV,pdist_cosine,0.1846622351853625,96,96
891,cov-sq_GraphicalLassoCV,pdist_chebyshev,0.6005286360382522,96,96
892,cov-sq_GraphicalLassoCV,pdist_canberra,0.22946639820090875,96,96
893,cov-sq_GraphicalLassoCV,pdist_braycurtis,0.19404755243082977,96,96
894,cov-sq_GraphicalLassoCV,di_gaussian,1.0,96,96
895,cov-sq_GraphicalLassoCV,di_kozachenko,0.6317053348713902,96,96
896,cov-sq_GraphicalLassoCV,di_kernel_W-0.5,0.9708820048882253,96,96
897,cov-sq_GraphicalLassoCV,mi_gaussian,0.7430212229423708,96,96
898,cov-sq_GraphicalLassoCV,mi_kraskov_NN-4,0.737167470820685,96,96
899,cov-sq_GraphicalLassoCV,mi_kraskov_NN-4_DCE,0.8232507288812282,96,96
900,cov-sq_GraphicalLassoCV,mi_kernel_W-0.25,0.6958605515723238,96,96
901,cov-sq_GraphicalLassoCV,tlmi_gaussian,0.6163030711770637,96,96
902,cov-sq_GraphicalLassoCV,tlmi_kraskov_NN-4,0.8191714240184047,96,96
903,cov-sq_GraphicalLassoCV,tlmi_kraskov_NN-4_DCE,0.7548555934192527,96,96
904,cov-sq_GraphicalLassoCV,tlmi_kernel_W-0.25,0.6452044952338142,96,96
905,cov-sq_GraphicalLassoCV,te_kraskov_NN-4_k-max-10_tau-max-4,0.2641148234612775,96,96
906,cov-sq_GraphicalLassoCV,te_kraskov_NN-4_DCE_k-max-10_tau-max-4,0.3589578481499879,96,96
907,cov-sq_GraphicalLassoCV,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,0.34073736517645936,96,96
908,cov-sq_GraphicalLassoCV,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.3727446162039332,96,96
909,cov-sq_GraphicalLassoCV,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,0.4285712864272819,96,96
910,cov-sq_GraphicalLassoCV,te_kernel_W-0.25_k-1,0.42986152490021834,96,96
911,cov-sq_GraphicalLassoCV,gc_gaussian_k-max-10_tau-max-2,1.0,96,96
912,cov-sq_GraphicalLassoCV,gc_gaussian_k-1_kt-1_l-1_lt-1,0.5405559631534865,96,96
913,cov-sq_GraphicalLassoCV,te_symbolic_k-1_kt-1_l-1_lt-1,0.5405559631534865,96,96
914,cov-sq_GraphicalLassoCV,te_symbolic_k-10_kt-1_l-1_lt-1,1.0,96,96
915,cov-sq_GraphicalLassoCV,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.09375,96,96
916,cov-sq_GraphicalLassoCV,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.08333333333333333,96,96
917,cov-sq_GraphicalLassoCV,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.11458333333333333,96,96
918,cov-sq_GraphicalLassoCV,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.13197960219239624,96,96
919,cov-sq_GraphicalLassoCV,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.11939950417683465,96,96
920,cov-sq_GraphicalLassoCV,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.13365140104826612,96,96
921,cov-sq_GraphicalLassoCV,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.14059538525754545,96,96
922,cov-sq_GraphicalLassoCV,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.11012386844103472,96,96
923,cov-sq_GraphicalLassoCV,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.15248893025925525,96,96
924,cov-sq_GraphicalLassoCV,pec,0.5266820323900514,96,96
925,cov-sq_GraphicalLassoCV,pec_orth,0.4696719940588122,96,96
926,cov-sq_GraphicalLassoCV,pec_log,0.6081441985635412,96,96
927,cov-sq_GraphicalLassoCV,pec_orth_log,0.4285048786082162,96,96
928,cov-sq_GraphicalLassoCV,pec_orth_abs,0.3451879590549157,96,96
929,cov-sq_GraphicalLassoCV,pec_orth_log_abs,0.31664620982839775,96,96
930,cov-sq_LedoitWolf,cov-sq_MinCovDet,0.8086482893695037,96,96
931,cov-sq_LedoitWolf,cov-sq_OAS,0.17708333333333334,96,96
932,cov-sq_LedoitWolf,cov-sq_ShrunkCovariance,0.13541666666666666,96,96
933,cov-sq_LedoitWolf,prec_EmpiricalCovariance,0.7086381930951325,96,96
934,cov-sq_LedoitWolf,prec_EllipticEnvelope,0.697265385924163,96,96
935,cov-sq_LedoitWolf,prec_GraphicalLasso,0.2980270977044176,96,96
936,cov-sq_LedoitWolf,prec_GraphicalLassoCV,0.16838166967703594,96,96
937,cov-sq_LedoitWolf,prec_LedoitWolf,0.1332950568755067,96,96
938,cov-sq_LedoitWolf,prec_MinCovDet,0.7100679185984192,96,96
939,cov-sq_LedoitWolf,prec_OAS,0.10681409181793489,96,96
940,cov-sq_LedoitWolf,prec_ShrunkCovariance,0.22803712709987367,96,96
941,cov-sq_LedoitWolf,prec-sq_EmpiricalCovariance,0.7392921892573436,96,96
942,cov-sq_LedoitWolf,prec-sq_EllipticEnvelope,0.7818932453143066,96,96
943,cov-sq_LedoitWolf,prec-sq_GraphicalLasso,0.858025922327864,96,96
944,cov-sq_LedoitWolf,prec-sq_GraphicalLassoCV,0.18197793243068333,96,96
945,cov-sq_LedoitWolf,prec-sq_LedoitWolf,0.523421485635453,96,96
946,cov-sq_LedoitWolf,prec-sq_MinCovDet,0.7847790647268634,96,96
947,cov-sq_LedoitWolf,prec-sq_OAS,0.5069192177746491,96,96
948,cov-sq_LedoitWolf,prec-sq_ShrunkCovariance,0.3856846612968961,96,96
949,cov-sq_LedoitWolf,spearmanr-sq,0.4312100363069481,96,96
950,cov-sq_LedoitWolf,spearmanr,0.175514293097497,96,96
951,cov-sq_LedoitWolf,kendalltau-sq,0.39496955217373025,96,96
952,cov-sq_LedoitWolf,kendalltau,0.17583477078527665,96,96
953,cov-sq_LedoitWolf,xcorr_max_sig-True,0.22633809202127214,96,96
