feature_index,SPI-1,SPI-2,ks_statistic,n_VAR(1)-Symmetric,n_VAR(1)-Unidirectional
285,xcorr-sq_mean_sig-False,mi_kraskov_NN-4_DCE,0.4954975816244046,96,96
286,xcorr-sq_mean_sig-False,mi_kernel_W-0.25,0.21807063964818774,96,96
287,xcorr-sq_mean_sig-False,tlmi_gaussian__ij,0.12896984508979814,96,96
288,xcorr-sq_mean_sig-False,tlmi_gaussian__ji,0.08717796760307317,96,96
289,xcorr-sq_mean_sig-False,tlmi_kraskov_NN-4__ij,0.26401365545002486,96,96
290,xcorr-sq_mean_sig-False,tlmi_kraskov_NN-4__ji,0.06803948776072982,96,96
291,xcorr-sq_mean_sig-False,tlmi_kraskov_NN-4_DCE__ij,0.355849712273545,96,96
292,xcorr-sq_mean_sig-False,tlmi_kraskov_NN-4_DCE__ji,0.07886502283147379,96,96
293,xcorr-sq_mean_sig-False,tlmi_kernel_W-0.25__ij,0.21278992041583672,96,96
294,xcorr-sq_mean_sig-False,tlmi_kernel_W-0.25__ji,0.10617966066277162,96,96
295,xcorr-sq_mean_sig-False,te_kraskov_NN-4_k-max-10_tau-max-4__ij,0.19337485621778774,96,96
296,xcorr-sq_mean_sig-False,te_kraskov_NN-4_k-max-10_tau-max-4__ji,0.0887830412397917,96,96
297,xcorr-sq_mean_sig-False,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ij,0.12932598122121003,96,96
298,xcorr-sq_mean_sig-False,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ji,0.0793968043277144,96,96
299,xcorr-sq_mean_sig-False,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ij,0.015170954608554582,96,96
300,xcorr-sq_mean_sig-False,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ji,0.08324296451411944,96,96
301,xcorr-sq_mean_sig-False,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ij,0.05620057252565386,96,96
302,xcorr-sq_mean_sig-False,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ji,0.13725486755452665,96,96
303,xcorr-sq_mean_sig-False,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ij,0.023904547671406998,96,96
304,xcorr-sq_mean_sig-False,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ji,0.15053001124164755,96,96
305,xcorr-sq_mean_sig-False,te_kernel_W-0.25_k-1__ij,0.24681063235130118,96,96
306,xcorr-sq_mean_sig-False,te_kernel_W-0.25_k-1__ji,0.0023506349991798126,96,96
307,xcorr-sq_mean_sig-False,gc_gaussian_k-max-10_tau-max-2__ij,0.1303969957820007,96,96
308,xcorr-sq_mean_sig-False,gc_gaussian_k-max-10_tau-max-2__ji,0.08895791951524601,96,96
309,xcorr-sq_mean_sig-False,gc_gaussian_k-1_kt-1_l-1_lt-1__ij,0.1955412300370799,96,96
310,xcorr-sq_mean_sig-False,gc_gaussian_k-1_kt-1_l-1_lt-1__ji,0.18627344625443343,96,96
311,xcorr-sq_mean_sig-False,te_symbolic_k-1_kt-1_l-1_lt-1__ij,0.1955412300370799,96,96
312,xcorr-sq_mean_sig-False,te_symbolic_k-1_kt-1_l-1_lt-1__ji,0.18627344625443343,96,96
313,xcorr-sq_mean_sig-False,te_symbolic_k-10_kt-1_l-1_lt-1__ij,0.14571647634014728,96,96
314,xcorr-sq_mean_sig-False,te_symbolic_k-10_kt-1_l-1_lt-1__ji,0.1607371930823741,96,96
315,je_gaussian,je_kozachenko,0.9506145760051598,96,96
316,je_gaussian,je_kernel_W-0.5,0.8495184427179867,96,96
317,je_gaussian,ce_gaussian,0.17708333333333334,96,96
318,je_gaussian,ce_kozachenko,0.9632129597930708,96,96
319,je_gaussian,ce_kernel_W-0.5,0.875819740607136,96,96
320,je_gaussian,cce_gaussian__ij,0.36605135792924487,96,96
321,je_gaussian,cce_gaussian__ji,0.09653999926848483,96,96
322,je_gaussian,cce_kozachenko__ij,0.5801504128301609,96,96
323,je_gaussian,cce_kozachenko__ji,0.08377553701598961,96,96
324,je_gaussian,cce_kernel_W-0.5__ij,0.5983494588225359,96,96
325,je_gaussian,cce_kernel_W-0.5__ji,0.13713264273177483,96,96
326,je_gaussian,di_gaussian__ij,0.6198178582735626,96,96
327,je_gaussian,di_gaussian__ji,0.13875848427611603,96,96
328,je_gaussian,di_kozachenko__ij,0.7673660171581071,96,96
329,je_gaussian,di_kozachenko__ji,0.08888204472947248,96,96
330,je_gaussian,di_kernel_W-0.5__ij,0.6262006123250766,96,96
331,je_gaussian,di_kernel_W-0.5__ji,0.16054639162166517,96,96
332,je_gaussian,mi_gaussian,0.15625,96,96
333,je_gaussian,mi_kraskov_NN-4,0.9512083744029717,96,96
334,je_gaussian,mi_kraskov_NN-4_DCE,0.9569856862518548,96,96
335,je_gaussian,mi_kernel_W-0.25,0.9032797522214407,96,96
336,je_gaussian,tlmi_gaussian__ij,0.9614537910464326,96,96
337,je_gaussian,tlmi_gaussian__ji,0.13682212909229363,96,96
338,je_gaussian,tlmi_kraskov_NN-4__ij,0.9188496567906989,96,96
339,je_gaussian,tlmi_kraskov_NN-4__ji,0.17083516163326562,96,96
340,je_gaussian,tlmi_kraskov_NN-4_DCE__ij,0.9418400644411624,96,96
341,je_gaussian,tlmi_kraskov_NN-4_DCE__ji,0.18249355701347603,96,96
342,je_gaussian,tlmi_kernel_W-0.25__ij,0.8824040853855128,96,96
343,je_gaussian,tlmi_kernel_W-0.25__ji,0.2165353088419426,96,96
344,je_gaussian,te_kraskov_NN-4_k-max-10_tau-max-4__ij,0.19256028531851482,96,96
345,je_gaussian,te_kraskov_NN-4_k-max-10_tau-max-4__ji,0.13611373944309146,96,96
346,je_gaussian,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ij,0.3954421913277278,96,96
347,je_gaussian,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ji,0.18749931509736928,96,96
348,je_gaussian,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ij,0.43435111224575274,96,96
349,je_gaussian,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ji,0.08189074995954704,96,96
350,je_gaussian,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ij,0.503629898197152,96,96
351,je_gaussian,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ji,0.14339253297718846,96,96
352,je_gaussian,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ij,0.39011741231754427,96,96
353,je_gaussian,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ji,0.11228611550935186,96,96
354,je_gaussian,te_kernel_W-0.25_k-1__ij,0.2553368916552068,96,96
355,je_gaussian,te_kernel_W-0.25_k-1__ji,0.08154144602776425,96,96
356,je_gaussian,gc_gaussian_k-max-10_tau-max-2__ij,0.6268888450920341,96,96
357,je_gaussian,gc_gaussian_k-max-10_tau-max-2__ji,0.17983309931291708,96,96
358,je_gaussian,gc_gaussian_k-1_kt-1_l-1_lt-1__ij,0.877285872047976,96,96
359,je_gaussian,gc_gaussian_k-1_kt-1_l-1_lt-1__ji,0.23798650394883153,96,96
360,je_gaussian,te_symbolic_k-1_kt-1_l-1_lt-1__ij,0.877285872047976,96,96
361,je_gaussian,te_symbolic_k-1_kt-1_l-1_lt-1__ji,0.23798650394883153,96,96
362,je_gaussian,te_symbolic_k-10_kt-1_l-1_lt-1__ij,0.7030136322785924,96,96
363,je_gaussian,te_symbolic_k-10_kt-1_l-1_lt-1__ji,0.22435879926245877,96,96
364,je_kozachenko,je_kernel_W-0.5,0.9443968614019398,96,96
365,je_kozachenko,ce_gaussian,0.9506145760051598,96,96
366,je_kozachenko,ce_kozachenko,0.6211259829130541,96,96
367,je_kozachenko,ce_kernel_W-0.5,0.942388015900018,96,96
368,je_kozachenko,cce_gaussian__ij,0.7346915522017438,96,96
369,je_kozachenko,cce_gaussian__ji,0.09357375379337382,96,96
370,je_kozachenko,cce_kozachenko__ij,0.483086541398945,96,96
371,je_kozachenko,cce_kozachenko__ji,0.034390415847163736,96,96
372,je_kozachenko,cce_kernel_W-0.5__ij,0.7128493908383906,96,96
373,je_kozachenko,cce_kernel_W-0.5__ji,0.10666356225537654,96,96
374,je_kozachenko,di_gaussian__ij,0.9146110235984525,96,96
375,je_kozachenko,di_gaussian__ji,0.11305140694138383,96,96
376,je_kozachenko,di_kozachenko__ij,0.7189190673238631,96,96
377,je_kozachenko,di_kozachenko__ji,0.0310999535957433,96,96
378,je_kozachenko,di_kernel_W-0.5__ij,0.6545529488560524,96,96
379,je_kozachenko,di_kernel_W-0.5__ji,0.13312076553403018,96,96
380,je_kozachenko,mi_gaussian,0.9506145760051605,96,96
381,je_kozachenko,mi_kraskov_NN-4,0.8987631908006563,96,96
382,je_kozachenko,mi_kraskov_NN-4_DCE,0.879705297629426,96,96
383,je_kozachenko,mi_kernel_W-0.25,0.9283869125861955,96,96
384,je_kozachenko,tlmi_gaussian__ij,0.9383657798288711,96,96
385,je_kozachenko,tlmi_gaussian__ji,0.08703466142110305,96,96
386,je_kozachenko,tlmi_kraskov_NN-4__ij,0.9558172037420583,96,96
387,je_kozachenko,tlmi_kraskov_NN-4__ji,0.14039699081284052,96,96
388,je_kozachenko,tlmi_kraskov_NN-4_DCE__ij,0.9562919483373495,96,96
389,je_kozachenko,tlmi_kraskov_NN-4_DCE__ji,0.15130487524486214,96,96
390,je_kozachenko,tlmi_kernel_W-0.25__ij,0.9679289704321431,96,96
391,je_kozachenko,tlmi_kernel_W-0.25__ji,0.16088029866484788,96,96
392,je_kozachenko,te_kraskov_NN-4_k-max-10_tau-max-4__ij,0.618535300611032,96,96
393,je_kozachenko,te_kraskov_NN-4_k-max-10_tau-max-4__ji,0.09629162606105934,96,96
394,je_kozachenko,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ij,0.7695663453714067,96,96
395,je_kozachenko,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ji,0.11630085901250209,96,96
396,je_kozachenko,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ij,0.7269310359476904,96,96
397,je_kozachenko,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ji,0.09275819648055206,96,96
398,je_kozachenko,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ij,0.7877027807476618,96,96
399,je_kozachenko,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ji,0.06552570921041745,96,96
400,je_kozachenko,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ij,0.7291650763937012,96,96
401,je_kozachenko,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ji,0.05906374117972191,96,96
402,je_kozachenko,te_kernel_W-0.25_k-1__ij,0.21231518358216747,96,96
403,je_kozachenko,te_kernel_W-0.25_k-1__ji,0.02407955183839014,96,96
404,je_kozachenko,gc_gaussian_k-max-10_tau-max-2__ij,0.8493114784509918,96,96
405,je_kozachenko,gc_gaussian_k-max-10_tau-max-2__ji,0.15277697690663644,96,96
406,je_kozachenko,gc_gaussian_k-1_kt-1_l-1_lt-1__ij,0.9331427622573133,96,96
407,je_kozachenko,gc_gaussian_k-1_kt-1_l-1_lt-1__ji,0.18478591943315115,96,96
408,je_kozachenko,te_symbolic_k-1_kt-1_l-1_lt-1__ij,0.9331427622573133,96,96
409,je_kozachenko,te_symbolic_k-1_kt-1_l-1_lt-1__ji,0.18478591943315115,96,96
410,je_kozachenko,te_symbolic_k-10_kt-1_l-1_lt-1__ij,0.8919824229098743,96,96
411,je_kozachenko,te_symbolic_k-10_kt-1_l-1_lt-1__ji,0.18922109031141432,96,96
412,je_kernel_W-0.5,ce_gaussian,0.8495184427179867,96,96
413,je_kernel_W-0.5,ce_kozachenko,0.9396009943617397,96,96
414,je_kernel_W-0.5,ce_kernel_W-0.5,0.5865641763268344,96,96
415,je_kernel_W-0.5,cce_gaussian__ij,0.4714255528751193,96,96
416,je_kernel_W-0.5,cce_gaussian__ji,0.0645659067190339,96,96
417,je_kernel_W-0.5,cce_kozachenko__ij,0.5972010848763634,96,96
418,je_kernel_W-0.5,cce_kozachenko__ji,0.07105766858009399,96,96
419,je_kernel_W-0.5,cce_kernel_W-0.5__ij,0.5542595434209637,96,96
420,je_kernel_W-0.5,cce_kernel_W-0.5__ji,0.0720056434591887,96,96
421,je_kernel_W-0.5,di_gaussian__ij,0.7626959840819143,96,96
422,je_kernel_W-0.5,di_gaussian__ji,0.09532336639136019,96,96
423,je_kernel_W-0.5,di_kozachenko__ij,0.75711148520514,96,96
424,je_kernel_W-0.5,di_kozachenko__ji,0.08952862921337207,96,96
425,je_kernel_W-0.5,di_kernel_W-0.5__ij,0.5611349075906858,96,96
426,je_kernel_W-0.5,di_kernel_W-0.5__ji,0.14946836992940138,96,96
427,je_kernel_W-0.5,mi_gaussian,0.8495184427179863,96,96
428,je_kernel_W-0.5,mi_kraskov_NN-4,0.9636998713076192,96,96
429,je_kernel_W-0.5,mi_kraskov_NN-4_DCE,0.9430339962475824,96,96
430,je_kernel_W-0.5,mi_kernel_W-0.25,0.8993500106014398,96,96
431,je_kernel_W-0.5,tlmi_gaussian__ij,0.8785104025905804,96,96
432,je_kernel_W-0.5,tlmi_gaussian__ji,0.12083061338277484,96,96
433,je_kernel_W-0.5,tlmi_kraskov_NN-4__ij,0.9498342647487857,96,96
434,je_kernel_W-0.5,tlmi_kraskov_NN-4__ji,0.15028991644519896,96,96
435,je_kernel_W-0.5,tlmi_kraskov_NN-4_DCE__ij,0.9410122263732074,96,96
436,je_kernel_W-0.5,tlmi_kraskov_NN-4_DCE__ji,0.14798791675294143,96,96
437,je_kernel_W-0.5,tlmi_kernel_W-0.25__ij,0.9450850545371086,96,96
438,je_kernel_W-0.5,tlmi_kernel_W-0.25__ji,0.14758416581696043,96,96
439,je_kernel_W-0.5,te_kraskov_NN-4_k-max-10_tau-max-4__ij,0.23145991198592558,96,96
440,je_kernel_W-0.5,te_kraskov_NN-4_k-max-10_tau-max-4__ji,0.11712690309995955,96,96
441,je_kernel_W-0.5,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ij,0.44325481444358533,96,96
442,je_kernel_W-0.5,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ji,0.14444048381576224,96,96
443,je_kernel_W-0.5,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ij,0.4606065649662271,96,96
444,je_kernel_W-0.5,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ji,0.05242222103631933,96,96
445,je_kernel_W-0.5,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ij,0.5161805729219634,96,96
446,je_kernel_W-0.5,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ji,0.10309222275187346,96,96
447,je_kernel_W-0.5,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ij,0.4060473306356967,96,96
448,je_kernel_W-0.5,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ji,0.07692114992203425,96,96
449,je_kernel_W-0.5,te_kernel_W-0.25_k-1__ij,0.20362629022204282,96,96
450,je_kernel_W-0.5,te_kernel_W-0.25_k-1__ji,0.06276781501350726,96,96
451,je_kernel_W-0.5,gc_gaussian_k-max-10_tau-max-2__ij,0.6861432803361319,96,96
452,je_kernel_W-0.5,gc_gaussian_k-max-10_tau-max-2__ji,0.14739797912925012,96,96
453,je_kernel_W-0.5,gc_gaussian_k-1_kt-1_l-1_lt-1__ij,0.8877162705736179,96,96
454,je_kernel_W-0.5,gc_gaussian_k-1_kt-1_l-1_lt-1__ji,0.21684431150155775,96,96
455,je_kernel_W-0.5,te_symbolic_k-1_kt-1_l-1_lt-1__ij,0.8877162705736179,96,96
456,je_kernel_W-0.5,te_symbolic_k-1_kt-1_l-1_lt-1__ji,0.21684431150155775,96,96
457,je_kernel_W-0.5,te_symbolic_k-10_kt-1_l-1_lt-1__ij,0.7627797495172385,96,96
458,je_kernel_W-0.5,te_symbolic_k-10_kt-1_l-1_lt-1__ji,0.22065929113660498,96,96
459,ce_gaussian,ce_kozachenko,0.9632129597930708,96,96
460,ce_gaussian,ce_kernel_W-0.5,0.875819740607136,96,96
461,ce_gaussian,cce_gaussian__ij,0.36605135792924487,96,96
462,ce_gaussian,cce_gaussian__ji,0.09653999926848483,96,96
463,ce_gaussian,cce_kozachenko__ij,0.5801504128301609,96,96
464,ce_gaussian,cce_kozachenko__ji,0.08377553701598961,96,96
465,ce_gaussian,cce_kernel_W-0.5__ij,0.5983494588225359,96,96
466,ce_gaussian,cce_kernel_W-0.5__ji,0.13713264273177483,96,96
467,ce_gaussian,di_gaussian__ij,0.6198178582735626,96,96
468,ce_gaussian,di_gaussian__ji,0.13875848427611603,96,96
469,ce_gaussian,di_kozachenko__ij,0.7673660171581071,96,96
470,ce_gaussian,di_kozachenko__ji,0.08888204472947248,96,96
471,ce_gaussian,di_kernel_W-0.5__ij,0.6262006123250766,96,96
472,ce_gaussian,di_kernel_W-0.5__ji,0.16054639162166517,96,96
473,ce_gaussian,mi_gaussian,0.07291666666666667,96,96
474,ce_gaussian,mi_kraskov_NN-4,0.9512083744029717,96,96
475,ce_gaussian,mi_kraskov_NN-4_DCE,0.9569856862518548,96,96
476,ce_gaussian,mi_kernel_W-0.25,0.9032797522214407,96,96
477,ce_gaussian,tlmi_gaussian__ij,0.9614537910464326,96,96
478,ce_gaussian,tlmi_gaussian__ji,0.13682212909229363,96,96
479,ce_gaussian,tlmi_kraskov_NN-4__ij,0.9188496567906989,96,96
480,ce_gaussian,tlmi_kraskov_NN-4__ji,0.17083516163326562,96,96
481,ce_gaussian,tlmi_kraskov_NN-4_DCE__ij,0.9418400644411624,96,96
482,ce_gaussian,tlmi_kraskov_NN-4_DCE__ji,0.18249355701347603,96,96
483,ce_gaussian,tlmi_kernel_W-0.25__ij,0.8824040853855128,96,96
484,ce_gaussian,tlmi_kernel_W-0.25__ji,0.2165353088419426,96,96
485,ce_gaussian,te_kraskov_NN-4_k-max-10_tau-max-4__ij,0.19256028531851482,96,96
486,ce_gaussian,te_kraskov_NN-4_k-max-10_tau-max-4__ji,0.13611373944309146,96,96
487,ce_gaussian,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ij,0.3954421913277278,96,96
488,ce_gaussian,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ji,0.18749931509736928,96,96
489,ce_gaussian,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ij,0.43435111224575274,96,96
490,ce_gaussian,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ji,0.08189074995954704,96,96
491,ce_gaussian,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ij,0.503629898197152,96,96
492,ce_gaussian,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ji,0.14339253297718846,96,96
493,ce_gaussian,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ij,0.39011741231754427,96,96
494,ce_gaussian,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ji,0.11228611550935186,96,96
495,ce_gaussian,te_kernel_W-0.25_k-1__ij,0.2553368916552068,96,96
496,ce_gaussian,te_kernel_W-0.25_k-1__ji,0.08154144602776425,96,96
497,ce_gaussian,gc_gaussian_k-max-10_tau-max-2__ij,0.6268888450920341,96,96
498,ce_gaussian,gc_gaussian_k-max-10_tau-max-2__ji,0.17983309931291708,96,96
499,ce_gaussian,gc_gaussian_k-1_kt-1_l-1_lt-1__ij,0.877285872047976,96,96
500,ce_gaussian,gc_gaussian_k-1_kt-1_l-1_lt-1__ji,0.23798650394883153,96,96
501,ce_gaussian,te_symbolic_k-1_kt-1_l-1_lt-1__ij,0.877285872047976,96,96
502,ce_gaussian,te_symbolic_k-1_kt-1_l-1_lt-1__ji,0.23798650394883153,96,96
503,ce_gaussian,te_symbolic_k-10_kt-1_l-1_lt-1__ij,0.7030136322785924,96,96
504,ce_gaussian,te_symbolic_k-10_kt-1_l-1_lt-1__ji,0.22435879926245877,96,96
505,ce_kozachenko,ce_kernel_W-0.5,0.9441400880155754,96,96
506,ce_kozachenko,cce_gaussian__ij,0.6926854269893898,96,96
507,ce_kozachenko,cce_gaussian__ji,0.08653609998997885,96,96
508,ce_kozachenko,cce_kozachenko__ij,0.4262878430146399,96,96
509,ce_kozachenko,cce_kozachenko__ji,0.0370397795615135,96,96
510,ce_kozachenko,cce_kernel_W-0.5__ij,0.6977212529702949,96,96
511,ce_kozachenko,cce_kernel_W-0.5__ji,0.09340234325856894,96,96
512,ce_kozachenko,di_gaussian__ij,0.9184156759475625,96,96
513,ce_kozachenko,di_gaussian__ji,0.12157136850485573,96,96
514,ce_kozachenko,di_kozachenko__ij,0.7031369225969777,96,96
515,ce_kozachenko,di_kozachenko__ji,0.032873636623880764,96,96
516,ce_kozachenko,di_kernel_W-0.5__ij,0.6507324036631105,96,96
517,ce_kozachenko,di_kernel_W-0.5__ji,0.11253302939921556,96,96
518,ce_kozachenko,mi_gaussian,0.9632129597930716,96,96
519,ce_kozachenko,mi_kraskov_NN-4,0.918201250591867,96,96
520,ce_kozachenko,mi_kraskov_NN-4_DCE,0.9124893215301524,96,96
521,ce_kozachenko,mi_kernel_W-0.25,0.9471076645766009,96,96
522,ce_kozachenko,tlmi_gaussian__ij,0.9553322125833884,96,96
523,ce_kozachenko,tlmi_gaussian__ji,0.08583612370070293,96,96
524,ce_kozachenko,tlmi_kraskov_NN-4__ij,0.9687172061307441,96,96
525,ce_kozachenko,tlmi_kraskov_NN-4__ji,0.13994566111607676,96,96
526,ce_kozachenko,tlmi_kraskov_NN-4_DCE__ij,0.9680671033223606,96,96
527,ce_kozachenko,tlmi_kraskov_NN-4_DCE__ji,0.15063553552295117,96,96
528,ce_kozachenko,tlmi_kernel_W-0.25__ij,0.9710938695604341,96,96
529,ce_kozachenko,tlmi_kernel_W-0.25__ji,0.1481005217316107,96,96
530,ce_kozachenko,te_kraskov_NN-4_k-max-10_tau-max-4__ij,0.633005777555849,96,96
531,ce_kozachenko,te_kraskov_NN-4_k-max-10_tau-max-4__ji,0.1433802611622571,96,96
532,ce_kozachenko,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ij,0.7592573289156219,96,96
533,ce_kozachenko,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ji,0.11987941851088058,96,96
534,ce_kozachenko,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ij,0.759976842068214,96,96
535,ce_kozachenko,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ji,0.1173134294477387,96,96
536,ce_kozachenko,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ij,0.7726965552137978,96,96
537,ce_kozachenko,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ji,0.07414360240491835,96,96
538,ce_kozachenko,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ij,0.7096990705548227,96,96
539,ce_kozachenko,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ji,0.05908132674170208,96,96
540,ce_kozachenko,te_kernel_W-0.25_k-1__ij,0.23797393730647518,96,96
541,ce_kozachenko,te_kernel_W-0.25_k-1__ji,0.011527890927640366,96,96
542,ce_kozachenko,gc_gaussian_k-max-10_tau-max-2__ij,0.8551153519179715,96,96
543,ce_kozachenko,gc_gaussian_k-max-10_tau-max-2__ji,0.1364933502726995,96,96
544,ce_kozachenko,gc_gaussian_k-1_kt-1_l-1_lt-1__ij,0.9400790518566969,96,96
545,ce_kozachenko,gc_gaussian_k-1_kt-1_l-1_lt-1__ji,0.16939325554040585,96,96
546,ce_kozachenko,te_symbolic_k-1_kt-1_l-1_lt-1__ij,0.9400790518566969,96,96
547,ce_kozachenko,te_symbolic_k-1_kt-1_l-1_lt-1__ji,0.16939325554040585,96,96
548,ce_kozachenko,te_symbolic_k-10_kt-1_l-1_lt-1__ij,0.909488790131997,96,96
549,ce_kozachenko,te_symbolic_k-10_kt-1_l-1_lt-1__ji,0.17452950119804755,96,96
550,ce_kernel_W-0.5,cce_gaussian__ij,0.4579348681750391,96,96
551,ce_kernel_W-0.5,cce_gaussian__ji,0.06298239932938732,96,96
552,ce_kernel_W-0.5,cce_kozachenko__ij,0.6001281988897563,96,96
553,ce_kernel_W-0.5,cce_kozachenko__ji,0.07585617080640461,96,96
554,ce_kernel_W-0.5,cce_kernel_W-0.5__ij,0.5588490475086362,96,96
555,ce_kernel_W-0.5,cce_kernel_W-0.5__ji,0.07263654491952909,96,96
556,ce_kernel_W-0.5,di_gaussian__ij,0.7653848441606769,96,96
557,ce_kernel_W-0.5,di_gaussian__ji,0.09830794907461515,96,96
558,ce_kernel_W-0.5,di_kozachenko__ij,0.7779124933894743,96,96
559,ce_kernel_W-0.5,di_kozachenko__ji,0.09904780553649223,96,96
560,ce_kernel_W-0.5,di_kernel_W-0.5__ij,0.5896774133375434,96,96
561,ce_kernel_W-0.5,di_kernel_W-0.5__ji,0.16041582687754602,96,96
562,ce_kernel_W-0.5,mi_gaussian,0.8758197406071356,96,96
563,ce_kernel_W-0.5,mi_kraskov_NN-4,0.9752930403386461,96,96
564,ce_kernel_W-0.5,mi_kraskov_NN-4_DCE,0.9576221606261537,96,96
565,ce_kernel_W-0.5,mi_kernel_W-0.25,0.9327980100886861,96,96
566,ce_kernel_W-0.5,tlmi_gaussian__ij,0.9030516373398899,96,96
567,ce_kernel_W-0.5,tlmi_gaussian__ji,0.1333743093036348,96,96
568,ce_kernel_W-0.5,tlmi_kraskov_NN-4__ij,0.9525943791896412,96,96
569,ce_kernel_W-0.5,tlmi_kraskov_NN-4__ji,0.1511344383746539,96,96
570,ce_kernel_W-0.5,tlmi_kraskov_NN-4_DCE__ij,0.9443319112860531,96,96
571,ce_kernel_W-0.5,tlmi_kraskov_NN-4_DCE__ji,0.14524941615687348,96,96
572,ce_kernel_W-0.5,tlmi_kernel_W-0.25__ij,0.963571303222288,96,96
573,ce_kernel_W-0.5,tlmi_kernel_W-0.25__ji,0.1384977229322258,96,96
574,ce_kernel_W-0.5,te_kraskov_NN-4_k-max-10_tau-max-4__ij,0.23367236561095567,96,96
575,ce_kernel_W-0.5,te_kraskov_NN-4_k-max-10_tau-max-4__ji,0.11763071311187201,96,96
576,ce_kernel_W-0.5,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ij,0.45229034357771153,96,96
577,ce_kernel_W-0.5,te_kraskov_NN-4_DCE_k-max-10_tau-max-4__ji,0.1534313414342684,96,96
578,ce_kernel_W-0.5,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ij,0.46219729047124675,96,96
579,ce_kernel_W-0.5,te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1__ji,0.052101853029658196,96,96
580,ce_kernel_W-0.5,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ij,0.5215423692724728,96,96
581,ce_kernel_W-0.5,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1__ji,0.10746758972556236,96,96
582,ce_kernel_W-0.5,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ij,0.4067204165652889,96,96
583,ce_kernel_W-0.5,te_kraskov_NN-4_k-1_kt-1_l-1_lt-1__ji,0.07920383638672424,96,96
584,ce_kernel_W-0.5,te_kernel_W-0.25_k-1__ij,0.20717228560433154,96,96
585,ce_kernel_W-0.5,te_kernel_W-0.25_k-1__ji,0.059400672626538475,96,96
586,ce_kernel_W-0.5,gc_gaussian_k-max-10_tau-max-2__ij,0.7047908907491252,96,96
587,ce_kernel_W-0.5,gc_gaussian_k-max-10_tau-max-2__ji,0.14098545822128783,96,96
