class,seed,f0,f1,f2,f3,f4,f5
K=-2 sig=0.3 bidir (splay),14,0.2336255887609746,0.34061252998784103,0.9847905521747669,1.5039201975683518,0.5010262494643288,0.006720566614877052
K=-2 sig=0.3 bidir (splay),15,0.48349534954796525,0.7007427005715259,0.9827063103699608,1.499144304284355,0.5664778900798622,0.0019136638615493578
K=-2 sig=0.3 bidir (splay),16,0.4656385511172284,0.6787696304258902,0.9878942035551409,1.502443064686863,0.5673300571106672,0.0019136638615493578
K=-2 sig=0.3 bidir (splay),17,0.324881403017032,0.561617637360087,0.9865617378886162,1.5030463094665816,0.5108075897749418,0.0035801372616842504
K=-2 sig=0.3 bidir (splay),18,0.4712290431802957,0.7769796957428076,0.9853582276552217,1.500454672910474,0.5967081606270415,0.0
K=-2 sig=0.3 bidir (splay),19,0.3613499399513084,0.5430541149786913,0.986623045797069,1.4984821557161783,0.507978277387069,0.003827327723098716
K=-4 sig=0.3 bidir (splay),0,0.6030695312654057,0.9969615065180943,0.9907207327634682,1.5010389172283176,0.502077093735196,0.0
K=-4 sig=0.3 bidir (splay),1,0.6158735151057182,0.9989158276981759,0.9886869327414741,1.5003248596316152,0.6553869090798358,0.0
K=-4 sig=0.3 bidir (splay),2,0.9758837500225562,0.9991351521981253,0.9884167413786409,1.4932742450197578,0.6215264217193188,0.0
K=-4 sig=0.3 bidir (splay),3,0.7459183924248007,0.9992231664551642,0.9887660091404783,1.4987300609822083,0.6548054021210385,0.0
K=-4 sig=0.3 bidir (splay),4,0.8173711460476869,0.9994899740313179,0.9866048457408946,1.5003570083011653,0.5741978603831696,0.0
K=-4 sig=0.3 bidir (splay),5,0.8102762970763137,0.9990450867221696,0.9904575666449744,1.504364080000216,0.5332776133618699,0.0
K=-4 sig=0.3 bidir (splay),6,0.6200568751592745,0.9957590959619711,0.9851115275537321,1.5004303975247821,0.6654278652842599,0.0
K=-4 sig=0.3 bidir (splay),7,0.6224023100110019,0.9990336304374079,0.9906203171129292,1.498507513223038,0.5240110985513649,0.0
K=-4 sig=0.3 bidir (splay),8,0.60316909317776,0.9962217979998232,0.9850654870547283,1.500657630435098,0.6650872708790865,0.0
K=-4 sig=0.3 bidir (splay),9,0.7069898637246249,0.9981354078715479,0.9838473186571287,1.4999947196672259,0.5828907112931028,0.0
K=-4 sig=0.3 bidir (splay),10,0.9481520217799043,0.9995128004032913,0.9912738868519779,1.4996922439012996,0.5552361775317917,0.0
K=-4 sig=0.3 bidir (splay),11,0.5928250377936224,0.9960757281664019,0.9851008139645228,1.4999315562474655,0.6654775787416088,0.0
K=-4 sig=0.3 bidir (splay),12,0.5860429319675586,0.9961424132529618,0.9861004031369868,1.5000115823762001,0.6265003562907556,0.0
K=-4 sig=0.3 bidir (splay),13,0.8662435178030642,0.9993966315567028,0.9876140334570438,1.5006217299823714,0.5403650408203442,0.0
