path,class,instance,p_step,max_lag,ed_xd,ed_dtw,dtw_xd
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I43,pstep-0.0_maxlag-0,43,0.0,0,0.9999999999999999,0.999287640418787,0.9992876404187868
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I44,pstep-0.0_maxlag-0,44,0.0,0,0.9999999999999999,0.9992788224210694,0.9992788224210692
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I45,pstep-0.0_maxlag-0,45,0.0,0,0.9999999999999997,0.9995427927142823,0.9995427927142821
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I46,pstep-0.0_maxlag-0,46,0.0,0,1.0,0.9981920255643798,0.9981920255643805
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I47,pstep-0.0_maxlag-0,47,0.0,0,1.0,0.9996021640206706,0.9996021640206704
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I48,pstep-0.0_maxlag-0,48,0.0,0,1.0,0.9992688169982414,0.9992688169982415
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I49,pstep-0.0_maxlag-0,49,0.0,0,1.0,0.9991898048507328,0.9991898048507327
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I5,pstep-0.0_maxlag-0,5,0.0,0,0.9999999999999999,0.9991229097356976,0.9991229097356975
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I6,pstep-0.0_maxlag-0,6,0.0,0,1.0,0.9996894906816218,0.9996894906816216
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I7,pstep-0.0_maxlag-0,7,0.0,0,1.0,0.9995147440887748,0.9995147440887746
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I8,pstep-0.0_maxlag-0,8,0.0,0,1.0,0.998732800756194,0.9987328007561943
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-0/M20_T1000_I9,pstep-0.0_maxlag-0,9,0.0,0,0.9999999999999998,0.9989861813028781,0.9989861813028784
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I0,pstep-0.0_maxlag-5,0,0.0,5,0.17794061025488808,0.17956489579533463,0.9986445410884235
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I1,pstep-0.0_maxlag-5,1,0.0,5,0.14128005798623652,0.12156453180243282,0.9940883327917712
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I10,pstep-0.0_maxlag-5,10,0.0,5,0.065200773369437,0.07086008393283282,0.9990463742324645
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I11,pstep-0.0_maxlag-5,11,0.0,5,0.24465049561630398,0.25978493984466,0.9990328901442407
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I12,pstep-0.0_maxlag-5,12,0.0,5,0.17805052621961295,0.19144417090927396,0.9986274776775468
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I13,pstep-0.0_maxlag-5,13,0.0,5,0.10383805367379198,0.06427625296629973,0.9928899109323143
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I14,pstep-0.0_maxlag-5,14,0.0,5,0.17720734428772825,0.13934945382645975,0.9876282875068091
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I15,pstep-0.0_maxlag-5,15,0.0,5,0.11285334417120489,0.08586508905860017,0.9959009242238395
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I16,pstep-0.0_maxlag-5,16,0.0,5,0.21929070246470278,0.21315518244379447,0.9930233530352643
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I17,pstep-0.0_maxlag-5,17,0.0,5,0.17919896098115654,0.17284474870893893,0.998644561931389
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I18,pstep-0.0_maxlag-5,18,0.0,5,0.22291664888830381,0.22471161151912308,0.998271026149244
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I19,pstep-0.0_maxlag-5,19,0.0,5,0.14548100562026836,0.12645476426805285,0.9969933641859692
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I2,pstep-0.0_maxlag-5,2,0.0,5,0.1863734362347977,0.18546217950885885,0.9980436494284292
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I20,pstep-0.0_maxlag-5,20,0.0,5,0.09675507049838773,0.06337618589383402,0.9932966814842852
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I21,pstep-0.0_maxlag-5,21,0.0,5,0.10388684161540475,0.09822747430514117,0.9986824709819981
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I22,pstep-0.0_maxlag-5,22,0.0,5,0.04607351659162667,0.03179014161784769,0.9983739612970958
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I23,pstep-0.0_maxlag-5,23,0.0,5,0.2471226288874192,0.2346843162636932,0.9973336135950726
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I24,pstep-0.0_maxlag-5,24,0.0,5,0.1944220908675368,0.15601893854791862,0.9851073292322028
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I25,pstep-0.0_maxlag-5,25,0.0,5,0.38756900289131646,0.3822850976065114,0.9978540672035827
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I26,pstep-0.0_maxlag-5,26,0.0,5,0.27584409899546697,0.27540153793749006,0.9977923206166076
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I27,pstep-0.0_maxlag-5,27,0.0,5,0.08200207013633798,0.0731971128284086,0.9989908927116212
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I28,pstep-0.0_maxlag-5,28,0.0,5,0.16605266488127,0.16083334911713268,0.9985350702640619
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I29,pstep-0.0_maxlag-5,29,0.0,5,0.14832790373361043,0.1575551364165464,0.997207281142843
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I3,pstep-0.0_maxlag-5,3,0.0,5,0.26477285773949943,0.18663968490965283,0.956274926470383
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I30,pstep-0.0_maxlag-5,30,0.0,5,-0.024816962773005675,-0.03727717737537337,0.9974791401063132
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I31,pstep-0.0_maxlag-5,31,0.0,5,0.24116142224816076,0.24037021515261517,0.9982695177469822
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I32,pstep-0.0_maxlag-5,32,0.0,5,0.340377260581296,0.3064131217316432,0.9698846986813895
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I33,pstep-0.0_maxlag-5,33,0.0,5,0.3242471056484353,0.3090675053796788,0.9858161393675656
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I34,pstep-0.0_maxlag-5,34,0.0,5,0.21311949360763421,0.1908419254655358,0.9963851073011021
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I35,pstep-0.0_maxlag-5,35,0.0,5,0.01725286315234327,0.009361910944396729,0.998508228390382
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I36,pstep-0.0_maxlag-5,36,0.0,5,0.12215684522948048,0.10796285396649002,0.997433124015302
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I37,pstep-0.0_maxlag-5,37,0.0,5,0.1057105776982221,0.09587330299750207,0.999054239310693
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I38,pstep-0.0_maxlag-5,38,0.0,5,0.0036802449171118015,-0.01825346794779104,0.9978351989610985
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I39,pstep-0.0_maxlag-5,39,0.0,5,0.0949336418141245,0.09719550107864143,0.9992466437960128
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I4,pstep-0.0_maxlag-5,4,0.0,5,0.2256405530378364,0.20744851904322686,0.9973335836555304
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I40,pstep-0.0_maxlag-5,40,0.0,5,0.0528860754924028,0.055002019543316336,0.9988814019748486
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I41,pstep-0.0_maxlag-5,41,0.0,5,0.2443991033665898,0.2302909809430085,0.9972747152186324
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I42,pstep-0.0_maxlag-5,42,0.0,5,0.0984225947365433,0.07796408313239771,0.9962915201296527
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I43,pstep-0.0_maxlag-5,43,0.0,5,0.053379213378886806,0.04591961605336057,0.9983172307288781
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I44,pstep-0.0_maxlag-5,44,0.0,5,0.01752104243249779,-0.006097789395956169,0.9962364638054321
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I45,pstep-0.0_maxlag-5,45,0.0,5,0.12240905287556779,0.12511090216365187,0.9984555080653956
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I46,pstep-0.0_maxlag-5,46,0.0,5,0.1328791003185744,0.11046955132599941,0.9966625764672672
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I47,pstep-0.0_maxlag-5,47,0.0,5,0.09409300906197426,0.11196296333499885,0.9973040894159628
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I48,pstep-0.0_maxlag-5,48,0.0,5,0.1758698140093398,0.13110036429392322,0.9922252667608891
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I49,pstep-0.0_maxlag-5,49,0.0,5,0.14048362675738127,0.11593173292713556,0.9965796155092955
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I5,pstep-0.0_maxlag-5,5,0.0,5,0.23034780318293724,0.22040710930327845,0.9973626008391097
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I6,pstep-0.0_maxlag-5,6,0.0,5,0.39913070799924993,0.39462099075610246,0.9920247840635996
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I7,pstep-0.0_maxlag-5,7,0.0,5,0.04346055079971751,0.04125475666689699,0.9991840658214728
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I8,pstep-0.0_maxlag-5,8,0.0,5,0.17018810749692662,0.15123327868253486,0.9978073809164869
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.0_maxlag-5/M20_T1000_I9,pstep-0.0_maxlag-5,9,0.0,5,0.20578842315466186,0.1543152620483398,0.9875181764187053
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I0,pstep-0.1_maxlag-5,0,0.1,5,0.1846021663117544,0.2229547689022738,0.553349287563457
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I1,pstep-0.1_maxlag-5,1,0.1,5,-0.07996977111278503,0.16144010611812032,0.722714409458424
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I10,pstep-0.1_maxlag-5,10,0.1,5,-0.05318963276673503,-0.03640388755129804,0.6416225885903633
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I11,pstep-0.1_maxlag-5,11,0.1,5,-0.02062209011144673,0.01621831702986163,0.6211757161010236
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I12,pstep-0.1_maxlag-5,12,0.1,5,0.37133739645683705,0.5323255296889808,0.5565577158153802
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I13,pstep-0.1_maxlag-5,13,0.1,5,0.10518631136346052,0.12876755247269855,0.5308623619836479
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I14,pstep-0.1_maxlag-5,14,0.1,5,0.14976638831637806,0.13729999536758267,0.5128576437978684
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I15,pstep-0.1_maxlag-5,15,0.1,5,0.2515648567698903,0.24043994134049396,0.4923674127742958
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I16,pstep-0.1_maxlag-5,16,0.1,5,0.011269649368240103,0.03802703043116378,0.5766134526292154
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I17,pstep-0.1_maxlag-5,17,0.1,5,0.009475418937933706,0.06756414951206675,0.6505306554133095
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I18,pstep-0.1_maxlag-5,18,0.1,5,-0.0011886114057971038,0.09808439897055081,0.6632741423893196
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I19,pstep-0.1_maxlag-5,19,0.1,5,0.06656384638486605,0.03369357572022342,0.5264874872949612
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I2,pstep-0.1_maxlag-5,2,0.1,5,-0.05338587121294039,0.0599699195562985,0.6364519724491517
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I20,pstep-0.1_maxlag-5,20,0.1,5,0.1964595097505665,0.3226108791173728,0.7537195078501158
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I21,pstep-0.1_maxlag-5,21,0.1,5,0.08464870474512032,0.1148505656448672,0.6605185922545085
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I22,pstep-0.1_maxlag-5,22,0.1,5,0.10082812147459036,-0.015496966431680116,0.6083064999130305
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I23,pstep-0.1_maxlag-5,23,0.1,5,0.19804034487431948,0.2136747917485148,0.6308188309427117
/Users/wedi0306/Code/mts-spi-study-cluster/data/cases/dtw-euclidean-260924/data/pstep-0.1_maxlag-5/M20_T1000_I24,pstep-0.1_maxlag-5,24,0.1,5,-0.06535429667298484,-0.10167271272979524,0.5517617611081608
