feature_index,SPI-1,SPI-2,ks_statistic,n_CauchyNoise,n_GaussianNoise
0,anm,bary-sq_euclidean_max,0.2701796499272251,64,64
1,anm,bary-sq_euclidean_mean,0.04115159554207415,64,64
2,anm,bary_euclidean_max,0.11130278195488161,64,64
3,anm,bary_euclidean_mean,0.171875,64,64
4,anm,cce_gaussian,0.45516481790263774,64,64
5,anm,cce_kernel_W-0.5,0.5520058294992447,64,64
6,anm,cce_kozachenko,0.9686071251461215,64,64
7,anm,cds,0.09649071503102782,64,64
8,anm,ce_gaussian,0.10641626807633897,64,64
9,anm,ce_kernel_W-0.5,0.06295526880695568,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.08130553311685776,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.07442054230080553,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.08098914896898568,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.060182639422482476,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.04210409020318495,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.05375497799827467,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.021957101675265628,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.021265056765880225,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.0469016622064469,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.051258326116389696,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.03306631831193779,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.048164009246428025,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.03716148597747593,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.016160040138087473,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.018211259923581746,64,64
