feature_index,SPI-1,SPI-2,ks_statistic,n_VAR(1),n_CML
172,anm,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,0.47588327975784017,64,64
173,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,0.5078025756999208,64,64
174,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,0.4907238566236021,64,64
175,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,0.5572422030443553,64,64
176,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,0.48098132319040043,64,64
177,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20,0.20755679629485685,64,64
178,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,0.26660873636254656,64,64
179,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1,0.47935844809796635,64,64
180,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20,0.413940432029481,64,64
181,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,0.5392006791903219,64,64
182,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,0.5090498832476454,64,64
183,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,0.4223197395073782,64,64
184,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,0.5526374767136188,64,64
185,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,0.502762614488224,64,64
186,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20,0.29523169523689663,64,64
187,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,0.2935324044004854,64,64
188,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,0.514366952052673,64,64
189,anm,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,0.50365349253906,64,64
190,anm,sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20,0.4192078166853513,64,64
191,anm,si_gaussian_k-1,0.9188842076023312,64,64
192,anm,si_kernel_W-0.5_k-1,0.6984286492972077,64,64
193,anm,si_kozachenko_k-1,0.2901328102611015,64,64
194,anm,spearmanr,0.13978949821200803,64,64
195,anm,spearmanr-sq,0.7860786806777236,64,64
196,anm,te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,0.6812758276908444,64,64
197,anm,tlmi_gaussian,0.7990283306636417,64,64
198,anm,tlmi_kernel_W-0.25,0.9022094652069711,64,64
199,anm,tlmi_kraskov_NN-4,0.714129032442944,64,64
200,anm,tlmi_kraskov_NN-4_DCE,0.6046605034985377,64,64
201,anm,wpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.017956897744728084,64,64
202,anm,wpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.028109042391418426,64,64
203,anm,wpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.036389398013576324,64,64
204,anm,wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.1875,64,64
205,anm,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.109375,64,64
206,anm,wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.1875,64,64
207,anm,xcorr-sq_max_sig-True,0.7013981849829101,64,64
208,anm,xcorr-sq_mean_sig-False,0.7218365804568776,64,64
209,anm,xcorr-sq_mean_sig-True,0.7136874788443894,64,64
210,anm,xcorr_max_sig-True,0.6885558762892107,64,64
211,anm,xcorr_mean_sig-False,0.09614166010294231,64,64
212,anm,xcorr_mean_sig-True,0.0584821176625418,64,64
213,anm,xme_gaussian_k1,0.5776563888923333,64,64
214,anm,xme_gaussian_k10,0.6156002038630982,64,64
215,anm,xme_kernel_W-0.5_k1,0.4721796484636498,64,64
216,anm,xme_kernel_W-0.5_k10,0.5124675720270712,64,64
217,anm,xme_kozachenko_k1,0.7069183646902374,64,64
218,anm,xme_kozachenko_k10,0.22297856964103469,64,64
219,bary-sq_euclidean_max,bary-sq_euclidean_mean,0.467809901548122,64,64
220,bary-sq_euclidean_max,bary_euclidean_max,0.7627610953872532,64,64
221,bary-sq_euclidean_max,bary_euclidean_mean,0.15625,64,64
222,bary-sq_euclidean_max,cce_gaussian,0.8913592592353394,64,64
223,bary-sq_euclidean_max,cce_kernel_W-0.5,0.8107161074865574,64,64
224,bary-sq_euclidean_max,cce_kozachenko,0.21391460804179702,64,64
225,bary-sq_euclidean_max,cds,0.5083395233235035,64,64
226,bary-sq_euclidean_max,ce_gaussian,0.7292289370831089,64,64
227,bary-sq_euclidean_max,ce_kernel_W-0.5,0.882904971121666,64,64
228,bary-sq_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3661055537747892,64,64
229,bary-sq_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.5478781676311766,64,64
230,bary-sq_euclidean_max,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.5530523167495157,64,64
231,bary-sq_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.5070250428166869,64,64
232,bary-sq_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.49479085188761657,64,64
233,bary-sq_euclidean_max,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5564387551044642,64,64
234,bary-sq_euclidean_max,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.01782578359923813,64,64
235,bary-sq_euclidean_max,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.023335841577425187,64,64
236,bary-sq_euclidean_max,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.0729458947403453,64,64
237,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-0_ardiff-1,0.8898407226865781,64,64
238,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-0_ardiff-10,0.022661173368785485,64,64
239,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-1_ardiff-1,0.8814040308591793,64,64
240,bary-sq_euclidean_max,coint_johansen_max_eig_stat_order-1_ardiff-10,0.10637296863906809,64,64
241,bary-sq_euclidean_max,coint_johansen_trace_stat_order-0_ardiff-1,0.9008639431890737,64,64
242,bary-sq_euclidean_max,coint_johansen_trace_stat_order-0_ardiff-10,0.2235497376938983,64,64
243,bary-sq_euclidean_max,coint_johansen_trace_stat_order-1_ardiff-1,0.939859039181429,64,64
244,bary-sq_euclidean_max,coint_johansen_trace_stat_order-1_ardiff-10,0.07637158833136559,64,64
245,bary-sq_euclidean_max,cov-sq_EmpiricalCovariance,0.72922893708311,64,64
246,bary-sq_euclidean_max,cov-sq_GraphicalLasso,0.7361110267378177,64,64
247,bary-sq_euclidean_max,cov-sq_LedoitWolf,0.7372037228849126,64,64
248,bary-sq_euclidean_max,cov-sq_OAS,0.7372037228849126,64,64
249,bary-sq_euclidean_max,cov-sq_ShrunkCovariance,0.72922893708311,64,64
250,bary-sq_euclidean_max,cov_EmpiricalCovariance,0.467809901548122,64,64
251,bary-sq_euclidean_max,cov_GraphicalLasso,0.46377822727369644,64,64
252,bary-sq_euclidean_max,cov_GraphicalLassoCV,0.5571310211308586,64,64
253,bary-sq_euclidean_max,cov_LedoitWolf,0.47267276876977543,64,64
254,bary-sq_euclidean_max,cov_OAS,0.47267276876977543,64,64
255,bary-sq_euclidean_max,cov_ShrunkCovariance,0.467809901548122,64,64
256,bary-sq_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.5063392731101545,64,64
257,bary-sq_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.48396313822900655,64,64
258,bary-sq_euclidean_max,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.618839711665107,64,64
259,bary-sq_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.38256892466859715,64,64
260,bary-sq_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.45109302889970226,64,64
261,bary-sq_euclidean_max,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5185051689389376,64,64
262,bary-sq_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.4016760978497781,64,64
263,bary-sq_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.3531317883573605,64,64
264,bary-sq_euclidean_max,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.5763713615293381,64,64
265,bary-sq_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.14488252376068333,64,64
266,bary-sq_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.266104179195793,64,64
267,bary-sq_euclidean_max,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3504629051646159,64,64
268,bary-sq_euclidean_max,di_gaussian,0.6841493323893111,64,64
269,bary-sq_euclidean_max,di_kernel_W-0.5,0.5136752695257637,64,64
270,bary-sq_euclidean_max,di_kozachenko,0.9455375698025914,64,64
271,bary-sq_euclidean_max,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.12056324942045094,64,64
272,bary-sq_euclidean_max,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.037624776101165436,64,64
273,bary-sq_euclidean_max,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.12935010395860735,64,64
274,bary-sq_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.2911456491067786,64,64
275,bary-sq_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1620575332456293,64,64
276,bary-sq_euclidean_max,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.24159759335307623,64,64
277,bary-sq_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.12065899518623024,64,64
278,bary-sq_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.04212968821378216,64,64
279,bary-sq_euclidean_max,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1292361795336786,64,64
280,bary-sq_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3307966387377217,64,64
281,bary-sq_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.22360513554269928,64,64
282,bary-sq_euclidean_max,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.29588220929314246,64,64
283,bary-sq_euclidean_max,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.29724028829862176,64,64
284,bary-sq_euclidean_max,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.42988658372990074,64,64
285,bary-sq_euclidean_max,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.43581041762060385,64,64
286,bary-sq_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.26320134204411433,64,64
287,bary-sq_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.3948490710502204,64,64
288,bary-sq_euclidean_max,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.36786028217585937,64,64
289,bary-sq_euclidean_max,gc_gaussian_k-1_kt-1_l-1_lt-1,0.5700065893970911,64,64
290,bary-sq_euclidean_max,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.09375,64,64
291,bary-sq_euclidean_max,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.15625,64,64
292,bary-sq_euclidean_max,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.140625,64,64
293,bary-sq_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.35835792295943436,64,64
294,bary-sq_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.4726905200769695,64,64
295,bary-sq_euclidean_max,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.47986437148669847,64,64
296,bary-sq_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3951776331291187,64,64
297,bary-sq_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.5105722623570011,64,64
298,bary-sq_euclidean_max,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5169799446917472,64,64
299,bary-sq_euclidean_max,gwtau,0.23639339495234268,64,64
300,bary-sq_euclidean_max,hsic,0.761563295218779,64,64
301,bary-sq_euclidean_max,hsic_biased,0.7586589237663627,64,64
302,bary-sq_euclidean_max,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.29681750655026085,64,64
303,bary-sq_euclidean_max,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.29055160581477957,64,64
304,bary-sq_euclidean_max,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.307916694628496,64,64
305,bary-sq_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.2973454228257978,64,64
306,bary-sq_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1349340170117103,64,64
307,bary-sq_euclidean_max,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.21242180525048227,64,64
308,bary-sq_euclidean_max,igci,0.15625,64,64
309,bary-sq_euclidean_max,je_gaussian,0.7292289370831089,64,64
310,bary-sq_euclidean_max,je_kernel_W-0.5,0.8943210665718611,64,64
311,bary-sq_euclidean_max,je_kozachenko,0.940987535907449,64,64
312,bary-sq_euclidean_max,kendalltau,0.41249117419919484,64,64
