feature_index,SPI-1,SPI-2,ks_statistic,n_CauchyNoise,n_VAR(1)
0,anm,bary-sq_euclidean_max,0.33367282845489366,64,64
1,anm,bary-sq_euclidean_mean,0.07731080640527205,64,64
2,anm,bary_euclidean_max,0.21873299312209432,64,64
3,anm,bary_euclidean_mean,0.203125,64,64
4,anm,cce_gaussian,0.45731592844745583,64,64
5,anm,cce_kernel_W-0.5,0.5024960240790294,64,64
6,anm,cce_kozachenko,0.9388767049759478,64,64
7,anm,cds,0.3684396359777127,64,64
8,anm,ce_gaussian,0.04015502863342457,64,64
9,anm,ce_kernel_W-0.5,0.13949773518103425,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.043392730803131746,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.017912376774651295,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.0179771513996706,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.03527011361753929,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.03882745994610459,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.035520811892553045,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.18845704816017828,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.15241473350224266,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.17186825280525875,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.13608250801738633,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.12479218079667712,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.12076157026366405,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.10071247180198195,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.22696766152991893,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.19719401679649862,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.18714703376550135,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.15755578177406948,64,64
27,anm,cov-sq_EmpiricalCovariance,0.018104710758577225,64,64
28,anm,cov-sq_GraphicalLasso,0.23795656391727105,64,64
29,anm,cov-sq_LedoitWolf,0.921875,64,64
30,anm,cov-sq_OAS,0.5162548729164533,64,64
31,anm,cov-sq_ShrunkCovariance,0.018104710758577225,64,64
32,anm,cov_EmpiricalCovariance,0.5831611439844726,64,64
33,anm,cov_GraphicalLasso,0.46914069880556886,64,64
34,anm,cov_GraphicalLassoCV,0.6366988135611555,64,64
35,anm,cov_LedoitWolf,0.859375,64,64
36,anm,cov_OAS,0.6982927511507893,64,64
37,anm,cov_ShrunkCovariance,0.5831611439844726,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.15918695299261068,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.12236970132911304,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1216526371105417,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.14325075211887753,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.11887894951322608,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.12450211989443724,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.14354683001827678,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.12218476193416314,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1241763776362115,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.12082697042831533,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.09867430771314667,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.10198610290927401,64,64
50,anm,di_gaussian,0.3644264675610458,64,64
51,anm,di_kernel_W-0.5,0.18839442890594615,64,64
52,anm,di_kozachenko,0.967901695865662,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.17740233258542198,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.19945009118325324,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2072050154092683,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.20292660764430281,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.18559357519969288,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.20984809966233814,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.1876869362696853,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2105836883983921,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2158740837314427,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.19047913201450933,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.18009741142831504,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.20597463376320252,64,64
65,anm,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.09578880122247815,64,64
66,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.07007755811634778,64,64
67,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.06379555186255217,64,64
68,anm,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.14506842098652006,64,64
69,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.08800249563504886,64,64
70,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.11304932791913536,64,64
71,anm,gc_gaussian_k-1_kt-1_l-1_lt-1,0.03415010883614958,64,64
72,anm,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.125,64,64
73,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.15625,64,64
74,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.09375,64,64
75,anm,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.02070556272145785,64,64
76,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.04590808812048741,64,64
77,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.05218612927759747,64,64
78,anm,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.033740080844119946,64,64
79,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.026440371752201708,64,64
80,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.03092546234778515,64,64
81,anm,gwtau,0.02795412436520217,64,64
82,anm,hsic,0.6761749936172636,64,64
83,anm,hsic_biased,0.07339223081294999,64,64
84,anm,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.036774225984271935,64,64
85,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06928304896032977,64,64
86,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.0652684776553989,64,64
87,anm,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.04469907214793922,64,64
88,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.06336226627623459,64,64
89,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.060049136206596965,64,64
90,anm,igci,0.9144895431737087,64,64
91,anm,je_gaussian,0.04015502863342457,64,64
92,anm,je_kernel_W-0.5,0.13550632191837064,64,64
93,anm,je_kozachenko,0.8909839228532035,64,64
94,anm,kendalltau,0.49106212395549864,64,64
95,anm,kendalltau-sq,0.11963204797385366,64,64
96,anm,lmfit_BayesianRidge,0.03564666648418835,64,64
97,anm,lmfit_ElasticNet,0.10310530349507047,64,64
98,anm,lmfit_Lasso,0.05747705997346009,64,64
99,anm,lmfit_Ridge,0.03794549982684814,64,64
100,anm,lmfit_SGDRegressor,0.04291005177171725,64,64
101,anm,mi_gaussian,0.018104710758577225,64,64
102,anm,mi_kernel_W-0.25,0.278843749496756,64,64
103,anm,mi_kraskov_NN-4,0.6674955308327636,64,64
104,anm,mi_kraskov_NN-4_DCE,0.5666744202592441,64,64
105,anm,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.09578880122247815,64,64
106,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.07007755811634778,64,64
107,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.06379555186255217,64,64
108,anm,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.14506842098652006,64,64
109,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.08800249563504886,64,64
110,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.11304932791913536,64,64
