feature_index,SPI-1,SPI-2,ks_statistic,n_GaussianNoise,n_CML
0,anm,bary-sq_euclidean_max,0.47093872171644074,64,64
1,anm,bary-sq_euclidean_mean,0.1517703210250423,64,64
2,anm,bary_euclidean_max,0.3345443491777672,64,64
3,anm,bary_euclidean_mean,0.171875,64,64
4,anm,cce_gaussian,0.4666073939491695,64,64
5,anm,cce_kernel_W-0.5,0.4148486283798312,64,64
6,anm,cce_kozachenko,0.968546901582347,64,64
7,anm,cds,0.7094146564515393,64,64
8,anm,ce_gaussian,0.6007560105087735,64,64
9,anm,ce_kernel_W-0.5,0.48300513970967573,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.38385562714028065,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2520626390146658,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.3121905084677903,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.5005395693061674,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.3720604448840409,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.4597498127420169,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.16933305974554225,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.1646347053240539,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.14594658617730838,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.469922786335486,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.2634555076815527,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.4624563372643966,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.19873037494428877,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.36890891173601514,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.31618585675068966,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.38446802647905437,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.24838886121099396,64,64
27,anm,cov-sq_EmpiricalCovariance,0.7763722290814337,64,64
28,anm,cov-sq_GraphicalLasso,0.7849878264088621,64,64
29,anm,cov-sq_LedoitWolf,0.9793863412905722,64,64
30,anm,cov-sq_OAS,0.9776345534156111,64,64
31,anm,cov-sq_ShrunkCovariance,0.7763722290814337,64,64
32,anm,cov_EmpiricalCovariance,0.2850227171534565,64,64
33,anm,cov_GraphicalLasso,0.277142586558878,64,64
34,anm,cov_GraphicalLassoCV,0.4464953039947662,64,64
35,anm,cov_LedoitWolf,0.5308555272021434,64,64
36,anm,cov_OAS,0.5305364555178362,64,64
37,anm,cov_ShrunkCovariance,0.2850227171534565,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.4376633684025506,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.18253678534550982,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.43259731700444987,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.2834336564702834,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.17419779207017833,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.2743623702519667,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.3269511900514218,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.046698304860172846,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.33064596001270874,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.12999009875653972,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.04975510732100802,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.12263174987132591,64,64
50,anm,di_gaussian,0.5804446654430436,64,64
51,anm,di_kernel_W-0.5,0.660999515875559,64,64
52,anm,di_kozachenko,0.17011665406574017,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.008437381056935034,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.00826281608778745,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.00797625266540597,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.509833197156917,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.41848204594059224,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5029468014315989,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.008532616742403687,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.010254099324710775,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.007970823695412466,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.57740372498882,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.46137810120579664,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5576478675454,64,64
65,anm,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.26007781075525904,64,64
66,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.23677006547127122,64,64
67,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2772639610324567,64,64
68,anm,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.17699444393299585,64,64
69,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.17965333009783951,64,64
70,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.17927112139218243,64,64
71,anm,gc_gaussian_k-1_kt-1_l-1_lt-1,0.39561453640789634,64,64
72,anm,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.125,64,64
73,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.21875,64,64
74,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.171875,64,64
75,anm,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.35654497666002555,64,64
76,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.3094225331275119,64,64
77,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.38060466681968047,64,64
78,anm,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.401656279630772,64,64
79,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.31837256359690724,64,64
80,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.40415234024151786,64,64
81,anm,gwtau,0.23277384929775577,64,64
82,anm,hsic,0.941786286258247,64,64
83,anm,hsic_biased,0.8427504888817073,64,64
84,anm,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.2599052392020894,64,64
85,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.2988237058485693,64,64
86,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.2736109294129614,64,64
87,anm,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3465689567132343,64,64
88,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2790763987435959,64,64
89,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.3942208883604993,64,64
90,anm,igci,0.28630838421711474,64,64
91,anm,je_gaussian,0.6008135467956585,64,64
92,anm,je_kernel_W-0.5,0.4705732763292255,64,64
93,anm,je_kozachenko,0.7552986078333772,64,64
94,anm,kendalltau,0.26319912273545765,64,64
95,anm,kendalltau-sq,0.756117279195965,64,64
96,anm,lmfit_BayesianRidge,0.6006306222971143,64,64
97,anm,lmfit_ElasticNet,0.1575615050883511,64,64
