feature_index,SPI-1,SPI-2,ks_statistic,n_CauchyNoise,n_Kuramoto
0,anm,bary-sq_euclidean_max,0.327847744835727,64,64
1,anm,bary-sq_euclidean_mean,0.17804514162635776,64,64
2,anm,bary_euclidean_max,0.303144033252884,64,64
3,anm,bary_euclidean_mean,0.109375,64,64
4,anm,cce_gaussian,1.0,64,64
5,anm,cce_kernel_W-0.5,0.16064360610541117,64,64
6,anm,cce_kozachenko,0.4576868041063128,64,64
7,anm,cds,0.4703635559629411,64,64
8,anm,ce_gaussian,0.4365643873527412,64,64
9,anm,ce_kernel_W-0.5,0.2627581040539758,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.09621260415245947,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.08647511359163362,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.09731743900424134,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.05412248714974044,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.07811225238367892,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.06918249092202539,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.23975920535495499,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.27620408839999755,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.2770818111523705,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.16160960560172888,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.05875307745603675,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.16115710806237732,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.08640682859145277,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.26555586832249845,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.07266481935067054,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.24584020092680992,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.07422562046117198,64,64
27,anm,cov-sq_EmpiricalCovariance,0.3442300757529863,64,64
28,anm,cov-sq_GraphicalLasso,0.45964840566591386,64,64
29,anm,cov-sq_LedoitWolf,0.96875,64,64
30,anm,cov-sq_OAS,0.7470040167923355,64,64
31,anm,cov-sq_ShrunkCovariance,0.3442300757529863,64,64
32,anm,cov_EmpiricalCovariance,0.45495486421725745,64,64
33,anm,cov_GraphicalLasso,0.4627538183814589,64,64
34,anm,cov_GraphicalLassoCV,0.5532725800433232,64,64
35,anm,cov_LedoitWolf,0.859375,64,64
36,anm,cov_OAS,0.670916502833624,64,64
37,anm,cov_ShrunkCovariance,0.45495486421725745,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.16114939634941222,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.08781128982471409,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.08766155557838679,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.14527702970642709,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.07251732669185251,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.07586958027909163,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.22363395402038821,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.14570736202947715,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.14664195049368706,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.19658328391083474,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.07456449669809007,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.08129988374239538,64,64
50,anm,di_gaussian,0.59375,64,64
51,anm,di_kernel_W-0.5,0.6114581087612033,64,64
52,anm,di_kozachenko,0.9050268252210891,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.8051238947242642,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.03127092024773481,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.06199274418114964,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.4151936894547689,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.351053612347198,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.34587417308692725,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.7424016514003317,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.03234801805787724,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.06332502841082255,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.2687987323425224,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.3343069630747768,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.2634081017395557,64,64
65,anm,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.1504371837241468,64,64
66,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.12367882305322705,64,64
67,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.11370114903340597,64,64
68,anm,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.1711641532932714,64,64
69,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1311789707771165,64,64
