feature_index,SPI-1,SPI-2,ks_statistic,n_VAR(1),n_Kuramoto
0,anm,bary-sq_euclidean_max,0.08300238232963131,64,64
1,anm,bary-sq_euclidean_mean,0.1318391297429391,64,64
2,anm,bary_euclidean_max,0.05209175538756472,64,64
3,anm,bary_euclidean_mean,0.328125,64,64
4,anm,cce_gaussian,0.78125,64,64
5,anm,cce_kernel_W-0.5,0.32520573016087195,64,64
6,anm,cce_kozachenko,0.8165812041453949,64,64
7,anm,cds,0.41427810288821737,64,64
8,anm,ce_gaussian,0.3916277393792074,64,64
9,anm,ce_kernel_W-0.5,0.29803728432657967,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.04593109582444904,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.11316265706614415,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.11239892746736924,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.0565216412637658,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1271608462986476,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.1197006450260743,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.13821631128719786,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.11774987239425005,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.09833150055065237,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.02934769759298017,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.09347812743630585,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.05904378904489482,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.08997579351179757,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.034041338109658204,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.10630957915491562,64,64
