feature_index,SPI-1,SPI-2,ks_statistic,n_GaussianNoise,n_Kuramoto
0,anm,bary-sq_euclidean_max,0.021103481934597657,64,64
1,anm,bary-sq_euclidean_mean,0.10563087917347841,64,64
2,anm,bary_euclidean_max,0.05935078180039982,64,64
3,anm,bary_euclidean_mean,0.125,64,64
4,anm,cce_gaussian,1.0,64,64
5,anm,cce_kernel_W-0.5,0.18880450810665975,64,64
6,anm,cce_kozachenko,0.6787940766201837,64,64
7,anm,cds,0.2894684666767699,64,64
8,anm,ce_gaussian,0.1991628939507643,64,64
9,anm,ce_kernel_W-0.5,0.13264451720573395,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.019295224108311665,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.011322802724573311,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.012205409230231612,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.02319270243420346,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.025882781657799225,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.010446508994240045,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.12253948981373375,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.13150115859959288,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.13410166547352498,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.08769712542933758,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.024202355252787466,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.07993359137835929,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.0438990824828146,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.10433152063912329,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.01618992803794836,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.09389722586404137,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.02187357054450545,64,64
27,anm,cov-sq_EmpiricalCovariance,0.17003311776259256,64,64
28,anm,cov-sq_GraphicalLasso,0.13120177771868358,64,64
29,anm,cov-sq_LedoitWolf,0.6449804713431815,64,64
30,anm,cov-sq_OAS,0.6178567586378991,64,64
31,anm,cov-sq_ShrunkCovariance,0.17003311776259256,64,64
32,anm,cov_EmpiricalCovariance,0.3053544768529912,64,64
33,anm,cov_GraphicalLasso,0.23954864534967213,64,64
34,anm,cov_GraphicalLassoCV,0.39331774638160494,64,64
35,anm,cov_LedoitWolf,0.5596598351219715,64,64
36,anm,cov_OAS,0.5568252716277989,64,64
37,anm,cov_ShrunkCovariance,0.3053544768529912,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.02992179325782407,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.048981829413725725,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.04303544859834216,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.017495185566134913,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.06445420835226934,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.07051143214602973,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.05141244057068328,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.0323357574366884,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.025369889890936526,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.03360183318205989,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.058616675093401266,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.06037839851974369,64,64
50,anm,di_gaussian,1.0,64,64
51,anm,di_kernel_W-0.5,0.24295117154758156,64,64
52,anm,di_kozachenko,0.464407815191043,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.6918199336828614,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.08079369288678684,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.10483375327243877,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3292618470494336,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.2528562213948255,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.30938597029320214,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.6709885829184936,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.08692244629974039,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.11403174112763931,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.19188853812759454,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.22364561787041737,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.25295536306743127,64,64
65,anm,dtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.042823697231686164,64,64
66,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.04021212227545412,64,64
67,anm,dtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.04422642677785982,64,64
68,anm,dtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.014494942953899026,64,64
69,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.031162330137475047,64,64
70,anm,dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.01734534756691475,64,64
71,anm,gc_gaussian_k-1_kt-1_l-1_lt-1,0.07034467355175722,64,64
72,anm,gd_multitaper_delay_fs-1_fmin-0-25_fmax-0-5,0.140625,64,64
73,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-25,0.203125,64,64
74,anm,gd_multitaper_delay_fs-1_fmin-0_fmax-0-5,0.15625,64,64
75,anm,gpdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.04551595561268418,64,64
76,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.06594886617730511,64,64
77,anm,gpdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.0685458464805434,64,64
78,anm,gpdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.012323601033121911,64,64
79,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.025497327182997465,64,64
80,anm,gpdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.021984078419169828,64,64
81,anm,gwtau,0.13127640005437458,64,64
82,anm,hsic,0.41762355850824295,64,64
83,anm,hsic_biased,0.14541159661304826,64,64
84,anm,icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.03453079063740161,64,64
85,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.0373031197057212,64,64
86,anm,icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.01552882877613726,64,64
87,anm,icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.021592647941589105,64,64
88,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.042982898969855854,64,64
89,anm,icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.034332116954762903,64,64
90,anm,igci,0.2546092711160377,64,64
91,anm,je_gaussian,0.1540202358850134,64,64
92,anm,je_kernel_W-0.5,0.14093679994390937,64,64
93,anm,je_kozachenko,0.40662008907977387,64,64
94,anm,kendalltau,0.30253368433613204,64,64
95,anm,kendalltau-sq,0.17447672511537432,64,64
96,anm,lmfit_BayesianRidge,0.143725145885889,64,64
97,anm,lmfit_ElasticNet,0.03661039393221882,64,64
98,anm,lmfit_Lasso,0.018020164089460833,64,64
99,anm,lmfit_Ridge,0.14472323860920294,64,64
100,anm,lmfit_SGDRegressor,0.14052987342171944,64,64
101,anm,mi_gaussian,0.17003311776259256,64,64
102,anm,mi_kernel_W-0.25,0.22674099027660477,64,64
103,anm,mi_kraskov_NN-4,0.45961213393400546,64,64
104,anm,mi_kraskov_NN-4_DCE,0.019366353828414923,64,64
105,anm,pdcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.042823697231686164,64,64
106,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.04021212227545412,64,64
107,anm,pdcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.04422642677785982,64,64
108,anm,pdcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.014494942953899026,64,64
109,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.031162330137475047,64,64
110,anm,pdcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.01734534756691475,64,64
111,anm,pdist_braycurtis,0.1339957600962569,64,64
112,anm,pdist_canberra,0.1151215832025928,64,64
113,anm,pdist_chebyshev,0.08176646037121327,64,64
114,anm,pdist_cityblock,0.10837669383669035,64,64
115,anm,pdist_cosine,0.1353668113008818,64,64
116,anm,pdist_euclidean,0.1353668113008818,64,64
117,anm,pec,0.1907702279404988,64,64
118,anm,pec_log,0.11445272397456563,64,64
119,anm,pec_orth,0.0821670140728511,64,64
120,anm,pec_orth_abs,0.07088086978536667,64,64
121,anm,pec_orth_log,0.028356055146212644,64,64
122,anm,pec_orth_log_abs,0.0804889090133627,64,64
123,anm,phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.06063957308226198,64,64
124,anm,phase_multitaper_max_fs-1_fmin-0_fmax-0-25,0.01540248701650837,64,64
125,anm,phase_multitaper_max_fs-1_fmin-0_fmax-0-5,0.012998936088353341,64,64
126,anm,phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.171875,64,64
127,anm,phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.027490251766375262,64,64
128,anm,phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.0240176286019258,64,64
129,anm,pli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.7915587083976353,64,64
130,anm,pli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.07307375327851634,64,64
131,anm,pli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.1347357001493107,64,64
132,anm,pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.09375,64,64
133,anm,pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.203125,64,64
134,anm,pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.078125,64,64
135,anm,plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.006579504948088566,64,64
136,anm,plv_multitaper_max_fs-1_fmin-0_fmax-0-25,0.030837284661806796,64,64
137,anm,plv_multitaper_max_fs-1_fmin-0_fmax-0-5,0.011549525133423666,64,64
138,anm,plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.0267486148516205,64,64
139,anm,plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.01095579736997948,64,64
140,anm,plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.03114083595067796,64,64
141,anm,ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.2579957405502589,64,64
142,anm,ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,0.030837284661806796,64,64
143,anm,ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,0.011549525133423666,64,64
144,anm,ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.02729542024340409,64,64
145,anm,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1295072327173853,64,64
146,anm,ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.03822238705046799,64,64
147,anm,prec-sq_EmpiricalCovariance,0.08308472456127364,64,64
148,anm,prec-sq_GraphicalLasso,0.10844543029628018,64,64
149,anm,prec-sq_LedoitWolf,0.6093746809776102,64,64
150,anm,prec-sq_OAS,0.5702437785242043,64,64
151,anm,prec-sq_ShrunkCovariance,0.08651480568979902,64,64
152,anm,prec_EmpiricalCovariance,0.2910374649579808,64,64
153,anm,prec_GraphicalLasso,0.295271113953236,64,64
154,anm,prec_LedoitWolf,0.5558441988770272,64,64
155,anm,prec_OAS,0.5541785658889544,64,64
156,anm,prec_ShrunkCovariance,0.3223191085779469,64,64
157,anm,psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.17863330268296562,64,64
158,anm,psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.13861675960628983,64,64
159,anm,psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.12249802210466232,64,64
160,anm,psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,0.2933937636249662,64,64
161,anm,psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,0.045408983731837604,64,64
162,anm,psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,0.2871824280106182,64,64
163,anm,psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,0.03719017646396483,64,64
164,anm,psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,0.07114607728351185,64,64
165,anm,psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,0.0474548288654848,64,64
166,anm,reci,0.1287916210687272,64,64
167,anm,sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,0.04592563644112324,64,64
168,anm,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,0.06339639888067039,64,64
169,anm,sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,0.06262609091781124,64,64
170,anm,sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,0.0246602434095341,64,64
171,anm,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,0.03023270189335836,64,64
172,anm,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,0.031536002712321154,64,64
173,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,0.32594443416551083,64,64
174,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,0.3158791529930212,64,64
175,anm,sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,0.4112553598251114,64,64
176,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,0.33790855258273944,64,64
177,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20,0.3228151750571527,64,64
178,anm,sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,0.2817899840912289,64,64
179,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1,0.33495826625525654,64,64
180,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20,0.330500740768353,64,64
181,anm,sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,0.2817145983447168,64,64
182,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,0.3260918421285128,64,64
183,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,0.3122495404465862,64,64
184,anm,sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,0.41126103221116306,64,64
185,anm,sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,0.33538463169120586,64,64
