feature_index,SPI-1,SPI-2,ks_statistic,n_CauchyNoise,n_VAR(1)
0,anm,bary-sq_euclidean_max,0.14625034293773048,64,64
1,anm,bary-sq_euclidean_mean,0.033273156414699884,64,64
2,anm,bary_euclidean_max,0.07448607303565769,64,64
3,anm,bary_euclidean_mean,0.15625,64,64
4,anm,cce_gaussian,0.3042643512342399,64,64
5,anm,cce_kernel_W-0.5,0.2894326298717275,64,64
6,anm,cce_kozachenko,0.7871522590259792,64,64
7,anm,cds,0.2023049504663847,64,64
8,anm,ce_gaussian,0.014896305566669654,64,64
9,anm,ce_kernel_W-0.5,0.05805479667425362,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.027570684986056193,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.011713794862000637,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.014416906882456781,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.020483026222613665,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.02469048506831306,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.01932791211234275,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.05805490913981026,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.03905011811780812,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.05644766126250911,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.04779221818060758,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.039207813533703506,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.03999394999549627,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.030109149224515797,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.0945015111918395,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.07362438362927762,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.07222776693544108,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.05378434000931542,64,64
27,anm,cov-sq_EmpiricalCovariance,0.011574074699244763,64,64
28,anm,cov-sq_GraphicalLasso,0.1788362741482903,64,64
29,anm,cov-sq_LedoitWolf,0.921875,64,64
30,anm,cov-sq_OAS,0.4069044059714523,64,64
31,anm,cov-sq_ShrunkCovariance,0.011574074699244763,64,64
32,anm,cov_EmpiricalCovariance,0.4691864771153022,64,64
33,anm,cov_GraphicalLasso,0.38238520865583003,64,64
34,anm,cov_GraphicalLassoCV,0.5293297950413441,64,64
35,anm,cov_LedoitWolf,0.859375,64,64
36,anm,cov_OAS,0.6519278806908744,64,64
37,anm,cov_ShrunkCovariance,0.4691864771153022,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.07324059942317607,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.0541727686886348,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.05374293871239949,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.06943880269028496,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.04741814990164278,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.0543084816420919,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.06702326676916964,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.0544241363088106,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.05071089858797734,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.06524191327142426,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.04492007345748816,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.04952892837752598,64,64
50,anm,di_gaussian,0.1875620316221253,64,64
51,anm,di_kernel_W-0.5,0.11051560015883916,64,64
52,anm,di_kozachenko,0.7868990224384338,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.09060699708123149,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.09067520654508904,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.09888742951717189,64,64
56,anm,dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.11248673369845119,64,64
57,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.10903655742783791,64,64
58,anm,dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.13044231725857092,64,64
59,anm,dswpli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.095940888979404,64,64
60,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.09708048557570326,64,64
61,anm,dswpli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.10418130838983736,64,64
62,anm,dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.09852082255163064,64,64
63,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.1331607253452518,64,64
64,anm,dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.1246378469699283,64,64
