feature_index,SPI-1,SPI-2,ks_statistic,n_VAR(1),n_Wave1D
0,anm,bary-sq_euclidean_max,0.06640813440617066,64,64
1,anm,bary-sq_euclidean_mean,0.010627393583021394,64,64
2,anm,bary_euclidean_max,0.056017781894150076,64,64
3,anm,bary_euclidean_mean,0.1875,64,64
4,anm,cce_gaussian,0.78125,64,64
5,anm,cce_kernel_W-0.5,0.3507114243055402,64,64
6,anm,cce_kozachenko,0.5679409899882969,64,64
7,anm,cds,0.19706156428442556,64,64
8,anm,ce_gaussian,0.984375,64,64
9,anm,ce_kernel_W-0.5,0.2100171880865339,64,64
10,anm,cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.09712720655876506,64,64
11,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,0.17760675909377371,64,64
12,anm,cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,0.16986738004372348,64,64
13,anm,cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.09685060634591702,64,64
14,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.10042459267299764,64,64
15,anm,cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.09763731817813082,64,64
16,anm,coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,0.75,64,64
17,anm,coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,0.734375,64,64
18,anm,coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,0.65625,64,64
19,anm,coint_johansen_max_eig_stat_order-0_ardiff-1,0.71875,64,64
20,anm,coint_johansen_max_eig_stat_order-0_ardiff-10,0.01781068887122783,64,64
21,anm,coint_johansen_max_eig_stat_order-1_ardiff-1,0.03284359274179116,64,64
22,anm,coint_johansen_max_eig_stat_order-1_ardiff-10,0.18611025212684046,64,64
23,anm,coint_johansen_trace_stat_order-0_ardiff-1,0.6875,64,64
24,anm,coint_johansen_trace_stat_order-0_ardiff-10,0.010434498257735791,64,64
25,anm,coint_johansen_trace_stat_order-1_ardiff-1,0.0632536062326241,64,64
26,anm,coint_johansen_trace_stat_order-1_ardiff-10,0.18157396060429454,64,64
27,anm,cov-sq_EmpiricalCovariance,0.09303156685269343,64,64
28,anm,cov-sq_GraphicalLasso,0.08375711159203114,64,64
29,anm,cov-sq_LedoitWolf,0.0930320528573153,64,64
30,anm,cov-sq_OAS,0.09303201282237084,64,64
31,anm,cov-sq_ShrunkCovariance,0.09303065724435033,64,64
32,anm,cov_EmpiricalCovariance,0.495881696347917,64,64
33,anm,cov_GraphicalLasso,0.2979185690966276,64,64
34,anm,cov_GraphicalLassoCV,0.454981392871854,64,64
35,anm,cov_LedoitWolf,0.4958745692016371,64,64
36,anm,cov_OAS,0.4958642597888262,64,64
37,anm,cov_ShrunkCovariance,0.49587324977358394,64,64
38,anm,dcoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.2090160862752391,64,64
39,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-25,0.1702746818608999,64,64
40,anm,dcoh_multitaper_max_fs-1_fmin-0_fmax-0-5,0.18431391360884625,64,64
41,anm,dcoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.3559493721857823,64,64
42,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.18317961992706638,64,64
43,anm,dcoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.24407566175502032,64,64
44,anm,ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.6846882867072185,64,64
45,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,0.5540896894376759,64,64
46,anm,ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,0.5522367946285627,64,64
47,anm,ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,0.7527261123213116,64,64
48,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,0.5424130776706422,64,64
49,anm,ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,0.5470232384627921,64,64
50,anm,di_gaussian,0.984375,64,64
51,anm,di_kernel_W-0.5,0.11709288183027422,64,64
52,anm,di_kozachenko,0.22825787477475026,64,64
53,anm,dspli_multitaper_max_fs-1_fmin-0-25_fmax-0-5,0.5642735776571459,64,64
54,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-25,0.07415110930803853,64,64
55,anm,dspli_multitaper_max_fs-1_fmin-0_fmax-0-5,0.10519294412203256,64,64
